title,plot,genre
mean girls,"A girl who grew up in many places returns to an Illinois public high school, falls for the wrong guy, and experiences humiliation from her female classmates.",comedy
13 going on 30,"This comedy fantasy is about a gawky girl, Jenna, who is picked on by her peers and classmates for being too eager to be liked and popular. Locked in a closet on her 13th birthday (after an embarassing round of the ""7 minutes in heaven"" kissing game), she makes a wish to become ""thirty, flirty and thriving"", and when she gets out of her entrapment, she discovers that she's skipped ahead 17 years to become a sexy and successful advertising agency executive (Garner).",comedy
the notebook,"Based on the acclaimed best seller by Nicholas Sparks and directed by Nick Cassavetes (John Q), The Notebook is an epic love story starring Academy Award nominees James Garner, Gena Rowlands and Joan Allen opposite young breakout actors Ryan Gosling (The Believer) and Rachel McAdams. As a man (Garner) reads from a faded notebook to the woman (Rowlands) he regularly visits, his words bring to life the story of a couple (Gosling and McAdams) who are separated by World War II, then passionately...",drama
hellboy,"From visionary writer/director Guillermo del Toro (""Blade II,"" ""The Devil's Backbone"") comes ""Hellboy,"" a supernatural action adventure based on Mike Mignola's popular Dark Horse Comics series of the same name. Born in the flames of hell, and brought to our world in a pagan ritual, the fierce red hero, Hellboy (Perlman), was saved by his friend and mentor, the benevolent Dr. Broom (Hurt). Raised in Broom's Bureau for Paranormal Research and Defense, Hellboy joins the likes of the ""Mer-Man"" Abe...",action
troy,"An epic chronicle of the triumphs and tragedy of the legendary Trojan War, Troy begins as the passion of lovers Prince Paris of Troy (Orlando Bloom) and Queen Helen of Sparta (Diane Kruger) ignites a war between the Trojans and the united tribes of Greece. When the two civilizations clash, renowned warrior Achilles (Brad Pitt) emerges as the key to the Greeks’ victory or defeat over the Trojan Army, which is led by Troy’s noble champion, Prince Hector (Eric Bana), and protected by the...",adventure
eternal sunshine of the spotless mind,"Joel (Carrey) is stunned to discover that his girlfriend Clementine (Winslet) has had her memories of their tumultuous relationship erased. Out of desperation, he contacts the inventor of the process, Dr. Howard Mierzwiak (Wilkinson), to have Clementine removed from his own memory. But as Joel's memories progressively disappear, he begins to rediscover their earlier passion. From deep within the recesses of his brain, Joel attempts to escape the procedure. As Dr. Meirzwiak and his crew (Dunst,...",drama
the passion of the christ,"The Passion of The Christ is a film about the last twelve hours of Jesus of Nazareth's life. The film opens in the Garden of Olives (Gethsemane) where Jesus has gone to pray after the Last Supper. Jesus resists Satan's temptations. Betrayed by Judas Iscariot, Jesus is arrested and taken back to within the city walls of Jerusalem where the leaders of the Pharisees confront him with accusations of blasphemy and his trial results in a condemnation to death.Jesus is brought before Pilate, the...",drama
dodgeball: a true underdog story,A small local gym is threatened with extinction by a gleaming sports and fitness palace unless a group of social rejects can rise to victory in the ultimate dodge ball competition.,comedy
harry potter and the prisoner of azkaban,"Harry Potter and his friends Ron and Hermione return as teenagers to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard. Gary Oldman plays Sirius Black, the eponymous prisoner whose escape is thought to pose a great threat to Harry Potter; Michael Gambon plays the role of Professor Dumbledore, Hogwarts' venerable headmaster; Timothy Spall portrays Peter...",adventure
the girl next door,"Eighteen-year-old Matthew Kidman (Emile Hirsch) is a straight-arrow over-achiever who has never really lived life, until he falls for his new neighbor, the beautiful and seemingly innocent Danielle (Elisha Cuthbert). When Matthew discovers this perfect ""girl next door"" is a one-time porn star, his sheltered existence begins to spin out of control. Ultimately, Danielle helps Matthew emerge from his shell and discover that sometimes you have to risk everything for the person you love - as he...",comedy
the incredibles,"From the Academy Award-winning creators of ""Toy Story,"" ""Monsters, Inc."" and ""Finding Nemo,"" comes this hilarious action-packed animated adventure about superheroes. Bob Parr used to be one of the world's greatest superheroes (known to all as ""Mr. Incredible""), saving lives and fighting evil on a daily basis. But now fifteen years later, Bob and his wife (a famous superhero in her own right) have adopted civilian identities and retreated to the suburbs to live normal lives with their three...",animation
the perfect score,"A group of seven high school seniors, made up of two girls (Johansson and Christensen) and five boys (Evans, Nam and three others), decide to break into the Princeton Testing Center, so they can steal the answers to their upcoming SAT tests and all get perfect scores.",comedy
the punisher,"""The Punisher"" tells the story of FBI undercover agent, Frank Castle, who until now has beat considerable odds. A former Special Forces operative, he is finally moving out of the field and into a desk job -- and a normal life with his wife and son. Then Castle's world is shaken to its core by a nightmare he has longed feared: his family is executed as a repercussion from his final undercover assignment. With unparalleled intensity, ferocious intelligence and fearless actions, Castle seeks to...",action
kill bill vol. 2,"The second film in the two-part ""Kill Bill"" series, the first being Kill Bill: Volume 1. Uma Thurman is going to ""Kill Bill,"" in Quentin Tarantino's latest film about a former assassin betrayed by her boss, Bill (Carradine). Four years after surviving a bullet in the head, the bride (Thurman) emerges from a coma and swears revenge on her former master and his deadly squad of international assassins, played by Lucy Liu, Daryl Hannah, Vivica A. Fox and Michael Madsen.",action
van helsing,"Set in the late 19th century, monster hunter Dr. Abraham Van Helsing (Jackman) is summoned to a mysterious land in East Europe to vanquish evil forces... evil forces with names like Count Dracula (Roxburgh), the Wolf Man (Kemp), and Frankenstein's Monster (Hensley). Assisting him once he gets there is Anna (Beckinsale), the heir of a long-running family committed to hunting down and destroying Dracula. (Anaya, Colloca and Maran play Dracula's brides; Wenham plays a friar, Carl, who escorts Van...",action
shaun of the dead,"An everyday tale of life, love and the living dead which centers on a group of friends who encounter a literal night from hell at their local pub resulting in a zombie holocaust.",comedy
napoleon dynamite,"From Preston, Idaho comes Napoleon Dynamite (Heder), a new kind of hero complete with a tight red 'fro, some sweet moon boots, and skills that can't be topped. Napoleon lives with his Grandma (Martin) and his 30-year-old, unemployed brother Kip (Ruell), who spends his days looking for love in internet chat rooms. When Grandma hits the road on her quad runner, Napoleon and Kip's meddling Uncle Rico (Gries) comes to town to stay with them and ruin their lives. Napoleon is left to his own devices...",comedy
crash,"A provocative, unflinching look at the complexities of racial conflict in America, CRASH is that rare cinematic event - a film that challenges audiences to question their own prejudices. Diving headlong into the diverse melting pot of post-9/11 Los Angeles, this compelling urban drama tracks the volatile intersections of a multi-ethnic cast, examining fear and bigotry from multiple perspectives as characters careen in and out of one another’s lives. No one is safe in the battle zones of...",drama
chasing liberty,"Budding teenage beauty Anna Foster (Moore) wants the American dream: life and liberty to pursue happiness. But as the only child of the President of the United States, every detail of Anna's life is constantly monitored by the media, the public and her very protective parents ",comedy
dawn of the dead,"A mysterious plague causes the newly dead to rise from their graves and begin to eat the living in this horror remake, starring Ving Rhames and Sarah Polley. During the ruckus caused by all the zombies walking about, a group of humans takes refuge in a shopping mall. Polley plays a young nurse, and Rhames stars as Kenneth, a mall cop.",action
50 first dates,"50 First Dates, a romantic comedy set in Hawaii, stars Adam Sandler as Henry, an arctic wildlife vet, and Drew Barrymore as Lucy, a young woman with a unique memory disorder. Henry has been spending his spare time breaking the hearts of female tourists, while Lucy has been waking up every morning thinking it's Sunday - of last year. Once they meet, Henry sets out to win her love - everyday.",comedy
spider-man 2,"Two years have passed, and the mild-mannered Peter Parker faces new challenges as he struggles with ""the gift and the curse,"" desperately trying to balance his dual identities as the web-slinging superhero Spider-Man and his life as a college student. Tormented by his secrets, Peter finds that his relationships with all those he holds dear are in danger of unraveling. His life-long yearning for M.J. (Kirsten Dunst) becomes even stronger as he fights the impulse to reveal his secret life and...",action
the day after tomorrow,"What if we are on the brink of a new Ice Age? This is the question that haunts climatologist Jack Hall (Dennis Quaid). Hall’s research indicates that global warming could trigger an abrupt and catastrophic shift in the planet’s climate. The ice cores that he’s drilled in Antarctica show that it happened before, ten thousand years ago. And now he’s warning officials that it could happen again if they don’t act soon. But his warning comes too late.It all begins when Hall witnesses a...",action
andrew lloyd webber's the phantom of the opera,"Andrew Lloyd Webber's The Phantom of the Opera tells the story of a disfigured musical genius (Gerard Butler) who haunts the catacombs beneath the Paris Opera, waging a reign of terror over its occupants. When he falls fatally in love with the lovely Christine (Emmy Rossum), the Phantom devotes himself to creating a new star for the Opera, exerting a strange sense of control over the young soprano as he nurtures her extraordinary talents.",drama
the butterfly effect,"Some people want to forget the past. Others want to change it. Ashton Kutcher (Just Married) stars as Evan Treborn, who ties his emotional scars in adulthood to the frequent blackouts he had as a child. As he begins to unravel intensely personal truths about his childhood circle of friends, Evan decides to risk everything in a bold attempt to change the past, hoping to save the people he loves even if it means destroying everything he knows.",scifi
closer,"Academy Award-winning director Mike Nichols follows the triumphant ""Angels in America"" with Closer. A bitingly funny and honest look at modern relationships, Closer is the story of four strangers (Julia Roberts, Jude Law, Natalie Portman and Clive Owen) -- their chance meetings, instant attractions and casual betrayals.Set in contemporary London, Closer is funny and powerful, and reminiscent of such Nichols’ classics as Who's Afraid of Virginia Woolf and Carnal Knowledge.",drama
the machinist,"Trevor Reznik, a machinist, has lost the ability to sleep. But this is no ordinary insomnia. Trevor has not slept in a year. Fatigue has led to a shocking deterioration of his physical and mental health. Suspicious of his appearance, Trevor’s co-workers first shy away from him, then turn against him after he’s involved in a shop accident that costs a man his arm. They blame Trevor for the accident. He has become a liability to himself and others, and now they want him out. Plagued with...",drama
howl's moving castle,"Academy Award®-winning director Hayao Miyazaki (""Spirited Away"") takes moviegoers on an amazing new animated adventure that celebrates the power of love to transform and the resiliency of the human spirit in the face of adversity. Brimming with a blend of imagination, humor, action, and romance, ""Howl's Moving Castle"" recently played to great acclaim at the 2004 Venice Film Festival, and has become one of the biggest blockbusters of all time in Japan – earning more than $193 million at the...",animation
national treasure,"The film is a caper story about a secret code in the U.S. Constitution that reveals the whereabouts of a treasure buried during the 1700s. Cage plays an archaeologist-historian on the hunt for the treasure, with Bartha playing Riley Poole, the best friend of Cage's character. Diane Kruger also stars as a Smithsonian Museum worker.",action
anchorman: the legend of ron burgundy,"Will Ferrell stars as Ron Burgundy, the top-rated anchorman in San Diego in the '70s. When feminism marches into the newsroom in the form of ambitious newswoman Veronica Corningstone (Applegate), Ron is willing to play along at first-as long as Veronica stays in her place, covering cat fashion shows, cooking, and other ""female"" interests. But when Veronica refuses to settle for being eye candy and steps behind the news desk, it's more than a battle between two perfectly coiffed...",comedy
the village,"In M. Night Shyamalan's ""The Village,"" the Academy Award-nominated filmmaker, who brought you ""The Sixth Sense"" and ""Signs,"" assembles an all-star cast, including Joaquin Phoenix and Sigourney Weaver and Academy Award-winners Adrien Brody and William Hurt, to bring to the screen the thrilling tale of an isolated village confronting the astonishing truth that lies just outside its borders. At first glance, this village seems picture perfect, but this close-knit community lives with the...",drama
shrek 2,"After returning from their honeymoon and showing ""home movies"" to their friends, Shrek and Fiona learn Fiona's parents have heard their daughter has married her true love and wish to meet the husband and invite him to their kingdom, called Far Far Away. The catch? Fiona's parents are unaware of the curse that struck their daughter and assumed she married Prince Charming so are a bit shocked to learn thier son-in-law is a 700-pound ogre with horrible hygeine and a talking donkey.",animation
eurotrip,"Have you ever pressed ""Send"" on an email and immediately wished you could get it back? Scotty Thomas (Scott Mechlowicz) and his Berlin-based computer pen pal Mieke (Jessica Boehrs) have been writing each other for years, sharing every detail of their lives. When Mieke makes a cyber pass at Scotty, he completely freaks out, thinking that this guy he's known for years is coming on to him ... in German no less. Too bad the the one detail Scotty doesn't seem to know is that, in Germany, Mieke is a...",adventure
man on fire,"Oscar winner Denzel Washington stars as a government operative / soldier of fortune, who has pretty much given up on life. In Mexico City, he reluctantly agrees to take a job to protect a child (Dakota Fanning) whose parents are threatened by a wave of kidnappings. He eventually becomes close to the child and their relationship reawakens and rekindles his spirit. When she is abducted, his fiery rage is unleashed on those he feels responsible, and he stops at nothing to save her.",action
9 songs,"""9 Songs"" is a cinema-verite love story, a tale of two lovers who go to indie rock concerts and well... have a lot of kinky sex. Cut together with actual concert footage and real sex melded together as the memories of the protagonist, while he flies over the Arctic on an expedition. The Bands: Franz Ferdinand, The Von Bondies, The Dandy Warhols, Black Rebel Motorcycle Club, Elbow, Super Furry Animals and more.",drama
the bourne supremacy,"When a Chinese vice-premier is executed by notorious assassin Jason Bourne, it causes serious trouble and hubbub in the CIA. Why? There is no ""Jason Bourne"", as that name is just a cover for CIA agent David Webb (Damon), so it appears that someone has taken the ""Bourne identity"" (get it?) away from him, creating a diplomatic crisis between the U.S.A. and China. It's up to the real ""Bourne"" to find out who's behind this ruse, and hopefully return peace to the two nations before they go to war...",action
king arthur,"Historians have thought for centuries that King Arthur was only a myth, but the legend was based on a real hero, torn between his private ambitions and his public sense of duty. A reluctant leader, Arthur (Owen) wishes only to leave Britain and return to the peace and stability of Rome. Before he can, one final mission leads him and his Knights of the Round Table - Lancelot, Galahad, Bors, Tristan, and Gawain - to the conclusion that when Rome is gone, Britain will need a leader to fill the...",action
blade: trinity,"Wesley Snipes returns as the day-walking vampire hunter in the explosive third and final film in the Blade franchise, Blade: Trinity. For years, Blade has fought against the vampires in the cover of night, with the world above unaware of the brutal ongoing war. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed – The Nightstalkers. Together with Abigail (Jessica...",action
sleepover,"In the summer before their freshman year in high school, Julie (Alexa Vega) has a slumber party with her best friends, Hannah, Yancy, and Farrah -- and they end up having the adventure of their lives. In attempt to cast off their less-than-cool reputations once and for all, Julie and her friends enter into an all-night scavenger hunt against their ""popular girl"" rivals. Hijacking dad's car, sneaking into clubs, evading Julie's mother, and even a first kiss -- anything is possible at Julie's...",comedy
lemony snicket's a series of unfortunate events,"Based on the bestselling book series by Daniel Handler, the ""Snicket"" saga revolves around a pint-sized trio of orphans named Sunny, Klaus and Violet who find themselves fobbed off on a series of odd people, including Lemony Snicket, who narrates each of what has grown to a series of eight books since Handler debuted the first title in 1999. The recurring bad guy is a distant family relative named Count Olaf, who initially takes in the kids but clearly is trying to separate them from a family...",adventure
alexander,"""Alexander,"" Oliver Stone's sweeping historical saga that charts the life and legend of one of the greatest figures in world history. The story is an epic that is as daring and ambitious as its subject, a relentless conqueror who by the age of 32 had amassed the greatest empire the world had ever seen. Past and present collide to form the puzzle of the protagonist, a tapestry of triumphs and tragedies in which childhood memories and Alexander's rise to power unfold side by side with the later...",action
"i, robot","Will Smith stars in this action thriller inspired by the classic short story collection by Isaac Asimov, and brought to the big screen by dynamic and visionary director Alex Proyas (""Dark City,"" ""The Crow""). In the year 2035, robots are an everyday household item, and everyone trusts them, except one, slightly paranoid detective (Smith) investigating what he alone believes is a crime perpetrated by a robot. The case leads him to discover a far more frightening threat to the human race. ""I,...",action
kung fu hustle,"Set in Canton, China in the 1940s, the story revolves around a hapless wannabe gangster who aspires to become a member of the notorious ""Axe Gang."" Other characters include an obnoxious landlady and her apparently frail husband who exhibit extraordinary powers in defending their turf.Set amid the chaos of pre-revolutionary China, small time thief, Sing, aspires to be one of the sophisticated and ruthless Axe Gang whose underworld activities overshadow the city. Stumbling across a crowded...",action
the life aquatic with steve zissou,"Internationally famous oceanographer Steve Zissou (Bill Murray) and his crew -- Team Zissou -- set sail on an expedition to hunt down the mysterious, elusive, possibly non-existant Jaguar Shark that killed Zissou's partner during the documentary filming of their latest adventure. They are joined on their voyage by a young airline co-pilot who may or may not be Zissou's son (Owen Wilson), a beautiful journalist (Cate Blanchett) assigned to write a profile of Zissou, and Zissou's estranged wife...",adventure
sideways,"Miles Faymond, a failed writer who teaches junior high school english takes his best friend, former hot actor Jack on a weeklong drive up to 'wine country' in California. There they explore the nature of their failures and question their relationships. Jack, about to get married, has an affair and wonders whether he should call it off. Miles, recently divorced, questions whether or not he made the right choice.",comedy
the princess diaries 2: royal engagement,"In 'The Princess Diaries 2', Mia Thermopolis is now a high school graduate and on her way to Genovia to take up her duties as princess (contrary to what was presented at the end of the first film, Mia does not leave her home for a few more years). Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the...",comedy
the terminal,"""The Terminal"" tells the story of Viktor Navorski (Tom Hanks), a visitor to New York from Eastern Europe, whose homeland erupts in a fiery coup while he is in the air en route to America. Stranded at Kennedy Airport with a passport from nowhere, he is unauthorized to actually enter the United States and must improvise his days and nights in the terminal’s international transit lounge until the war at home is over. As the weeks and months stretch on, Viktor finds the compressed universe of the...",comedy
shark tale,"The sea underworld is shaken up when the son of the shark mob boss is found dead and a young fish named Oscar is found at the scene. Being a bottom feeder, Oscar takes advantage of the situation and makes himself look like he killed the finned mobster. Oscar soon comes to realize that his claim may have serious consequences.",animation
starsky & hutch,"In Starsky & Hutch, the origins of the charismatic crime-fighting duo David Starsky and Ken ""Hutch"" Hutchinson are explored when these undercover Bay City detectives are partnered for their very first assignment. Ben Stiller plays the tightly wound Detective David Starsky who is thrown together with Owen Wilso's easygoing Detective Ken Hutchinson on a high-stakes case. Platinum-selling rapper and actor Snoop Dogg plays their savvy street informant Huggy Bear. Vince Vaughn also joins the cast as...",comedy
scooby doo 2: monsters unleashed,"In Scooby-Doo 2: Monsters Unleashed, Scooby and the gang confront an anonymous masked villain who is plotting to take over the city of Coolsville by wreaking mayhem with a monster machine that creates Mystery Inc.'s classic foes like The Pterodactyl Ghost, The Black Knight Ghost and The 10,000 Volt Ghost. Meanwhile, the gang's detecting abilities are scrutinized by relentless reporter Heather Jasper-Howe (Alicia Silverstone), aided by museum curator Patrick Wisely (Seth Green) and thwarted by...",action
cellular,"A man recieves a random call on his cell phone, only to answer it and have a woman tell him she's been kidnapped, and she's going to be killed soon. The kidnappers have also gone after her husband and son, she tells the man. She needs serious help, but there's a problem ? she has no idea where she is. Cell phone batteries don't last forever, so the race is on.",action
