title,plot,genre
the lord of the rings: fellowship of the ring,"The Lord of the Rings collectively tells the story of Frodo Baggins, a Hobbit who battles against the Dark Lord Sauron to save his world, Middle-earth, from the grip of evil. In the trilogy of films, The Fellowship of the Ring, The Two Towers and The Return of the King, Frodo and his Fellowship of friends and allies embark on a desperate journey to rid the earth of the source of Sauron's greatest strength, the One Ring -- a ring that has the power to enslave the inhabitants of Middle-earth. The...",action
harry potter and the sorcerer's stone,"Based on the popular first book of the series by J.K. Rowling, in the normal human world--the world of ""Muggles""--Harry is a nobody, treated like dirt by the aunt and uncle who begrudgingly inherited him when his parents were killed by the evil Voldemort. A mysterious letter, delivered by the friendly giant Hagrid, wrenches Harry from his dreary, Muggle-ridden existence. It is an acceptance letter to the Hogwarts School of Witchcraft and Wizardry. Soon enough, Harry finds himself at Hogwarts...",adventure
not another teen movie,"Not Another Teen Movie relentlessly spoofs the American Pie-style teen movie, skewering all the typical formulas of the genre, from the naked foreign-exchange student to the group of desperate virgins, to what Scary Movie did to horror films like Scream, which was itself a spoof.",comedy
black hawk down,"This film is based on the novel Black Hawk Down: A Story of Modern War, by Mark Bowden, which tells the true story of the Oct. 3, 1993, Battle of Mogadishu during the Somalian Civil War. This battle was the longest sustained ground attack involving American soldiers since the Vietnam War. The mission to abduct two of Somalian warlord Mohamed Farrah Aidid's lieutenants was designed to take 60 minutes but ended up lasting 15 hours. The attack resulted in two UH-60 Black Hawk helicopters being...",drama
legally blonde,"Blonde is the story of a young woman who is dumped when her boyfriend decides to go to law school at Harvard and thinks he needs to find a girlfriend who is more acceptable for his new status. Determined to show him that she has brains and not just looks, she starts law school too and is eventually called on to represent a Beverly Hills murder suspect.",comedy
baby boy,"John Singleton's latest project is not a sequel to his 1991 film Boyz N the Hood, but it will focus on some of the same themes: Jody, a young black man who mooches off his mom for years and avoids taking care of his child, finally grows up and learns responsibility.",comedy
spirited away,"In this traditional Japanese anime film, a young girl is taken away to an inhuman world inhabited by strange spirits. Her slovenly parents are turned into pigs, and she is faced with the task of turning them back to human form and finding her way home.",animation
the fast and the furious,"Loosely based on a Vibe magazine article, the movie is set in Los Angeles, where street youth gangs adapt Japanese sports cars into muscle cars and race them illegally. The two main plots of the movie are a Romeo and Juliet scenario about lovers from rival gangs and an undercover investigation of the highjacking ring.",action
donnie darko,"Some may think that Donnie Darko is a typical maladjusted teenager. Actually, Donnie is borderline delusional, beset by visions of a monstrous rabbit, which is trying to keep him under its sinister influence. Prompted by this apparition, Donnie commits antisocial acts while he is undergoing psychotherapy, surviving the vagaries of high-school life and romance, and fortuitously escaping a bizarre death from a falling jet engine. Donnie battles his demons, literally and figuratively, in a series...",drama
a knight's tale,"After his Master dies unexpectedly, a Medieval squire, William (Ledger), decides to try jousting and hits the road with a couple of friends. On the way they run into an unknown writer named Chaucer who agrees to forge genealogy papers to provide William with a fresh history that will pass him off as a knight. With an acceptable pedigree now in hand, the young squire sets out to prove himself at the country's jousting competition. And, of course, he finds time to be chivalrous on the way.",action
