title,plot,genre
on her majesty's secret service,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.",action
easy rider,Easy Rider is the classic cult film from the 1960’s. A road movie that embodies the feeling of being a hippie as two friends head cross-country to Mardi Gras. A controversial period film by Dennis Hopper and Peter Fonda with some classic music from a generation of wanderers.,drama
butch cassidy and the sundance kid,"This revisionist Western comedy, which served as the prototype of the buddy film for years to come, stars Paul Newman and Robert Redford as Butch Cassidy and the Sundance Kid, respectively. At the turn of the 20th century, the twosome have become notorious for the skill with which they rob banks and trains--with the help of the Hole in the Wall gang. But their last few jobs have been botched, and after Butch and Sundance return from a brief vacation, Harvey Logan (Ted Cassidy) challenges...",adventure
midnight cowboy,"A ""cowboy,"" Joe Buck, moves to New York City from Texas to make his fortune as a hustler servicing rich Park Avenue women. Shortly after arriving, he is hustled by homeless con man Ratzo Rizzo, who had said he would manage him for a $20 fee. Bent on getting his money back, Buck finds the rapidly deteriorating Rizzo, ends up feeling sorry for him, and moving into Rizzo's room in an abandoned building to care for him. The two remain hopeful of striking it rich with Rizzo managing Buck's career,...",drama
sweet charity,"Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands, and Hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it.",comedy
true grit,"A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn young woman track down her father's murderer in Indian territory.",adventure
the italian job,"Charlie 's got a 'job' to do. Having just left prison he finds one his of friends has attempted a high risk job in Italy, right under the nose of the mafia. Charlie's friend doesn't get very far, so Charlie takes over the 'job'. Using three Mini Coopers, a couple of Jaguars and a bus, he hopes to bring Torino to a standstill, steal a fortune in gold and escape in the chaos.",action
hello dolly!,"A matchmaker named Dolly Levi takes a trip to Yonkers, New York to see the ""well-known unmarried half-a-millionaire,"" Horace Vandergelder. While there, she convinces him, his two stock clerks and his niece and her beau to go to New York City. In New York, she fixes Vandergelder's clerks up with the woman Vandergelder had been courting, and her shop assistant.",comedy
women in love,"The battle of the sexes and relationships among the elite of Britian's industrial Midlands in the 1920s. Gerald Crich and Rupert Berkin are best friends who fall in love with a pair of sisters Gudrun, a sculptress and Ursula Brangwen, a schoolteacher. Rupert marries Ursula, Gerald begins a love affair with Gudrun, and the foursome embarks upon a Swiss honeymoon. But the relationships take markedly different directions, as Russell explores the nature of commitment and love. Rupert and Ursula...",drama
battle of britain,"In 1940, the Royal Air Force fights a desperate battle against the might of the Luftwaffe for control of the skies over Britain, thus preventing the Nazi invasion of Britain.",action
mackenna's gold,"The gangster Colorado kidnaps Marshal McKenna. He believes that McKenna has seen a map which leads to a rich vein of gold in the mountains and forces him to show him the way. But they're not the only ones who're after the gold; soon they meet a group of ""honorable"" citizens and the cavalry crosses their way too - and that is even before they enter Indian territory.",romance
fellini satyricon,"Film is loosely based on Petronius's work, Satyricon, a series of bawdy and satirical episodes written during the reign of the emperor Nero and set in imperial Rome.",drama
paint your wagon,"A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnapping six prostitutes, and turning their mining camp into a boom town. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining.",comedy
the bridge at remagen,"In March of 1945, as the War in Europe is coming to a close, fighting erupts between German and American troops at the last remaining bridgehead across the Rhine.",action
the battle of neretva,"In January 1943 the German army, afraid of an Allied invasion of the Balkans, launched a great offensive against Yugoslav Partisans in Western Bosnia. The only way out for the Partisan forces and thousands of refugees was the bridge on the river Neretva.",drama
army of shadows,"France, 1942, during the occupation. Philippe Gerbier, a civil engineer, is one of the French Resistance's chiefs. Given away by a traitor, he is interned in a camp. He manages to escape, and joins his network at Marseilles, where he makes the traitor be executed...",drama
the magic christian,"Sir Guy Grand, the richest man in the world, adopts a homeless boy, Youngman. Together, they set out to prove that anyone--and anything--can be bought with money.",comedy
la caduta degli dei (götterdämmmerung),"In the early days of Nazi Germany, a powerful noble family must adjust to life under the new dictatorship regime. The transition from democracy to dictatorship is thus dramatized through the lives of the family which also owns a powerful German industrial firm. Through such characters as a German Baron, a child molester, a Nazi Storm Trooper, an innocent man framed for murder, and a Captain in the German SS, ""Damned"" thus shows how so called ""German Upper Class Nobility"" first resented Adolf...",drama
alice's restaurant,"Alice's Restaurant is a 1969 movie adapted from a song by Arlo Guthrie. The song is Arlo Guthrie's most famous work, a talking blues based on a true story that began on Thanksgiving Day 1965. The movie reproduces the events of the song, in addition to other scenes.",comedy
bob & carol & ted & alice,"Couples Bob & Carol Sanders and Ted & Alice Henderson are best friends. After attending a weekend self-help self-discovery session, Bob and Carol feel newly enlightened, and want their friends, Ted and Alice, to feel the same way.",comedy
cactus flower,"A dentist pretends to be married to avoid commitment, but when he falls for his girlfriend and proposes, he must recruit his lovelorn nurse to pose as his wife.",comedy
that cold day in the park,"A rich but lonely woman, Frances Austen, one day invites a boy from a nearby park to her apartment and offers to let him live there.",drama
"""star trek"" the way to eden"," The Enterprise is ordered to pursue a group of anti-establishment idealists who have stolen a space cruiser and made off for the mythical planet Eden. When the group pushes their stolen ship beyond its limits, the Enterprise is forced to rescue them by transporting them aboard. This merry band of space-hippies includes an insane leader (Dr. Sevrin), an academy drop-out and former love interest of Chekov (Irina), and the son of a Catullan ambassador (Tongo Rad). With the Federation undergoing...",action
"""the saint"" vendetta for the saint: part 1"," Templar is having a drink at a bar in Naples when he witnesses a mêlée between two of the customers. It appears that one of them has mistaken the other for an old colleague. Templar's suspicions are raised the next morning when he reads in the newspapers that one of the men has been murdered. He begins to investigate only to find himself thrown into the world of the Sicilian Mafia, and that few people are willing to help him. Written by Sebastian Tombs...",action
100 rifles," Reynolds plays Yaqui Joe, an Indian who robs a bank in order to buy guns for his people who are being savagely repressed by the government. Set in turn of the century Mexico, it tells the story of his flight into Mexico and his pursuit by an American lawman. They eventually become allies and team up with Welch to take up the cause of the Indians. Written by Fryingham ",adventure
12 + 1," Mario, a young philanderer, receives 13 antique chairs in a bad state by inheritance and decides to sell off them to get some money. Afterwards he gets to know that one of them contains documents worth a lot of money. So he begins an adventurous trip to regain possession of the chair. On the way he meets many strange people who would like to help or to swindle him. Written by Adalberto Fornario ",comedy
99 women,"Jesus Franco's campy women's prison film is worthwhile for genre devotees primarily due to an outstanding cast. Mercedes McCambridge is unintentionally hilarious as sadistic lesbian warden Thelma Diaz, spitting tacky dialogue with exuberant venom in a performance so overbearing that it verges on classic. The plot is standard for the genre, as three women (Maria Rohm, Elisa Montes, Luciana Paluzzi) are sentenced to an island prison off the Panamanian coast, only to encounter torture, rape, and...",action
a boy named charlie brown,"Poor Charlie Brown. He can't fly a kite, and he always loses in baseball. Having his faults projected onto a screen by Lucy doesn't help him much either. Against the sage advice and taunting of the girls in his class, he volunteers for the class spelling bee...and wins!",animation
a dream of kings,"Drama - A powerful and touching drama set in Chicago's vibrant Greek- American community, A Dream of Kings benefits from the regal talent of Anthony Quinn in a role he was born to play: Matsoukos, a proud, earthy optimist, very much like his unforgettable stage and screen Zorba. Determined to take his ailing son with him to Greece, Matsukos would move all creation to secure the travel money, even risk the hard-earned respect and love he's won as a community counselor. - Anthony Quinn, Irene...",drama
a quiet week in the house,"A man, apparently on the run, takes shelter in a dilapidated house. Every day, he drills a hole through a wall and looks into one of the rooms, each time seeing a different surreal vision...  - Written byMichael Brooke <[email protected]> ",animation
a tanú,"Known as the best satire about communism, banned for over a decade in Hungary. 'The Witness' has become a cult classic, well received by critics and general audiences when it was finally released outside of Hungary. 'The Witness' takes place during the height of the Rákosi Era, which was closely modeled after the ruthless and brutal Stalin regime. The film follows the life of an ordinary dike keeper, József Pelikán, who has been caught for illegally slaughtering his pig, Dezsõ. Instead of...",drama
alfred the great,"While Old England is being ransacked by roving Danes in the 9th century, Alfred is planning to join the priesthood. But observing the rape of his land, he puts away his religious vows to take up arms against the invaders, leading the English Christians to fight for their country. Alfred soundly defeats the Danes and becomes a hero. But now, although Alfred still longs for the priesthood, he is torn between his passion for God and his lust for blood.",drama
all neat in black stockings,"A small comedy drama about the life and sex adventures of an amorous window cleaner, in the hip and swingin' London of the 60's.",comedy
an elephant called slowly," Bill and Ginny are invited by a naturalist friend to take care of his home in Africa while he is away, and they find themselves adopted by three orphan elephants. Written by ""Sirius"" <[email protected]> ",comedy
angel in my pocket,"The new minister in a small town faces the challenge of winning over its eccentric citizens. Director Alan Rafkin's 1969 film stars Andy Griffith, Lee Meriwether, Jerry Van Dyke, Kay Medford, Edgar Buchanan and Gary Collins.",comedy
anne of the thousand days,"Henry VIII of England discards one wife, Katharine of Aragon, who has failed to produce a male heir, in favor of the young and beautiful Anne Boleyn.",drama
bambi meets godzilla," Unaware of the big lizard's approach, the little deer happily munches on grass. Not until the end will we learn what shall result of their meeting. Written by Jean-Marc Rocher <[email protected]> ",animation
battle of the commandos," Irish Colonel Charlie McPhearson has just had his platoon of twenty-eight slaughtered by German troops. Angered at his superiors for this suicide mission, he takes convicts on his next, along with fornicating American explosives technician Major Burke, to defuse underwater mines so that a commando squado can prepare for a June 10 invasion to destroy a tank gun. Because Colonel Ackerman, whose troops killed his last platoon, is the leader of the platoon in charge of the gun, McPhearson insists...",action
