title,plot,genre
the caine mutiny,"When a US Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",drama
seven samurai,"A veteran samurai, who has fallen on hard times, answers a village's request for protection from bandits. He gathers 6 other samurai to help him, and they teach the townspeople how to defend themselves, and they supply the samurai with three small meals a day. The film culminates in a giant battle when 40 bandits attack the village.",action
creature from the black lagoon,"A scientific expedition searching for fossils along the Amazon River discover a prehistoric Gill-Man in the legendary Black Lagoon. The explorers capture the mysterious creature, but it breaks free. The Gill-Man returns to kidnap the lovely Kay, fiancée of one of the expedition, with whom it has fallen in love.",adventure
sabrina,A playboy becomes interested in the daughter of his family's chauffeur. But it's his more serious brother who would be the better man for her.,comedy
godzilla,"The original 1954 uncut Japanese version hits U.S. theaters. A 400-foot monster reptile with radioactive breath is revived, thanks to nuclear testing. It goes on a mad rampage, destroying Tokyo - how will they kill it?",drama
seven brides for seven brothers,"Things are different for the Pontipee men now that big brother Adam's fetched a bride and brought her to their cabin. Indeed, the unwed brothers are so inspired they raid the town and carry off brides of their own!",comedy
20000 leagues under the sea,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",adventure
the silver chalice,"A Greek artisan is commissioned to cast the cup of Christ in silver and sculpt around its rim the faces of the disciples and Jesus himself. He travels to Jerusalem and eventually to Rome to complete the task. Meanwhile, a nefarious interloper is trying to convince the crowds that he is the new Messiah by using nothing more than cheap parlor tricks.",drama
human desire,"Buckley, a railway worker, is fired from his job. He asks his wife to get his job back by talking to her former boss. When Buckley suspects she has done more than just talk, events spiral downwards.",drama
them!,Nuclear tests in the desert result in the growth of gigantic mutant ants who menace cities in the American south-west as a team of investigators and the army search for a way to control their spread in this Cold War-era monster film.,horror
animal farm,A successful farmyard revolution by the resident animals vs. the farmer goes horribly wrong when corrupt pigs hijack it for their personal gain.,animation
