title,plot,genre
"move over, darling","Exactly five years after his wife Ellen disappeared at sea, Nicholas marries Bianca and upon arriving at the same honeymoon spot he spent with Ellen, his ""missing"" wife shows up to try and stop the honeymoon from proceeding, to comedic results. ""Move Over, Darling"" starring Doris Day and James Garner is a remake of the 1940 comedy, ""My Favorite Wife,"" which starred Cary Grant and Irene Dunne.",comedy
from russia with love,"James Bond is back and on the loose in exotic Istanbul looking for a super-secret coding machine. He's involved with a beautiful Russian spy and has the SPECTRE organization after him, including villainess Rosa Klebb - she of the killer shoe. Lots of exciting escapes but not an over reliance on the gadgetry of the later films. The second James Bond feature, thought by many to be the best.",action
the birds,"Spoilt socialite and notorious practical joker Melanie Daniels is shopping in a San Francisco pet store when she meets Mitch Brenner. Mitch is looking to buy a pair of love birds for his young sister's birthday; he recognises Melanie but pretends to mistake her for an assistant. She decides to get her own back by buying the birds and driving up to the quiet coastal town of Bodega Bay, where Mitch spends his weekends with his sister and mother. Shortly after she arrives, Melanie is attacked by a...",horror
the great escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security ""escape-proof"" camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",adventure
mclintock!,"Cattle baron George Washington McLintock fights his wife, his daughter, and political land-grabbers, finally ""taming"" them all in this Western comedy with Taming of the Shrew overtones.",comedy
charade,"Audrey Hepburn stars as Reggie targeted by men for her murdered husbands fortune, Cary Grant plays Peter Joshua, a charming bachelor whom Reggie. With his help, Reggie tries to unravel the secrets to her husband's hidden fortune.",comedy
billy liar,"A lazy, irresponsible young clerk in provincial Northern England lives in his own fantasy world and makes emotionally immature decisions as he alienates friends and family",comedy
"it's a mad, mad, mad, mad world","After a long prison sentence Smiler Grogan is heading at high speed to a California park where he hid $350,000 from a job 15 years previously. He accidentally careers over a cliff in view of four cars whose occupants go down to help. The dying Grogan gives details of where the money is buried and when the witnesses fail to agree on sharing the cash, a crazy chase develops across the state.",action
8½,With 8 ½ Frederico Fellini leaves a self-portrait where dreams and reality are a mix. With help from a most excellent cast and unique scenery this self reflecting film is one of his master works.,drama
jason and the argonauts,"Jason, a fearless sailor and explorer, returns to his home land of Thessaly after a long voyage to claim his rightful throne. He learns, however, that he must first find the magical Golden Fleece. To do so, he must embark on an epic quest fraught with fantastic monsters and terrible perils.",adventure
soldier in the rain," Sentemental military comedy revolves around two contemporary army buddies, Master Sergeant Maxwell Slaughter (Jackie Gleason), a smooth operator, who supply Sergeant Eustis Clay (Steve McQueen) idolizes and hopes will join him as a civilian in a private business enterprise. Clay endeavors to be a player in the military, just like Slaughter, but it seems as though Clay still has a lot to learn from his mentor. They are joined by Tuesday Weld as a shrill dizzy blonde teenager named Bobby Jo...",comedy
lord of the flies,"Lord of the Flies is famed theater director Peter Brook’s daring translation of William Golding’s brilliant novel. The story of thirty English schoolboys stranded on an uncharted island at the start of the “next” war, Lord of the Flies is a seminal film of the New American Cinema and a fascinating anti-Hollywood experiment in location filmmaking. As the cast relived Golding’s frightening fable, Brook found the cinematic “evidence” of the author’s terrifying thesis: there is a...",adventure
the pink panther,"A French detective, Inspector Clouseau, is obsessed with the capture of a glamourous jewel thief known only as ""The Phantom"". A lead takes Clouseau to Switzerland and to Sir Charles, a rich English playboy. During the course of his investigations the most unexpected of persons becomes a strong suspect.",comedy
the sword in the stone,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",animation
il gattopardo,"One of Luchino Visconti's most ambitious works. Based on the acclaimed novel by Giuseppe Tomasi di Lampedusa. In the 1860s, a dying aristocracy struggles to maintain itself against a harsh Sicilian landscape. The film traces with a slow and deliberate rhythm the waning of the noble home of the Prince of Salina and the corresponding rise to eminence of the wealthy peasant Don Calogero Sedara.",drama
le mépris,Contempt / Le Mépris is a film about filmmaking. Godard’s Masterfully staged melodrama tells of a woman’s love for a middle-class lifestyle and how a film maker must buy it for her while at the same time working as a writer for the film ‘The Odyssey’ to be directed by Fritz Lang.,drama
the haunting,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity. With him are the skeptical young Luke, who stands to inherit the house, the mysterious and clairvoyant Theodora and the insecure Eleanor, whose psychic abilities make her feel somehow attuned to whatever spirits inhabit the old mansion. As time goes by it becomes obvious that they have gotten more than they bargained for as the ghostly...",horror
the terror,"Set in France, a young officer sees a young woman who mysteriously disappears into the sea. He finds himself in a house where a portrait of the woman hangs and they say she has been dead for twenty years.",horror
tystnaden,"Two sisters stop at a hotel in an unidentified European country on the brink of war or insurrection. The older, more cultured sister, Ester (Ingrid Thulin), who translates literature, is terminally ill, and her fear of death clouds her relationship with her younger, beautiful sister Anna (Gunnel Lindblom), who's depicted as the fleshly side of the spirit/flesh dichotomy. - from Wikipedia",drama
"ieri, oggi, domani","Stories about three very different women and the men they attract. Adelina sells black-market cigarettes in Naples, is married to the unemployed Carmine, and faces a jail sentence. She can avoid it as long as she's pregnant. Several years and seven children later, Carmine is exhausted, so jail looks inescapable as does her contempt for Carmine. In Milan, Anna drives a Rolls, is bored, and picks up a writer. She talks dreamily of running off with him until he dents her car; that gets her...",comedy
hud,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he...",drama
dementia 13,"Following the abrupt death of her husband from a heart attack, the scheming Louise Haloran travels to her in-laws estate in Ireland, only to find herself trapped in a creepy, decrepit castle with her ex-husband’s demented family.",horror
donovan's reef,"'Guns' Donovan prefers carousing with his pals Doc Dedham and 'Boats' Gilhooley, until Dedham's high-society daughter Amelia shows up in their South Seas paradise.",adventure
tom jones,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,adventure
"""the outer limits"" the hundred days of the dragon"," The election draws near and William Lyons Selby seems destined to win. Elsewhere, the communist nation of dictator Li Kwan has achieved a remarkable breakthrough: a serum that renders human flesh plastic. A simple injection and a process of molding allows an agent to quietly murder Selby and take his place! America has elected a spy to the highest office in that nation. Selby's daughter and his aide suspect all is not right, but have no idea what the real problem is. One thing seems...",fantasy
13 frightened girls," Thirteen girls in a Swiss boarding school, particularly one Candace Hull (""Kitten"", ""Candy""), stir up trouble on their vacation as they mess with the diplomatic affairs of their elders and get into serious trouble when a Russian spy is discovered murdered. Written by Robert B. DeSalvo <[email protected]> ",adventure
55 days at peking,"Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals.",drama
a child is waiting,"Dr. Matthew Clark is the head of a state institution for mentally retarded children. Jean Hansen, a former music teacher anxious to give her life some meaning, joins the staff of the hospital. Jean, who tries to shelter the children with her love, suspiciously regards Clark's stern training methods. She becomes emotionally involved with 12-year-old Reuben Widdicombe, who has been abandoned by his divorced parents.",drama
a gathering of eagles,"Rock Hudson plays an Air Force Colonel who has just been re-assigned as a cold war B-52 commander who must shape up his men to pass a grueling inspection that the previous commander had failed, and had been fired for. He is also recently married, and as a tough commanding officer doing whatever he has to do to shape his men up, his wife sees a side to him that she hadn't seen before.",drama
all the way home," In the early 1900's Tennessee, a loving family undergoes the shock of the father's sudden, accidental death. The widow and her young son must endure the heartache of life following the tragedy, but slowly rise up from the ashes to face the hope of renewed life. Written by Martin H. Booda <[email protected]> ",drama
alone on the pacific,"Kenichi Horie is determined to challenge his family, the law and the nature crossing the Pacific to America in a small sailboat. Despite his careful planning many unforeseen events will test his determination.  - Written byMelmoth ",adventure
an actor's revenge," While performing in a touring kabuki troupe, leading female impersonator Yukinojo comes across the three men who drove his parents to suicide twenty years earlier, and plans his revenge, firstly by seducing the daughter of one of them, secondly by ruining them... Written by Michael Brooke <[email protected]> ",drama
atragon,"The legendary empire of the lost continent of Mu reappears to threaten the world with domination. While countries unite to resist, an isolated World War II Captain has created the greatest warship ever seen, and possibly the surface world's only defense.",adventure
bay of angels,"Jean Fournier (Claude Mann) is a young bank employee who is encouraged by his friend Caron to take an interest in gambling. After winning money in a game of roulette, he decides to vacation in Nice, where he falls in love with Jackie (Jeanne Moreau), divorced and mother to a child she rarely visits. Though Jackie also enjoys Jean's company, she constantly warns him that her passion for gambling will always be greater. Jean becomes jealous of not having all of her attention and has mixed...",drama
beach party,"An anthropologist studies the wild dating and mating habits of Malibu teenagers. When his research backfires, he goes off with his assistant, a woman closer to his own age.",comedy
"because, because of a woman","A young man is a collector of feminine conquests. One morning, leaving one of his mistresses he is addressed by one of his past flirts. As revenge, she denounces him later to the police as the murderer of her fiance who was found dead the same morning. With the help of his mistresses and some new ones he makes on the road, the young man goes in search of the man he thinks is the killer, then his blond consort with whom he fell in love at the first sight the evening before. ...",comedy
black sabbath,"Black Sabbath is a 1963 Italian horror film directed by Mario Bava. Boris Karloff, in addition to appearing in the linking passages, has a role in ""The Wurdalak"" segment (based on a story by Aleksey Konstantinovich Tolstoy). The film comprises three horror stories, the others being ""The Drop of Water"" and ""The Telephone.""",horror
black zoo,"The most savage animal in a garden of beasts, animal-worship cultist and private zoo owner Michael Conrad (Michael Gough) has trained his lions well, siccing the big cats on any fool who dares get in his way. First it was a snoopy secretary, then a scheming realtor (Jerome Cowan). But only when his unhappy wife (Jeanne Cooper) runs off with his beloved chimps does Conrad unleash his inner beast, and the fur really flies. Shot by Academy Award®-winning* cinematographer Floyd Crosby on a...",horror
blood feast,"The film starts out incredibly in a beautiful Gothic castle in Germany. As little girls, Kitty Wildenbrück and her sister Evelyn have been fighting when their grandfather tells them the story behind an incredibly uncanny painting: Legend has it that a fiendish Red Lady is to return to the castle every hundred years and kill seven people. Fourteen years later, Kitty (Barbara Bouchet) has become a successful fashion photographer. Suddenly, people begin to get murdered...",horror
bluff master,"Ashok (played by Shammi Kapoor), is on a lookout for a job. But that does not stop him from putting on airs and bluffing, pretending that he is from a rich family. As luck would have it, he get a job of a photographer for a fictitious tabloid - Bhukump, only to lose it, because he had the misfortune to click the photograph of the owner's daughter Seema (played by Saira Banu) slapping an eve teaser. Never one to give up, he somehow meets her and convinces her of his good intentions. When she...",romance
bring me the vampire,"A group of would-be beneficiaries gather for the reading of a will, and discover that they must spend the night in a spooky castle to gain their inheritance. A spooky housekeeper and a man who seems to be a vampire are just two of the obstacles that might deter them.",horror
call me bwana,"Bob Hope stars as wisecrack Matt Merriwether, a phony explorer who promotes himself as an expert on the Dark Continent by basing his African ""specialization"" on secret diaries left by his uncle. Based on his alleged expert knowledge of the uncharted locale, Merriwether accepts an assignment to recover an American space capsule that has crashed in the area. Equipped only with a suicide kit and ""security agent"" Frederica Larsen, this intrepid pathfinder must complete his mission with Russian...",comedy
captain sindbad,"After completing his voyages Sindbad the Sailor and his hearty crew have come home to find a palace coup d'etat has occurred and his home city is being run by a brutal dictator played by Pedro Armendariz. He's got designs on the beautiful young princess, Heidi Bruhl both lustful and political.",action
carry on cabby," Speedee Taxis is a great success, which means its workaholic owner Charlie starts neglecting Peggy, his wife. Suddenly a fleet of rival taxis appears from nowhere and start pinching all the fares. The rivals are Glamcabs, and they have a secret weapon. All their drivers are very attractive women! Who's behind Glamcabs? It's open warfare and only one fleet can survive! Written by Simon N. McIntosh-Smith <[email protected]> ",adventure
carry on jack," This is the tale of Albert Poop-Decker, a newly commissioned Midshipman (although he took 8 1/2 years to qualify). He joins the frigate Venus, and adventures through Spanish waters, mutinee and Pirates taking his Captain, his sweet-heart and his best-friend with him! With mistaken identities and shipwrecks awash, it's a surprise any of them live to tell the tale! Written by Simon N. McIntosh-Smith <[email protected]> ",adventure
come blow your horn," Leaving home, young Buddy Baker arrives unannounced at the luxurious Manhattan apartment of his older brother, Alan, a swinging girl chasing bachelor who prefers his carefree life to working in the family business. Pleased at his brother's show of independence, Alan introduces him to New York night life. Their father is unhappy at Alan's mentoring and the loss of an important account. Buddy is so successful that he soon takes over his brother's liquor cabinet and his girl...",comedy
critic's choice,Bob Hope is a New York theater critic and his wife (Lucille Ball in their final motion picture pairing) writes a play that may or may not be very good. Now Hope must either get out of reviewing the play or cause the breakup of his marriage. Based on the Broadway play by Ira Levin.,comedy
cry of battle,"During World War II, the spoiled son of a wealthy businessman finds himself involved in the guerrilla movement fighting against the Japanese, and finds romance and adventure.",action
dead birds,"The film's title is borrowed from a Dani fable that Gardner recounts in voice-over. The Dani people, whom Gardner identifies mysteriously as ""a mountain people,"" believe that there was once a great race between a bird and a snake, which was to determine the lives of human beings. Should men shed their skins and live forever like snakes, or die like birds? The bird won the race, dictating that man must die. The film's plot revolves around two characters, Weyak and Pua. Weyak is a warrior who...",horror
del rosa al amarillo," As the title of the film indicates, this film starts with pink - a story about a teenage boy who falls in love with a girl of his very same age but more mature, and goes on to yellow, the love between two elders that are not allowed to see each other. Written by Miguel A. Andrade <[email protected]> ",comedy
detective bureau 2-3: go to hell bastards,"This 1963 picture stars Jo Shishido as Tajima, a private detective in charge of his own company, Detective Bureau 2-3. When warring criminal gangs go overboard by robbing U.S. military munitions, Tajima steps in to stop what the cops can't. Knowing that the various factions will be gunning for Manabe, a possible stoolie picked up at the heist, as soon as he's released from jail, Tajima convinces the cops to build him a cover story and sets up a daring rescue to prove he's hardcore. When one...",action
diamond head," Rich Hawaiian pineapple grower and US Senatorial candidate Richard Howland tries to control everything and everyone around him, including his headstrong sister, Slone. Howland learns the hard way that money and power cannot buy love and happiness. Written by Marinelle K. Szenasy ",drama
diary of a madman,"Simon Cordier, a French magistrate and amateur sculptor comes into contact with a malevolent entity. The invisible - yet corporeal - being, called a ""horla"" is capable of limited psychokinesis and complete mind control.",horror
dinner for one," A very old woman wants to have dinner with her friends. As they are all dead, the butler has to play the role of every guest. He does a very good job, but wine can get you easily drunk, when you're drinking it for six people! Written by A. Jenneskens <[email protected]> ",comedy
doctor in distress,"""Doctor in Distress"" is the fifth of the seven films in the ""Doctor"" series, and focuses on Sir Lancelot Spratt, Simon Sparrow's old teacher and sometimes nemesis. When the eternal bachelor Sir Lancelot injures his back and falls in love with his physiotherapist Iris Marchant, he becomes very distressed and turns to Simon for help. Simon, who now is a senior doctor at fictional Hampden Cross Hospital and hopelessly in love with aspiring actress Delia, sends him to a nature cure clinic in a...",comedy
el mundo sigue,"""El Mundo sigue"" is a drama that reflects the poverty and misery in which they lived the Spanish in the late 50s and early 60s. It manages to portray a realistic portrait of pathetic but society at the time. Adultery, envy, greed, violence, hunger and abuse of women are just some of the themes in the film, and reflect, at all times, this injustice in a world without mercy. And such is the rawness of the film, after seeing it, the viewer understands the appointment of Fray Luis de Granada's book...",drama
el verdugo,"An undertaker gets married to an old executioner's daughter and, although he doesn't like it, must continue the profession of his father-in-law after his retirement.",drama
flaming creatures,"Filmmaker and artist Jack Smith described his own film as a “comedy set in a haunted movie studio.” Flaming Creatures begins humorously enough with several men and women, mostly of indeterminate gender, vamping it up in front of the camera and participating in a mock advertisement for an indelible, heart-shaped brand of lipstick. However, things take a dark, nightmarish turn when a transvestite chases, catches and begins molesting a woman. Soon, all of the titular “creatures”...",drama
