title,plot,genre
the man who laughs,"Gwynplaine, son of Lord Clancharlie, has a permanent smile carved on his face by the King, in revenge for Gwynplaine's father's treachery. Gwynplaine is adopted by a travelling showman and becomes a popular idol. He falls in love with the blind Dea. The king dies, and his evil jester tries to destroy or corrupt Gwynplaine.",drama
black gold,"Filmed entirely in the area of Tatums, Oklahoma, an all-black town: Oil has been discovered on the range-land nears Tatus, and all ranching had been abandoned to the drilling of wildcat oil-wells. Mart Ashton, owner of the Circle Bar Ranch, has also caught Black Gold Fever to the extent of using all his cash and selling his large herd of cattle to finance the cost of a drilling-rig and crew. On an adjoining tract, the Ohio Company brings in a well and Ashton is put in the position of drilling...",action
champagne,"Betty, rebellious daughter of a millionaire, decides to marry the pennyless Jean, against her father's will. She runs away to France and she starts living a life of luxury on the profits from her father's business. The rich man decides to put a stop to her behavior pretending his business crashed. Betty now has to find money by herself and she gets a job in a night club.",comedy
do your duty,"While patrolling his New York City beat, Sgt. Tim Maloney is knocked out by the Dalton gang, which was about to pull a robbery when he came along. They pour a bottle of whiskey over his unconscious body, then commit the robbery. When Maloney wakes up, still groggy from being knocked out, he stumbles out into the street, and the combination of his grogginess and the smell of whiskey leads to him being charged with being drunk on duty. He must clear his name and bring the criminal gang to justice.",comedy
easy virtue," Larita Filton is named as correspondent in a scandalous divorce case. She escapes to France to rebuild her life where she meets John Whittaker. They are later married, but John's well-to-do family finds out Larita's secret. Written by Col Needham <[email protected]> ",romance
feel my pulse,"A rich but hypochondriac heiress inherits a sanitarium. What she doesn't know is that it is a front for bootleggers, and a hideout for criminals on the run from the law.",comedy
four sons,"A family saga in which three of a Bavarian widow's sons go to war for Germany and the fourth goes to America, Germany's eventual opponent.",drama
from soup to nuts," The newly rich Mrs. Culpepper, eager to make an impression in high society, has planned a big dinner party. Her husband is less than enthusiastic, and she herself has much to learn about society ways. But her worst problem is that the two special waiters whom she has hired turn out to be clumsy and inexperienced bumblers. Written by Snow Leopard ",comedy
homecoming," Following World War I, after a long imprisonment, two German prisoner-of-war soldiers escape from a Siberian lead-mine. Karl manages to reach Germany before Richard, and is sheltered by Anna, wife of Richard. While Richard is still on his homeward trek, Karl and Anna fall in love. And then Richard comes home. Written by Les Adams <[email protected]> ",drama
in old arizona,"Army Sergeant Mickey Dunn sets out in pursuit of the Cisco Kid, a notorious if kind-hearted and charismatic bandit of the Old West. The Kid spends much of his loot on Tonia, the woman he loves, not realizing that she is being unfaithful to him in his absence. Soon, with her oblivious paramour off plying his trade, Tonia falls in with Dunn, drawn by the allure of a substantial reward for the Kid's capture -- dead or alive. Together, they concoct a plan to ambush and do away with the Cisco Kid...",romance
moulin rouge,"An odd and tightly directed tale of a singer/dancer at the Moulin Rouge, who meets her daughter's fiance, only to have him fall obsessively in love with her and she with him. Alienation, betrayal and near tragedy result.",drama
