title,plot,genre
casablanca,"Humphrey Bogart plays Richard ""Rick"" Blaine, a cynical but good-hearted American whose caf� is the gathering place for everyone from the French Police to the black market to the Nazis. When his long-lost love, Ilsa (Ingrid Bergman), surfaces in Casablanca with her Resistance leader husband, Victor Laszlo (Paul Henreid), Rick is pulled into both a love triangle and a web of political intrigue. Ilsa and Victor need to escape from Casablanca, and Rick may be the only one who can help them....",drama
cat people,Sketch artist Irena Dubrovna (Simon) and American architect Oliver Reed (Smith) fall in love and marry after a brief courtship. But Irena believes that she suffers from an ancient curse and won't consummate the union for fear that she will turn into a panther compelled to kill her lover.,horror
bambi,"The animated story of Bambi, a young deer hailed as the 'Prince of the Forest' at his birth. As Bambi grows, he makes friends with the other animals of the forest, learns the skills needed to survive, and even finds love. One day, however, the hunters come, and Bambi must learn to be as brave as his father if he is to lead the other deer to safety.",animation
the magnificent ambersons,The Magnificent Ambersons is director Orson Welles’ second film which according to him is better than his first film Citizen Kane. The family saga tells the fate of the Amberson family.,drama
to be or not to be,"Ernst Lubitsch stretched the envelope of good taste to the breaking point and beyond with To Be Or Not To Be -- and, in the process, showed off the acting ability of Jack Benny and Carole Lombard to the best advantage that either of them ever had. Set in Warsaw, Poland during and after the German invasion of 1939, this comedy-drama mixed dedicated Nazis, ham actors, and earnest pilots and resistance fighters into a surprisingly (and, in 1942, uncomfortably) entertaining topical satire.",comedy
random harvest,"The film opens during the closing days of World War I. ""John Smith"" (Ronald Colman) is a British officer who was gassed and became shellshocked in the trenches. He is confined to an asylum because he has lost his memory and has trouble speaking. When the war ends, jubilation reigns in the nearby town of Melbridge and the gatekeepers abandon their posts to join the celebration. With no one to stop him, Smith simply wanders off.",drama
the spoilers,"In Nome, Alaska, miner Roy Glennister and his partner Dextry, financed by saloon entertainer Cherry Malotte, fight to save their gold claim from crooked commissioner Alexander McNamara.",drama
'neath brooklyn bridge," The East Side Kids find a young girl in the apartment of a man who has just been murdered. Believing her to be innocent, they hide her in their clubhouse while they try to find the real killer. The killer, however, used a baseball bat as his murder weapon, and the bat has the fingerprints of one of the gang on it. Written by [email protected] ",comedy
a man's world,"Somewhere beyond the shores of the United States on a small island, where men ask no questions, women reveal no past and spies neither receive nor expect any mercy, a giant Chromite plant is working full blast to supply the United Nations with the precious war-metal. This is the story of that mine and the people working it in a land the law forget, but the evil and devious Nazis remembered.",action
a night to remember,A woman rents a gloomy basement apartment in Greenwich Village thinking it will provide the perfect atmosphere for her mystery writer husband to create his next book. They soon find themselves in the middle of a real-life mystery when a corpse turns up in their apartment.,comedy
across the pacific,Bogart plays a U.S. officer of artillery who is court martialled in disgrace (in 1941) and who leaves the country. He gets a job offer in central America with a stop off in Panama. While there he discovers Japanese plot to attack the Panama Canal along with the Pearl Harbor attack.,action
