title,plot,genre
dirty harry,"When a madman dubbed the ""Scorpio Killer"" terrorizes San Francisco, hard-boiled cop Harry Callahan -- famous for his take-no-prisoners approach to law enforcement -- is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",action
willy wonka and the chocolate factory,"A wry and amusing musical about a world famous candymaker who hides five golden tickets in candy bars for five lucky children. Young, good-natured Charlie (Peter Ostrum) wins one of the tickets hidden amongst thousands of Wonka chocolate bars. What have Charlie and the other four kids won? A tour through Willy Wonka's chocolate factory, led by the loveable, eccentric, but often mean-spirited Wonka (Gene Wilder) himself. The factory itself is like a fantasy world: crazy color schemes, wild...",family
fiddler on the roof,"Film version of the stage musical, based on the stories of Sholom Aleichem. Tevye the Milkman is a Jewish peasant in pre-Revolutionary Russia, coping with the day-to-day problems of `shtetl' life, his Jewish traditions, his family (wife and daughters), and state-sanctioned pogroms.",drama
diamonds are forever,"After traveling the world in his quest to kill Blofeld, Bond returns triumphant, only to discover a case waiting for him: a large amount of diamonds has been stolen from the South African mines and two offbeat assassins are killing everyone in the smuggling ring one-by-one. Bond goes undercover as Peter Franks, diamond smuggler. What he discovers shocks him: the head of the smuggling ring is none other than Ernst Stavros Blofeld! Now, Bond must resist the wiles of a beautiful smuggler and...",action
straw dogs,"Dustin Hoffman plays a regular American mathematician, who gets into some trouble with local bullies. He is made fun of and then his wife is raped. When they attack his home, he fights back. His outbreak of violence is extreme.",drama
big jake,"John Wayne is Jacob McCandles, a rough-and-tumble rancher who's estranged from his wife (Maureen O'Hara). But when a cutthroat gang led by Richard Boone kidnaps his grandson, Big Jake gets the call to rescue him. Patrick Wayne (John Wayne's real-life son) and Chris Mitchum (Robert Mitchum's son) play Jake's grown boys, who accompany him on the long trek that can end only one way...",action
the devils,"A dramatised historical account of the rise and fall of Urbain Grandier, a 17th-century Roman Catholic priest accused of witchcraft following alleged demonic possessions of sexually repressed nuns.",drama
the french connection,"Alain Chanier is a dapper businessman from Marseilles, France, who is in reality a drug lord working on a big score - to sell $32 million worth of 89% pure heroin to New York City. But his potential buyer - small-time hood Salvatore Boca - is being tailed by two undercover NYC cops, James ""Popeye"" Doyle and Buddy ""Cloudy"" Russo.",action
the beguiled,"During the civil war, injured Yankee soldier, John McBurney is rescued on the verge of death by a teenage girl from a southern boarding school. She manages to get him back to the school, and at first the all-female staff and pupils are scared. As he starts to recover, one by one he charms them and the atmosphere becomes filled with jealousy and deceit.",drama
blood and lace,"After her prostitute mother and her john are beaten to death while they are asleep in bed, teen-aged Ellie Masters is sent to an isolated orphanage...",horror
harold and maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,comedy
carnal knowledge,"The film traces the sexual and emotional confusion of two men from their Amherst College days in the fifties through the Kennedy sixties, up to the Vietnam era.",drama
walkabout,"A teenage girl and her young brother are stranded in the Australian outback and are forced to cope on their own. They meet an Aborigine on ""walkabout"": a ritualistic banishment from his tribe",adventure
a fistful of dynamite,"Duck, You Sucker! (Italian: Giù la testa), also known as A Fistful of Dynamite and Once Upon a Time… the Revolution, is a 1971 Zapata Western film directed by Sergio Leone and starring Rod Steiger and James Coburn. It is the second part of a trilogy of epic Leone films including the previous Once Upon a Time in the West and the subsequent Once Upon a Time in America, released thirteen years later. The last western film directed by Leone, it is considered by some to be one of his most...",adventure
thx 1138,"In George Lucas’s fascinating feature debut (based on his short student film), the young director creates a futuristic, underground world in which bald, dronelike workers are forced to take drugs to regulate their moods and stifle their libidos. THX 1138 (Robert Duvall) and his mate, LUH 3417 (Maggie McOmie), are factory workers, building the robotic police that keep order in their stark world. The soundtrack to their lives is a news service that continually lists information about factory...",scifi
bedknobs and broomsticks,Three children evacuated from London during World War II are forced to stay with an eccentric spinster (Eglantine Price). The children's initial fears disappear when they find out she is in fact a trainee witch.,adventure
vanishing point,"Kowalski works for a car delivery service. He takes delivery of a 1970 Dodge Challenger to take from Colorado to San Fransisco, California. Shortly after pickup, he takes a bet to get the car there in less than 15 hours.",action
the omega man,"Robert Neville, a doctor, due to an experimental vaccine, is the only survivor of an apocalyptic war waged with biological weapons. The plague caused by the war has killed everyone else except for a few hundred deformed, nocturnal people calling themselves ""The Family"". The plague has caused them to become sensitive to light, as well as homicidally psychotic.",action
anand,"A melodramatic tale of a man with a terminal disease. The story begins with Dr Bhaksar winning a literary prize for his book about a patient called Anand. The rest is flashback. Anand, the title character, is suffering from lymphosarcoma of the intestine. He, however appears to be cheerful on the outside and is determined to extract as much pleasure from his remaining lifespan as is possible.",drama
the andromeda strain,"A mysterious government project scrambles a team of scientists to investigate the cause of a spaceborne disease that kills nearly everyone in a small desert town. They find an extraterrestrial form of life that causes rapid, fatal clotting of the blood, and make some disturbing discoveries about the project as well.",scifi
the decameron,"An adaptation of nine stories from Bocaccio's ""Decameron"": A young Sicilian is swindled twice, but ends up rich; a man poses as a deaf-mute in a convent of curious nuns; a woman must hide her lover when her husband comes home early; a scoundrel fools a priest on his deathbed; three brothers take revenge on their sister's lover; a young girl sleeps on the roof to meet her boyfriend at night; a group of painters wait for inspiration; a crafty priest attempts to seduce his friend's wife; and two...",comedy
a new leaf,"Henry Graham is a man with a problem: he has run through his entire inheritance, and is completely unequipped to provide for himself. His childhood guardian, Uncle Harry (a deliciously mean-spirited James Coco), refuses to give him a dime, and Henry, completely unwilling to exercise the only solution he sees—suicide—devises a plan with the help of his imaginative butler: he can make money the old-fashioned way—he can marry it.",comedy
morte a venezia,"In this adaptation of the Thomas Mann novel, avant-garde composer Gustave Aschenbach (loosely based on Gustav Mahler) travels to a Venetian seaside resort in search of repose after a period of artistic and personal stress",drama
fists of fury,"Chen is a city boy who moves with his cousins to work at a ice factory. He does this with a family promise never to get involved in any fight. However, when members of his family begin disappearing after meeting the management of the factor, the resulting mystery and pressures forces him to break that vow and take on the villainy of the Big Boss.",action
wake in fright,"Directed by Ted Kotcheff (Rambo: First Blood, North Dallas Forty), the film tells the story of a British schoolteacher's descent into personal demoralization at the hands of drunken, deranged derelicts while stranded in a small town in outback Australia.",drama
summer of '42,"Silent as a painting, the movie shows us day-dreamer Hermie and his friends Oscy and Benjie spending the summer of '42 on an US island with their parents - rather unaffected by WWII. While Oscy's main worries are the when and how of getting laid, Hermie honestly falls in love with the older Dorothy, who's married to an army pilot. When her husband returns to the front, Hermie shyly approaches her. Written by Bob Dawson",comedy
billy jack,"Billy Jack is a half-Indian/half-white ex-Green Beret who is being drawn more and more toward his Indian side. He hates violence, but can't get away from it in the white man's world. Pitting the good guys, the students of the peace-loving free-arts school in the desert vs. the conservative bad guys in the near-by town, the movie plays definitive late-60s themes/messages: anti-establishment, make love not war, the senseless slaughter of God's creatures, the rape of society (figuratively and...",action
mccabe & mrs. miller,"A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene.",drama
