title,plot,genre
she wore a yellow ribbon,"After Custer's defeat at the Little Big Horn, a US Cavalry Captain takes his troop out on a final patrol to handle a breakout from a nearby Indian reservation. His mission is further complicated by the commanding officer's wife and niece who accompany the patrol.",drama
the fighting kentuckian," Following Napoleon's Waterloo defeat and the exile of his officers and their families from France, the U.S.Congress, in 1817, granted four townships in the Alabama territory to the exiles. Led by Colonel Georges Geraud and General Paul DeMarchand, the struggling settlers have made a thriving community, called Demoplis, by the summer of 1819. On a shopping trip to Mobile, Fleurette DeMarchand, the General's daughter, meets John Breen, a Kentucky rifleman, who detours his regiment...",adventure
the fountainhead,"An uncompromising, visionary architect struggles to maintain his integrity and individualism despite personal, professional and economic pressures to conform to popular standards.",drama
the heiress,"Dull and plain Catherine (Olivia de Havilland) lives with her emotionally distant father, Dr. Sloper (Ralph Richardson), in 1840s New York. Her days are empty -- filled with little more than needlepoint. Enter handsome Morris Townsend (Montgomery Clift), a dashing social climber with his eye on the spinster's heart and substantial inheritance. William Wyler's Oscar-winning film is an adaptation of the Henry James novel Washington Square.",drama
a connecticut yankee in king arthur's court,"Hank Martin (Bing Crosby), an American mechanic, is knocked out and wakes up in the land of King Arthur. Here he finds romance with Alisande La Carteloise (nicknamed Sandy) played by Rhonda Fleming, and friendship with Sir Sagramore (nicknamed Clarence) played by William Bendix, and King Arthur played by Cedric Hardwicke as a semi-perpetual, cold-in-the-nose invalid. But unfortunately, the heroic Hank also finds danger and enmity with both Merlin and Morgan Le Fay as well.",comedy
a kiss for corliss,"After a brief encounter with the romantic and thrice divorced Kenneth Marquis, Corliss Archer decides to write in her diary that they are together in order to make her boyfriend Dexter jealous. Corliss' father had also served as attorney representing Kenneth Marquis' ex-wife during his most recent divorce trial. When Corliss and Dexter don't come home one evening until five in the morning, Corliss decides to pretend to have amnesia to avoid the inevitable punishment awaiting...",comedy
a letter to three wives,"Just as their boat sets off for the day, Deborah (Crain), Rita (Southern) and Lora Mae (Darnell) receive a letter from the alluring Addie Ross (narrator Celeste Holm) stating she has left town with one of their husbands. Each wife spends the fretful day pondering the state of her marriage and the affection each of their husbands has for Addie. By the end of the day, each woman is convinced she must surely be the betrayed wife.",drama
a woman's secret,"Susan is in the hospital with a bullet near her heart. Marian has told the police that she shot Susan in a rage as Susan was giving up singing. Marian and Luke found Susan when she was a failure. A singer with a limited range, she was a diamond in the rough which Marian and Luke taught how to walk, dress and talk. With the singing lessons, Marian had hoped that she would have the career that Marian would have had if she had not lost her voice. Even though Susan is a scatterbrain girl, Luke does...",drama
"abbott and costello meet the killer, boris karloff","Lost Caverns Hotel bellhop Freddie Phillips is suspected of murder. Swami Talpur tries to hypnotize Freddie into confessing, but Freddie is too stupid for the plot to work. Inspector Wellman uses Freddie to get the killer (and it isn't the Swami).",comedy
adam and evelyne," The father of a girl in an orphanage has been writing his daughter, who doesn't remember him, tales of his success in business. Actually, he is impersonating a friend, a handsome gambler. When the father dies, the gambler takes to girl from the orphanage and tells her the truth. But the girl is now a full-grown beauty and complications arise, including those provided by a black-sheep brother. Written by Les Adams <[email protected]> ",comedy
adam's rib,"Spencer Tracy and Katharine Hepburn play Adam and Amanda Bonner, a husband-and-wife attorney team, both drawn to a case of attempted murder.",comedy
all the king's men,"All The King's Men is the story of the rise of politician Willie Stark from a rural county seat to the spotlight. Along the way, he loses his initial innocence, and becomes just as corrupt as those who he assaulted before for this characteristic. Also included is the romance between one of his ""right hand women"" and the up-and-coming journalist who brings Stark to prominence.",drama
always leave them laughing,"Director Roy Del Ruth's 1949 film, about a self-absorbed comedian who steps all over his friends and colleagues in order to achieve success, stars Milton Berle, Virginia Mayo, Ruth Roman, Bert Lahr and Alan Hale.",comedy
batman and robin," Antisocial Prof. Hammil's Remote Control device, which enables the user to take over any motor vehicle within 50 miles (!), is stolen by The Wizard, black-hooded mastermind, and his gang. Batman and Robin (who drive about in a standard convertible) must prevent the Wizard from obtaining diamonds, needed as fuel for the device, and rescue magazine photographer Vicki Vale from periodic perils. Where is the Wizard's base, reached only by remote controlled submarine? Which of several...",action
battleground,"The film concentrates on the camaraderie and the divisions between the troops as they ready for the big offensive. Told in a taut narrative, the men of the 101st, led by Van Johnson, wait out the winter in the Ardennes forest to confront the German army in what would be the last major offensive of World War II. The men are demoralized and trapped, with no hope of support from the Allies.",action
beyond the forest,"""What a dump!"" That's the classic line delivered by Bette Davis at the halfway point of Beyond the Forest, her final Warner Bros. effort of the 1940s. Some Davis devotees feel as though this vituperative utterance is the high point of an otherwise turgid melodrama; others consider the line a succinct assessment of the entire film.",drama
blondie hits the jackpot," Through his blundering intervention in a party date set up by his boss for his son, resulting for the loss of a contract, Dagwood loses his job once again. Dagwood gets a construction job on a site for the lost client, and discovers the workmen are using faulty material on the job. He tells Blondie. Blondies takes over, and sets out to set matters right. Written by Les Adams <[email protected]> ",comedy
"bomba, the jungle boy","George Harland and his daughter Pat are photographers who discover a wild boy in the jungle. When Pat becomes lost, Bomba brings her back, overcoming plagues of locusts, forest fires and fierce wild animals.",adventure
canadian pacific,A surveyor for the Canadian Pacific Railroad must fight fur trappers who oppose the building of the railroad by stirring up Indian rebellion.,adventure
caught,"It was her childhood dream come true. She had married a man worth millions. But her innocent dream became a tormented nightmare once she realized the truth about her husband. He was more than a millionaire, he was absolutely insane!",drama
champion,"An unscrupulous boxer fights his way to the top, but eventually alienates all of the people who helped him on the way up. One of the all-time great boxing movies. Academy Award Nominations: 6, including Actor--Kirk Douglas, Best Screenplay. Academy Awards: Best Film Editing.",drama
chicago deadline,"On Chicago's South Side reporter Ed Ames finds the body of a dead girl. Her address book leads to a host of names of men frightened by her death but claiming never to have known her. Ames comes to know quite a lot, dangerously so.",drama
come to the stable,"1949 film from 20th Century Fox that was nominated for numerous Oscars including Loretta Young for best Actress and Celeste Holm and Elsa Lanchester for best Supporting Actress. It is a simple, reverent story of French nuns and their powerful faith as they push New Englanders toward funding a new hospital. Old-fashioned and tedious by the standards of today, it ought to be remembered if only for it's Oscar nominations (none of which earned a an Oscar).",drama
conspirator," On a visit to London, 18 year-old American Melinda Greyton goes to her first party, a Regimental ball. There she meets and falls madly in love with Major Michael Curragh, a handsome bachelor who returns her affections. After a relatively short period of time, they marry and all is bliss. Michael has some peculiar habits such as when he gets upset when Melinda sends an old overcoat out for cleaning or when she takes a few £1 notes from his wallet. In fact, Michael is a Communist spy and...",thriller
crows and sparrows,"At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong. ...",drama
down to the sea in ships,A re-make of the 1922 silent film that details the lives of the people in a small Quaker community and the adventures of a whaling ship.,action
easy living,"A football halfback (Victor Mature) has a heart condition, a nagging wife (Lizabeth Scott) and a team secretary (Lucille Ball) who loves him.",drama
