title,plot,genre
the wizard of oz,"Dissatisfied with her life on her Auntie Em's (Clara Blandick) and Uncle Henry's (Grapewin) Kansas farm, Dorothy Gale (Garland) is attempting to run away when a twister strikes; Dorothy is knocked unconscious and, more amazingly, her entire house (with Dorothy and Toto inside) is lifted up into the funnel cloud and deposited squarely on top of the now-deceased Wicked Witch of the East in Munchkin City, in the County of the Land of Oz.",adventure
gone with the wind,"The greatest, epic love story ever translated to film, Margaret Mitchell's American classic Gone With The Wind is reborn with digitally reproduced sound and restored print. Winner of 8 Academy Awards, including Best Picture. A lavish and grand romance set against the Civil War.",drama
the hunchback of notre dame,"In 15th century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.",drama
four wives,"In this sequel to Four Daughters, Adam Lemp and his daughters have gone on with life after the death of Mickey Borden. Ann, Mickey's widow, falls in love with Felix Dietz, but on the day of her engagement discovers that she carries Mickey's child.",drama
wuthering heights,"The Earnshaws are Yorkshire farmers during the early 19th Century. One day, Mr. Earnshaw returns from a trip to the city, bringing with him a ragged little boy called Heathcliff. Earnshaw's son, Hindley, resents the child, but Heathcliff becomes companion and soulmate to Hindley's sister, Catherine. After her parents die, Cathy and Heathcliff grow up wild and free on the Moors and despite the continued enmity between Hindley and Heathcliff they're happy -- until Cathy meets Edgar Linton, the...",drama
stagecoach,"Stagecoach revolutionized the western, elevating it from B movie to the A-list and establishing the genre as we know it today with its quintessential tale of a group of strangers thrown together into extraordinary circumstances.",adventure
mr. smith goes to washington,"A naive man is appointed to fill a vacancy in the US Senate. His plans promptly collide with political corruption, but he doesn't back down.",drama
union pacific," One of the last bills signed by President Lincoln authorizes pushing the Union Pacific Railroad across the wilderness to California. But financial opportunist Asa Barrows hopes to profit from obstructing it. Chief troubleshooter Jeff Butler has his hands full fighting Barrows' agent, gambler Sid Campeau; Campeau's partner Dick Allen is Jeff's war buddy and rival suitor for engineer's daughter Molly Monahan. Who will survive the effort to push the railroad through at any...",drama
on your toes," Junior Donal, an ex-vaudevillian now teaching music at Knickerbocker University in New York, enlists to help of patroness Peggy Portefield to persuade Sergei Alexandrovich, the director of the Russian Ballet, to stage a friend's jazzy ""Slaughter on Tenth Avenue"" ballet. While he may dream of sharing the pleasure of a small hotel with girlfriend Frankie Frayne, Junior becomes involved with the company's prima ballerina, Vera Barnova, and even takes over the male lead in...",comedy
allegheny uprising,"Allegheny Uprising is a 1939 film produced by RKO Pictures, starring Claire Trevor and John Wayne as pioneers of early American expansion in south central Pennsylvania. Clad in buckskin and a coonskin cap (as he would be a decade later in The Fighting Kentuckian), Wayne plays real-life James Smith, an American coping with British rule in colonial America. The film is loosely based on a historical event known as the Black Boys Rebellion during the 1760s.",adventure
andy hardy gets spring fever," Young Andy develops a crush on his drama teacher. When his play is chosen as the school's annual production, Andy seizes the opportunity to spend as much time as possible with his pretty teacher. Meanwhile, Judge Hardy has his own problems when he gets conned into forming a phony aluminum corporation. Written by Daniel Bubbeo <[email protected]> ",comedy
another thin man,An explosives manufacturer suspects a young man is out to kill him. He calls in Nick and Nora (with new baby) to sort things out.,comedy
arrest bulldog drummond,"The invention of a war machine, that brings to explosion everything one wants to, puts Scotland Yard and Captain Drummond into alarm.",adventure
babes in arms,"Mickey Moran, son of two vaudeville veterans, decide to put up his own vaudeville show with his girlfriend Patsy Barton. But child actress Rosalie wants to make a comeback and replace Patsy both professionally and as Mickey's girl.",comedy
bachelor mother,"Polly Parrish, a clerk at Merlin's Department Store, is mistakenly presumed to be the mother of a foundling. Outraged at Polly's unmotherly conduct, David Merlin becomes determined to keep the single woman and ""her"" baby together.",comedy
beau geste,"Academy Award winners Gary Cooper and Ray Milland star along with Robert Preston in the epic adventure Beau Geste. When three brothers join the Foreign Legion to escape a troubled past, they find themselves trapped under the command of a sadistic sergeant deep in the scorching Sahara. Now the brothers must fight for their lives as they plot mutiny against tyranny and defend a desert fortress against a brutal enemy. Nominated for 2 Academy Awards, Beau Geste has been universally acclaimed by...",action
blondie brings up baby," A book salesman sells Blondie Bumstead a set of books on child training because he has convinced her that Baby Dumplin is a child prodigy. Meanwhile, J.C. Dithers, boss of Blondie's husband, Dagwood Bumstead, rips Dagwood for altering the plans on an apartment building the construction firm is building for Abner Cartwright and, to keep his job, Dagwood must get Cartwright to sign off on the changes - the latter refuses in order to escape from an unfavorable contract. Baby Dumpling, the...",comedy
blondie meets the boss," Dagwood Bumstead quits his job when his long-awaited vacation is postponed. Blondie asks J.C. Dithers to give Dagwood his job back, and Dithers agrees but on the condition that Blondie take charge of the office while he is in Washington closing a deal. Dagwood, left to tend the house while Blondie goes to work, succumbs to a neighbor's suggestion to go fishing and leaves Baby Dumpling in care of Blondie's sister, Dot, in town for a jitterbug contest. While fishing, Dagwood meets two...",comedy
blondie takes a vacation," The Bumsteads are heading to the mountains for a summer vacation. Departing the train they learn that the gent they had trouble with on the trip, and they seek out another hotel. The one they find is owned by an elderly couple and is on the verge of bankruptcy. The Bumsteads decide to help save the old Mom-and-Pop homestead for Mom and Pop. It doesn't take long for them to begin wondering whether Dagwood is for them or against them. Written by Les Adams...",adventure
broadway serenade,"Mary Hale (a singer) and Jimmy Seymour (pianist/composer), are a show biz couple working in The Big Apple in small night clubs hoping to hit it big. One night, Larry Bryant (a Broadway producer) spots Mary and is taken with her beauty and golden voice. Larry Bryant asks her to audition for Mr. Collier and have Jimmy accompany her. After hearing Mary, Collier wants Mary to be in his show. Jimmy encourages a reluctant Mary to go on the road without him. Soon Mary's talent is...",romance
buck rogers," A pilot and his young passenger crash-land on a mountaintop and are put into suspended animation by a strange gas. They awake 500 years later to discover that the Earth is now ruled by a tyrannical despot called Killer Kane, and they lead a fight to overthrow him. Written by Anonymous ",adventure
bulldog drummond's bride,Capt. (ret.) Hugh “Bulldog” Drummond is on the precipice of matrimony to his beloved Phyllis--but a bank robbery and a daring escape is going to get in their way before they reach the altar in this brisk-paced finale to the Paramount Drummond series.,action
buried alive," Ernie Matthews, who operates the prison electric chair, is having a crisis of conscience about his role as state executioner. His unrequited love for Joan Wright, another prison employee, adds to his depression. She in turn loves Johnny Martin, the warden's chauffeur and a trustee eligible shortly for parole. When the despondent Matthews goes to a local road house after an execution to get drunk, he's taunted by a sadistic reporter, and a brawl results. Because Johnny came to...",drama
captain fury,"An Irish convict sentenced to hard labor in Australia escapes into the outback, and organizes a band of fellow escapees to fight a corrupt landlord.",action
charlie chan at treasure island," A novelist friend of Charlie's appears to have committed suicide. At the international Exposition held on San Francisco Bay's Treasure Island Charlie shows that Zodiac, a phony mystic who blackmails clients, is the culprit. Written by Ed Stephan <[email protected]> ",comedy
charlie chan in city in darkness,Chan goes to Paris for a reunion with friends from World War I. There he investigates the murder of a munitions manufacturer who was supplying arms to the enemy. At the end Charlie preaches to us about the dangers of peace conferences.,drama
come on george!," George befriends a race horse only to discover that it has a reputation for attacking any jockey that comes near it just before a big race. There are the inevitable gang of villains, car chases, a comic brain specialist and a girl for George to fall for and to sing his cheeky-chappie songs at. Written by Steve Crook <[email protected]> ",comedy
danger flight,Tailspin Tommy is flying through a severe storm to deliver a payroll. What he doesn't know is that a gang of crooks is setting a trap for him in order to get their hands on the money.,adventure
dark victory,"Judith Traherne is at the height of young society when Dr. Frederick Steele diagnoses a brain tumor. After surgery she falls in love with Steele. The doctor tells her secretary that the tumor will come back and eventually kill her. Learning this, Judith becomes manic and depressive. Her horse trainer Michael, who loves her, tells her to get as much out of life as she can. She marries Steele who intends to find a cure for her illness. As he goes off to a conference in New York failing eyesight...",drama
destry rides again,"Kent, the unscrupulous boss of Bottleneck has Sheriff Keogh killed when he asks one too many questions about a rigged poker game that gives Kent a stranglehold over the local cattle rangers. The mayor, who is in cahoots with Kent appoints the town drunk, Washington Dimsdale, as the new sheriff assuming that he'll be easy to control. But what the mayor doesn't know is that Dimsdale was a deputy under famous lawman, Tom Destry, and is able to call upon the equally formidable Tom Destry Jr to be...",comedy
devil's island,A French doctor (Boris Karloff) sentenced for treason performs brain surgery on the prison commandant's (James Stephenson) daughter.,drama
drums along the mohawk,"Set in America's Colonial period, John Ford's adventure tale follows Gilbert (Henry Fonda) and Lana Martin (Claudette Colbert) as they try to survive the rugged frontier. After their settlement is repeatedly attacked by Indians, the couple is taken in by a spinster (Edna May Oliver). Lana bears a son, while Gilbert heads off to fight the Indians and the British. He returns, wounded, to find his family once again under attack by the Indians.",drama
east side of heaven,"A man finds himself the father, by proxy, of a ten-month-old baby and becomes involved in the turbulent lives of the child's family.",comedy
first love," In this reworking of Cinderella, orphaned Connie Harding is sent to live with her rich aunt and uncle after graduating from boarding school. She's hardly received with open arms, especially by her snobby cousin Barbara. When the entire family is invited to a major social ball, Barbara sees to it that Connie is forced to stay home. With the aid of her uncle, who acts as her fairy godfather, Connie makes it to the ball and meets her Prince Charming in Ted Drake, her cousin's boyfriend....",comedy
five little peppers and how they grew,"The first of four films in the ""Five Little Peppers"" series, based on Margaret Sinclair's popular book, about a widowed mother and her five children. In this one the family inherits co-ownership in a copper mine.",comedy
four girls in white,"Four Girls in White is a 1939 Drama directed by S. Sylvan Simon, starring Florence Rice and Una Merkel. The comical exploits of four nursing students enrolled in a three-year training course.",comedy
golden boy,"Despite his talent as a musician, a city boy decides to become a boxer. He's successful as a fighter -- much to the dismay of his parents. When gangsters try to by a piece of him he begins to have second thoughts.",drama
goodbye mr. chips,"Goodbye, Mr. Chips, based on James Hilton's novel, is a melodrama about a shy British teacher named Mr. Chipping (Robert Donat) who devotes his life to teaching ""his boys"" after the death of his lovely, energetic American wife Katherine (Greer Garson). Told via flashbacks, the film features an aged Mr. Chipping looking back nostalgically at his long career, taking note of the people who've touched his life over the years. Donat was the recipient of a Best Actor Oscar for his portrayal of the...",drama
gulliver's travels,"Gulliver washes ashore on Lilliput and attempts to prevent war between that tiny kingdom and its equally-miniscule rival, Blefiscu, as well as smooth the way for the romance between the Princess and Prince of the opposing lands. In this he is alternately aided and hampered by the Lilliputian town crier and general fussbudget, Gabby. A life-threatening situation develops when the bumbling trio of Blefiscu spies, Sneak, Snoop, and Snitch, manage to steal Gulliver's pistol.",family
gunga din,"Based loosely on the poem by Rudyard Kipling, this takes place in British India during the Thuggee uprising. Three fun loving sergeants are doing fine until one of them wants to get married and leave the service. The other two trick him into a final mission where they end up confronting the entire cult by themselves as the British Army is entering a trap.",adventure
hollywood cavalcade," Michael Linnett Connors takes Molly Adair from Broadway understudy to 1913 Hollywood star. Although she is in love with him, she marries her co-star reckoning wrongly Connors thinks of her only in terms of movies. He fires her in pique, apparently terminally damaging his career. Written by Jeremy Perkins <[email protected]> ",comedy
honolulu,"Movie star Brooks Mason tries to avoid his fans and spend some weeks on vacation. When Hawaiian plantage-owner George Smith is mistaken by Mason's fans for Mason and brought to Mason's home. They decide to change their identities for a few weeks. But George Smith is mobbed by Mason's fans again on a personal appearance tour in New York, Mason falls in love to dancer Dorothy March, who also is on her way to Hawaii. Problems for Mason arise due to the fact that Smith is engaged with Cecilia...",comedy
idiot's delight,A group of disparate travelers are caught are thrown together in a posh Alpine hotel when the borders are closed at the start of WWII.,comedy
in name only," While out riding in the country, wealthy New Yorker Alec Walker meets young widow Julie Eden, and a relationship quickly develops. However, Alec has not told her that he is already locked into a loveless marriage to the avaricious Maida, who has contrived to convince his parents she is the ideal wife. A completely coincidental car crash alerts the two women to each other's existence, a situation to which they react very differently. Written by Jeremy Perkins {J-26} ",drama
intermezzo: a love story,"A concert violinist becomes charmed with his daughter's talented piano teacher. When he invites her to go on tour with him, they make beautiful music away from the concert hall as well. He soon leaves his wife so the two can go off together.",romance
la règle du jeu,"Considered one of the greatest films ever made, The Rules of the Game (La règle du jeu), by Jean Renoir, is a scathing critique of corrupt French society cloaked in a comedy of manners in which a weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances. The film has had a tumultuous history: it was subjected to cuts after the violent response of the premiere audience in 1939, and the original negative was destroyed during World War II;...",comedy
love affair,"French playboy Michel Marnet and American Terry McKay fall in love aboard ship. They arrange to reunite 6 months later, after Michel has had a chance to earn a decent living.",comedy
made for each other, Young lawyer meets and marries girl after knowing her one day. Takes bride home to meet his mother who disapproves of the marriage. Lawyer thinks everything will be fine as he moves up the ladder of the law firm. He doesn't and things get tough. A baby makes things even tougher. Written by Jack Pfeifer <[email protected]> ,comedy
mandrake the magician," Columbia's 7th serial (between Flying G-Men and Overland With Kit Carson)was based on the King Features newspaper comic strip created by Lee Falk and Phil Davis, Mandrake the Magician, the world's foremost exponent of mind over matter, although most of us who read the strip over the years were never really certain whether Mandrake was really a magician, or just had even more ability to cloud men's minds than the Shadow. The serial does allow Mandrake to discard his tie and tails...",action
nancy drew and the hidden staircase, Nancy Drew and Ted Nickerson solve a murder and save two elderly ladies from losing their family home. The old mansion is complete with a moving wall and a hidden staircase. Written by SM <[email protected]> ,comedy
nancy drew trouble shooter, Nancy Drew clears her Uncle Matt of murder charges when she exposes the real murderers. She and Ted find themselves in many dangerous positions such as trying to fly an airplane after the pilot parachuted out and being face-to-face with the murderer. Written by SM <[email protected]> ,comedy
ninotchka,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,comedy
on borrowed time,"Young Pud is orphaned and left in the care of his aged grandparents. The boy and his cantankerous old grandfather become inseparable friends. But Gramps is concerned for his grandson's future and wary of a scheming relative who seeks Pud's custody. One day Mr. Brink--an agent of Death--arrives to take Gramps ""to the land where the woodbine twineth."" Through a bit of trickery, Gramps confines Mr. Brink, and thus Death, to the top of an old apple tree, giving Gramps extra time to...",comedy
only angels have wings,"Geoff Carter (Cary Grant) is the head of a crumbling air freight service in desperate need of a replacement pilot. He is forced to hire a descredited aviator (Richard Barthelmess) who arrives with his wife (Rita Hayworth), Carter's ex-lover. Meanwhile, traveler Bonnie Lee (Jean Arthur) tries to get close to the emotionally closed-off Carter. The film received two Academy Award nominations.",adventure
raffles,"Man about town and First Class cricketer A.J. Raffles keeps himself solvent with daring robberies. Meeting Gwen from his schooldays and falling in love all over again, he spends the weekend with her parents, Lord and Lady Melrose. A necklace presents an irresistible temptation, but also in attendance is Scotland Yard's finest, finally on the trail.",adventure
remember?,"Sky and Linda meet on vacation and become engaged. When Sky introduces Linda to his best friend, Jeff, Linda and Jeff fall in love and marry. But Jeff's work puts a strain on the marriage and a divorce is planned. Sky uses an experimental memory loss drug to make Linda and Jeff forget their rough times (and the fact that they were married) and they fall in love all over again.",comedy
rose of washington square," New York city in the 1920s: a singer struggles to keep her boyfriend from trouble. When she makes it to Ziegfeld, he heads for five years in jail. Lots of Faye and Jolson singing. The story is so close to the true story of Fanny Brice and Nicky Arnstein (Jules W. Arndt Stein) that he sued the studio in a case that was quickly settled out of court in his favor. Written by Ed Stephan <[email protected]> ",drama
secret service of the air,"Illegal aliens are being flown in from Mexico by small plane. When a Secret Service agent finds out, he is killed and the smuggling is shut down for awhile. Brass, an ex-Navy flyer who is now flying the Pacific Clipper route, is chosen by the Service to find out who is behind this smuggling ring. Since they know that an ex-smuggler named Ace was part of the gang, Brass is put into the general prison population to try to get information from him. It is from Ace that he learns...",adventure
some like it hot," Nicky Nelson is a fast-talking sideshow barker with a wax-and-alive concession on Atlantic City's boardwalk. Even with the band of his friend, struggling musician Gene Krupa, playing on the sidewalk to attract the customers, ""The Living Corpse"" and other low-rent acts aren't enough to lure the seen-it-all boardwalk strollers, and the landlord closes the show in lieu of never-paid rent. Nicky, always promoting, goes to Stephen Hanratty, head of the pier's Dance...",comedy
"sommer, sonne, erika","Actually, Erika and Werner wanted to take a pleasant boat trip on the Isar. But who would have thought what could happen during such a simple outing?! Werner Merk, who works as an engineer for a large car company in Munich, finds out, that the head of the firm, Director Feldmann, is spending his summer vacation at his house in the mountains. Werner up and decides to make his way their to introduce himself to Feldmann in a relaxed atmosphere.",comedy
susannah of the mounties,"This classic family drama stars Shirley Temple as young orphan Susannah Sheldon, the sole survivor of a brutal Indian attack who's befriended by Canadian Mountie Angus Montague (Randolph Scott) and his girlfriend, Vicky (Margaret Lockwood). The couple takes Susannah under their wing and soon learn that having a precocious child around can come in handy; when the Indians return, the girl uses her charm to broker peace.Shirley is the orphaned survivor of an Indian attack in the Canadian West. A...",drama
swanee river,"More fictional than factual biography of Stephen Foster. Songwriter from Pittsburgh falls in love with the South, marries a Southern gal (Leeds), then is accused of sympathizing when the Civil War breaks out",drama
tarzan finds a son!,"A young couple die in a plane crash in the jungle. Their son is found by Tarzan and Jane who name him Boy and raise him as their own. Five years later a search party comes to find the young heir to millions of dollars. Jane agrees, against Tarzan's will, to lead them to civilization.",action
the girl from rio," Marquita Romero, a South American singer in New York, is striving to secure the release of her brother, Carlos, who has been framed on an arson charge through the conniving of the owner of a night club whose sideline racket is collecting insurance on arson fires he has created. She is aided by Steven Ward, who with the help of an investigator for the insurance company, plans to get the evidence on the racketeer by having Marquita getting a job as a singer in the nightclub. She secures the...",action
the adventures of huckleberry finn," Huckleberry Finn, a rambunctious boy adventurer chafing under the bonds of civilization, escapes his humdrum world and his selfish, plotting father by sailing a raft down the Mississippi River. Accompanying him is Jim, a slave running away from being sold. Together the two strike a bond of friendship that takes them through harrowing events and thrilling adventures. Written by Jim Beaver <[email protected]> ",adventure
the bronze buckaroo,"Bob Blake and his sidekick and four singing cowboys arrive at the Jackson ranch where Bob learns from Betty Jackson that her brother, Joe, is missing. Bob investigates and learns that there is gold on the Jackson ranch, and the neighboring rancher has kidnapped Joe in order to get his land.",action
the cat and the canary," Ten years have passed since the death of millionaire, Cyrus Norman. Cosby, Cyrus' attorney, has gathered Cyrus' 6 remaining relatives to his New Orleans' mansion for Cyrus' ""reading of the will"". To the others disappointment, Joyce is the sole heir, but, due to a streak of insanity running in the family, a second will has been made in case Joyce falls victim to it. This puts Joyce in danger. Suddenly, Miss Lu, Cyrus' maid, appears and warns them that the...",comedy
the cowboy quarterback,"Football scout for the Chicago Packers Rusty Walker signs Harry Lynn, a legendary broken-field runner. Harry won't leave his home town without his girlfriend Maizie Williams. He gets tangled up with gamblers and Rusty's girl Evelyn Corey makes a play for him.",comedy
the devil's daughter,"Sylvia Walton of Harlem inherits a Jamaican banana plantation and returns to manage it. Since her arrival, there's been no sign of her disinherited half-sister Isabelle, who ran the plantation until their father's death. But Sylvia, her two rival suitors, and her comic- relief servant Percy are disturbed by the constant, growing sound of drums. Meanwhile, in hiding, Isabelle schemes to regain her former place by manipulating local 'obeah' superstition. All-black cast. ...",horror
the face at the window,"In 1880, the criminal called The Face is responsible for a murderous rampage in France. When the Brisson Bank is robbed in Paris and the employee Michelle is murdered, the wealthy Chevalier Lucio del Gardo is the only chance to save the bank.",drama
the fighting renegade," El Puma, a Mexican desert guide, escorts an archaeological expedition headed by Professor Lucious Lloyd (Forrest Taylor through the Indian badlands of Mexico. Marian (Joyce Bryant (I)' ), the professor;s niece accompanies the party as only she can translate the Aztec writings in the diary of her father, murdered on a similar expedition six years previous. THe professor is murdered by a knife, and the weapon is recognized as the property of El Puma. Magpie (Ben Corbett), a Federal...",action
the flying deuces,"Ollie is in love with a woman. When he discovers that she is already married, he tries to kill himself. Of course, the suicide is avoided and the boys join the Foreign Legion to get away from their troubles. Finally, they are arrested for trying to desert the Legion and to escape the firing squad by stealing a plane.",comedy
the girl from mexico,"In the first entry of an unintended-series that turned into a long-running series for RKO, Carmelita Fuentes is a fiery-Latin singer/dancer in Mexico City who has designs on Dennis Lindsay, an American publicity agent, for unclear reasons, while Lindsay's shiftless uncle, Matthew Lindsay, aids and abets her every step of the way to the marriage altar.",comedy
