title,plot,genre
unbreakable,"In his follow up to ""The Sixth Sense,"" Oscar-nominated writer/director M. Night Shyamalan has created another unique suspense thriller. BRUCE WILLIS again stars, this time as David Dunn, the sole survivor of a devastating train wreck. SAMUEL L. JACKSON co-stars as Elijah Price, a mysterious stranger who offers a bizarre explanation as to why David escaped without a single scratch, an explanation that threatens to change David's family and life forever.",drama
gladiator,"In the final days of Marcus Aurelius' reign, the aging emperor arouses his son Commodus' anger when he makes known his wish that Maximus be his successor. Power-hungry Commodus kills his father and orders the death of Maximus. But the latter flees and hides his identity by becoming slave and a gladiator. Eventually, Maximus journeys back to Rome to confront his arch-rival.",action
requiem for a dream,"Drugs. They consume mind, body and soul. Once you're hooked, you're hooked. Four lives. Four addicts. Four failures. Doing their best to succeed in the world, but failing miserably, four people get hooked on various drugs. Despite their aspirations of greatness, they succumb to their addictions. Watching the addicts spiral out of control, we bear witness to the dirtiest, ugliest portions of the underworld addicts reside in. It is shocking and eye-opening but demands to be seen by both addicts...",drama
x-men,"Based on the long-running Marvel comic book series, X-MEN takes place in the near future, as certain humans are evolving into mutants with special powers. In the Canadian wilderness, a young runaway mutant named Rogue (Anna Paquin) and a bad-tempered, quick-healing mutant with retractable metal claws called Wolverine (Hugh Jackman) are suddenly attacked by Sabertooth, one of Magneto's (Ian McKellen) powerful lackeys. Fortunately, Cyclops (James Marsden) and Storm (Halle Berry), students of the...",action
the patriot,"Benjamin Martin is a reluctant hero who is swept into the American Revolution when the war reaches his home and threatens his family. A hero of the fierce French and Indian conflict, Martin had renounced fighting forever to raise his family in peace. But when the British arrive at his South Carolina home and endanger what he holds most dear, Martin takes up arms alongside his idealistic patriot son, Gabriel, and leads a brave rebel Militia into battle against a relentless and overwhelming...",action
cast away,"Hanks stars as Chuck Noland, a FedEx systems engineer whose personal and professional life are ruled by the clock. His fast-paced career takes him, often at a moment's notice, to far-flung locales -and away from his girlfriend Kelly, played by Helen Hunt. Chuck's manic existence abruptly ends when, after a plane crash, he becomes isolated on a remote island - cast away into the most desolate environment imaginable. Stripped of the conveniences of everyday life, he first must meet the basic...",adventure
malena,"Malena is the most ravishing and irresistible beauty in Castelcuto. Renato Amoroso, is an imaginative 13-year old who takes his desire for Malena to unexpected heights of obsessive fantasy. Fueled by his dreams of cinematic romance, Renato Amoroso becomes Malena's secret shadow, a spy of love following closely her every sensuous move. Malena becomes a young widow, and then becomes the dangerous object of the town's pent-up lust, jealousy and anger - the very eye of an emotional, erotic storm...",comedy
scary movie,"It all starts with the murder of a beautiful high school classmate, after which a group of misguided teens - all played, of course, by 20-30 year old actors -discovers there is a killer among them. Heroine Cindy Campbell and her clique of clueless friends, including Buffy, Brenda, Bobby , Greg, Shorty and Ray, must protect themselves from danger .... and that pesky reporter Gail Hailstorm who just won't leave them alone! Sound familiar? It certainly is, but as the story gets under way, a series...",comedy
the virgin suicides,"In an ordinary suburban house, on a lovely tree-lined street, in the middle of 1970s America, lived the five beautiful, dreamy Lisbon sisters, whose doomed fates indelibly marked the neighborhood boys who to this day continue to obsess over them. What happened to the Lisbon sisters is a tale at once darkly funny and deeply poignant, a story of love and repression, fantasy and terror, sex and death, memory and longing. It is at its core a mystery: a heart-rending investigation into the...",drama
almost famous,"When his love of music lands him an assignment from Rolling Stone magazine to interview the up-and-coming band Stillwater-fronted by lead guitar Russell Hammond (Billy Crudup) and lead singer Jeff Bebe (Jason Lee)William embarks on an eye-opening journey with the band's tour, despite the objections of his protective mother (Frances McDormand). With the help of the lovely ""band aid"" Penny Lane (Kate Hudson), William finds himself drawn into the band's inner circle. But as he becomes less an...",drama
hollow man,"Government researcher Sebastian Caine (Kevin Bacon) elects to become the guinea pig for his own experiments in invisibility, which unleash his megalomaniacal tendencies.",action
miss congeniality,"For her entire life, Gracie Hart has dreamed of emulating the career of her mother, Emily, a highly esteemed FBI agent who died in the line of duty. Unfortunately, Gracie's aggressive nature has branded her as a loose cannon, and the only one in the bureau who actually believes in her is fellow agent and friend, Eric Matthews. When a terrorist threatens to bomb the Miss United States pageant, the FBI rushes to find a female agent to go undercover as a contestant. Unfortunately, Gracie is the...",action
bring it on,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance (Kirsten Dunst), the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen from the Clovers, a hip-hop squad from East Compton, by the Toro's former captain.While...",comedy
the beach,"Richard (Leonardo DiCaprio) is a young American backpacker who arrives in Thailand with adventure on his mind. At a cheap hotel in Bangkok, Richard meets a French couple, Etienne (Guillaume Canet) and Francoise (Virginie Ledoyen). He also encounters Daffy (Robert Carlyle), an older traveler ravaged by years of sun and drugs. Rambling and paranoid, Daffy tells Richard an improbable tale of a secret island, a paradise on earth: the perfect beach, unsullied by tourists. The next day, Richard...",adventure
the perfect storm,"In the fall of 1991, Captain Billy Tyne piloted his boat - the Adrea Gail - and his crew out to the fishing grounds of the North Atlantic. Two weeks later, a confluence of sever weather - a Perfect Storm - gathered.With barely enough time to warn the vessels at sea, the storm bore down on New England. The Andrea Gail never received the warning.",action
