title,plot,genre
pretty woman,"Edward is a rich and sophisticated businesman who specializes in corporate raiding - buying up businesses to break them up and sell them off in pieces. Vivian is a Los Angeles prostitute struggling with her lifestyle and a need to pay the rent.On a business trip to Los Angeles, Edward hires Vivian to be his girlfriend for a week while he traverses the local social circles. Love and various social complications invade their tidy arrangment and have the pair wondering if this Cinderella-story...",comedy
dances with wolves,"Civil War hero, Lt. John Dunbar asks to be reassigned to the western frontier. While manning this isolated post, he develops a relationship with the Lakota Sioux and a white woman who has been raised by the tribe.Dunbar eventually earns the respect of the tribe and finds a greater kinship with the native people than he had with his own people.",adventure
home alone,"When his family heads off for a Christmas vacation in Europe, a young boy finds that he has been left behind -- asleep in the attic guestroom.Taking advantage of his newfound freedom, he begins to enjoy his Christmas vacation from his family. But when two bungling burglars assail his home, he finds that being on his own can be tough -- especially defending his turf against two very grown-up burglars.",comedy
cry-baby,"Drape (or Greaser) Wade Walker, also known as Cry-Baby for his ability to shed a single tear, falls head over heels for square Allison Vernon-Williams who, incidentally, is tired of being good.",comedy
edward scissorhands,"A suburban fairy tale with incredibly imaginative sets, an Avon lady, Peg Boggs (Dianne Wiest), discovers the half-finished experiment--a man/monster named Edward (Johnny Depp)--of a mad scientist (played magically by Vincent Price) living in the neighborhood's old abandoned castle. The scientist died before replacing the shy man's large shears with real hands. When Peg attempts to bring Edward into her suburban world, to live among her skeptical family (husband Alan Arkin and daughter Winona...",drama
total recall,"What is reality when you can't trust your memory. Arnold Schwartzenegger is an Earthbound construction worker who keeps having dreams about Mars. A trip to a false memory transplant service for an imaginary trip to Mars goes terribly wrong and another personality surfaces. When his old self returns, he finds groups of his friends and several strangers seem to have orders to kill him. He finds records his other self left him that tell him to get to Mars to join up with the underground. The...",action
kindergarten cop,"John Kimble is a tough city cop who's been on the trail of drug dealer Cullen Crisp for years. He finally tracks Crisp down but it seems the only person that can testify against him is his ex-wife. The problem is she's disappeared and all Kimble knows is the name of the school in Oregon where her son attends. When things don't quite go to plan, Kimble finds he has to go undercover on his toughest assignment yet - Kindergarten teacher!",action
the hunt for red october,"Based on the Best Selling novel by Tom Clancy this film tells the story of Captain Marko Ramius, the skipper of the Soviet Union's newest nuclear sub. Jack Ryan of the CIA gets involved in a tense, tangled hunt for this sub, when Ramius defects, taking the ""Red October"" with him. The story is an action packed techno-thriller.",action
misery,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",drama
tremors,"A small town gradually becomes aware of a strange creature which picks off people one by one. But what is this creature, and where is it? At the same time, a seismologist is working in the area, she detects _tremors_. The creature lives underground, and can 'pop up' without warning. Trapped in their town, the town-folk have no escape.",comedy
ghost,"Sam and Molly were a very happy couple and deeply in love. Walking back to their apartment after a night out, they encounter an assailant in a dark alley and Sam is murdered.Trapped as a ghost and able to see and hear things that he didn't notice before, he realizes that his death was not an accident and that Molly is still in danger. Sam must communicate with Molly through a psychic while he tries to keep Molly safe from dangers the two never knew were so close at hand.",drama
the handmaid's tale,"In a dystopicly polluted rightwing religious tyranny, a young woman is put in sexual slavery on account of her now rare fertility.",drama
teenage mutant ninja turtles,"Four turtles and a rat are transformed into a humanized state by a mutagenetic gel in a sewer. The rat becomes their mentor, and teaches them all he knows regarding Ninjitsu. The turtles use their newfound skills to combat the crime in New York City. But when their mentor is captured by an enemy from the past, can they hold true to what they've learned, and stay together as a brotherhood?",action
captain america,"During World War II, a brave, patriotic American Soldier undergoes experiments to become a new supersoldier, ""Captain America."" Racing to Germany to sabotage the rockets of Nazi baddie ""Red Skull"", Captain America winds up frozen until the 1990s. He reawakens to find that the Red Skull has changed identities and is now planning to kidnap the President of the United States.",action
dick tracy,"All Tess Trueheart wants is to settle down to a quiet life with her boyfriend, detective Dick Tracy. But there's something pretty rotten going on in town, with someone pretty rotten behind it, and Tracy has his hands full with the likes of villain Big Boy Caprice and with the almost irresistable Breathless Mahoney.",action
child's play 2,"Chucky's back! The notorious killer doll with the satanic smile comes back to life in this new chapter depicting the terrifying struggle between young Andy Barclay (Alex Vincent) and the demonic doll attempting to possess his soul. Despite being roasted to a crisp in his last escapade, Chucky rises from the ashes after being reconstructed by a toy factory to dispel the negative publicity surrounding the doll. Back in one piece, Chucky tracks his prey to a foster home where the chase begins...",horror
back to the future part iii,"The conclusion of the trilogy sends Marty McFly on a rescue mission to the year 1885, where he must save Doc Brown from death at the hands of yet another member of the Tannen clan. However, there are a number of complications preventing a quick return to the future: a lack of gasoline for the time-traveling DeLorean, a band of gunslinging outlaws and a schoolmarm with affections for the smitten Doc.",adventure
days of thunder,"Cole Trickle enters the high-pressure world of Nascar racing. He's a hot driver with a hot temper, and this attitude gets him into trouble not only with other drivers, but members of his own team as well.",action
jacob's ladder,A traumatized Vietnam war veteran finds out that his post-war life isn't what he believes it to be when he's attacked by horned creatures in the subway and his dead son comes to visit him...,drama
rocky v,"The one-time champ, Rocky Balboa, has hit rock bottom and winds up in his old Philadelphia neighborhood...broke and ostracized. He trains a young boxer--Tommy Gunn--who turns ingrate. In spite of brain damage from his last fight with super-Soviet Ivan Drago, Rocky is willing to risk everything on another bout.",drama
flatliners,"Medical students begin to explore the realm of near death experiences, hoping for insights. Each has their heart stopped and is revived. They begin having flashes of walking nightmares from their childhood, reflecting sins they committed or had committed against them. The experiences continue to intensify, and they begin to be physically beaten by their visions as they try and go deeper into the death experience to find a cure.",drama
nightbreed,"A community of mutant outcasts of varying types and abilities attempts to escape the attentions of a psychotic serial killer and redneck vigilantes with the help of a brooding young man who discovers them. Based on the novel ""Cabal"" by Clive Barker.",fantasy
the witches,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",fantasy
