title,plot,genre
12 angry men,A dissenting juror in a murder trial slowly manages to convince the others that the case is not as obviously clear as it seemed in court.,drama
det sjunde inseglet,Ingmar Bergmann’s masterpiece film about confronting death. Death comes to a knight upon his arrival from battle and attempts to take him away. The knight challenges Death to a chess match as the people around them are haunted by the plague. The Seventh Seal comes from a riddle about crusaders who arrive home after a few years to find their people affected by the plague.,drama
the bridge on the river kwai,"The film deals with the situation of British prisoners of war during World War II who are ordered to build a bridge to accommodate the Burma-Siam railway. Their instinct is to sabotage the bridge but, under the leadership of Colonel Nicholson, they are persuaded that the bridge should be constructed as a symbol of British morale, spirit and dignity in adverse circumstances. At first, the prisoners admire Nicholson when he bravely endures torture rather than compromise his principles for the...",adventure
paths of glory,"This powerful, fact-based absurdity-of-war film stars Kirk Douglas as a commanding officer who defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.",drama
a face in the crowd,"""A Face in the Crowd"" charts the rise of a raucous hayseed named Lonesome Rhodes from itinerant Ozark guitar picker to local media rabble-rouser to TV superstar and political king-maker. Marcia Jeffries is the innocent Sarah Lawrence girl who discovers the great man in a back-country jail and is the first to fall under his spell",drama
witness for the prosecution,"When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is *supposed* to be on a diet of bland, civil suits. But the lure of the criminal courts is too much for him, especially when the case is so difficult: Vole's only alibi witness is his wife, the calm and coldly calculating Christine Vole. Sir Wilfrid's task becomes even more impossible when...",drama
smultronstället,"Professor of medicine Isak Borg travels to Lund University in order to receive his anniversary title. Along the road he meets strangers and relatives, and in his dreams he is confronted with his own past as well as fear of insufficiency.",drama
an affair to remember,"Nicky Ferrante is an international, European playboy setting forth on a cruise ship headed for New York to meet his wealthy fiancée. Terry McKay, a former night-club singer, is sailing to New York to be with her long-time boyfriend, who flew on ahead to close a business deal. Nicky and Terry meet on the long cruise, and romance, replete with complications, ensues.",drama
funny face,A shy Greenwich Village book clerk is discovered by a fashion photographer and whisked off to Paris where she becomes a reluctant model.,comedy
old yeller,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860's. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.",family
throne of blood,"A transposition of Shakespeare's 'Macbeth' to medieval Japan. After a great military victory, Lords Washizu and Miki are lost in the dense Cobweb Forest, where they meet a mysterious old woman who predicts great things for Washizu and even greater things for Miki's descendants. Once out of the forest, Washizu and Miki are immediately promoted by the Emperor. Washizu, encouraged by his ambitious wife, plots to make even more of the prophecy come true, even if it means killing the Emperor.",drama
sweet smell of success,Sweet Smell of Success is a Film Noir from American director Alexander Mackendrick. This drama tells the defamation of a media mogul against a jazz musician who wants to marry his sister.,drama
le notti di cabiria,"Cabiria is a wide-eyed waif, a streetwalker living in a poor section of Rome where she owns her little house, has a bank account, and dreams of a miracle. We follow her nights (and days): a boyfriend steals 40,000 lire from her and nearly drowns her, a movie star on the Via Veneto takes her home with him, at a local shrine she seeks the Madonna's intercession, then she meets an accountant who's seen her, hypnotized on a vaudeville stage, acting out her heart's longings. He courts her. Is it...",drama
the smallest show on earth," Jean and Bill are a struggling married couple with Bill trying to scrape a living as a writer. Out of the blue they receive a telegram informing them that Bill's long-lost uncle has died and left them his business - a cinema in the town of Sloughborough. They pack their bags and travel to Sloughborough expecting to sell the cinema to gain a huge inheritance, however, they discover the cinema is falling apart and is run by a comically incompetant staff who seem to have worked there...",comedy
sayonara,"Air Force Major Lloyd Gruver (Marlon Brando) is reassigned to a Japanese air base, and is confronted with US racial prejudice against the Japanese people. The issue is compounded because a number of the soldiers become romantically involved with Japanese women, in defiance of US military policy. Ordinarily an officer who is by-the-book, Gruver must take a position when a buddy of his, an enlisted man Joe Kelly (Red Buttons) falls in love with a Japanese woman Katsumi (Miyoshi Umeki) and marries...",drama
20 million miles to earth,"When the first manned flight to Venus returns to Earth, the rocket crash-lands in the Mediterranean near a small Italian fishing village. The locals manage to save one of the astronauts Colonel Calder, the mission commander. A young boy also recovers what turns out to be a specimen of an alien creature. Growing at a fantastic rate, it manages to escape and eventually threatens the city of Rome.",fantasy
a farewell to arms," Frederick Henry, an American serving as a volunteer ambulance driver with the Italian forces in the First World War, is wounded and falls in love with his attending nurse, the British Catherine Barkley. In the midst of war and some intrigue, the pair struggles to stay together and to survive the horrors around them. Written by Jim Beaver <[email protected]> ",drama
a hatful of rain,"Based on the stage play by Michael V. Gazzo, this noir-stained drama provides a searing look at the emotional carnage of a drug addicted ex-G.I. (Don Murray) along with his family and friends. Perhaps the harshest and most realistic perspective of a grim topic that holds up better than any other film of its type.",drama
a king in new york,"Due to a revolution in his country, King Shahdov comes to New York - almost broke. To get some money he goes to TV, making commercials and meets the child from communist parents. Due to this he is suddenly a suspected as a communist himself and has to face one of McCarthy's hearings.",comedy
abandon ship," After their luxury liner is sunk, a group of over twenty survivors take refuge in a life boat made for only nine. Included in the group are an old opera singer, a nuclear physicist, his wife and child, a General, a play-write and his dog, a college professor, a gambler and his mistress, the ship's nurse, and several members of the crew, including the Captain and executive officer. Soon, the captain dies from his injuries. The executive officer must take charge, and as a hurricane...",adventure
action of the tiger,"Carson is an American contraband runner approached by Tracy, a French woman who wants him to help rescue her brother from Albania where he is being held as a political prisoner.  - Written byRay Hamel <[email protected]> ",action
all mine to give,"This is the story of the Eunson family and their attempt to establish a new life for themselves in America. Jo and Robert Eunson have come from Scotland and are soon well established in their new home of Eureka. They and their 6 children fit in quickly in their new community. Tragedy strikes however when one of the boys contacts diphtheria. He recovers but patriarch Robert succumbs to the disease. As a single parent, mother Jo works as a seamstress but she too dies, of typhoid. On her deathbed,...",drama
ao-zora musume,"Early Masumura is contemporary with late Douglas Sirk -- both harnessed garish fifties modernism for a scathing, full-color portrait of ambition in the new middle class. In Blue Sky Maiden, Ayako Wakao plays good-natured Yuko, the illegitimate daughter of a well-off executive, raised in the country by relatives. Journeying to Tokyo she finds Father's Western-style house to be a nest of vipers straight out of There's Always Tomorrow, replete with Terrible Children, a housekeeper who sees all,...",comedy
april love,"A teenager (Pat Boone), recently in trouble with the police, is sent to live with his aunt and uncle on their Kentucky farm in order to rediscover life's values. Director Henry Levin's 1957 musical remake of ""Home In Indiana"" also stars Shirley Jones, Arthur O'Connell, Jeanette Nolan and Dolores Michaels.",comedy
attack of the crab monsters,"A group of scientists travel to a remote island to study the effects of nuclear weapons tests, only to get stranded when their airplane explodes. The team soon discovers that the island has been taken over by crabs that have mutated into enormous, intelligent monsters. To add to their problems, the island is slowly sinking into the ocean. Will any of them manage to escape?",horror
back from the dead,A newly married young woman is possessed by the evil spirt of her husband's deceased first wife. The possession turns her into a scheming killer who will stop at nothing to get what she wants.,horror
"bailout at 43,000",An Air Force major feels a volatile mixture of relief and anger when he is excused from performing a dangerous test in a new aircraft.,drama
band of angels,"Living in Kentucky prior to the Civil War, Amantha Starr is a privileged young woman. Her widower father, a wealthy plantation owner, dotes on her and he sends her to the best schools. When he dies suddenly however, Amantha's world is turned upside down. She learns that her father had been living on borrowed money and that her mother was actually a slave and her father's mistress. The plantation is to be sold to pay off her father's debts and as the daughter of slave, Amatha is also to be sold...",drama
battle hell,"While sailing lawfully up the Yangste in 1949, the British warship Amethyst found its return to the open sea blocked by Communist Chinese shore batteries that unexpectedly opened fire. In charge, Lietenant Commander Kerans was not however prepared for his crew and his ship to remain as a hostage for the Chinese to use as an international pawn.",drama
beginning of the end,"An attractive reporter investigating the mysterious destruction of an Illinois town stumbles upon a secret government laboratory conducting radiation experiments on vegetables. The lead scientist is eager to help find out what happened. Together they discover that giant grasshoppers are behind the devastation. Worse yet, thousands of them are headed toward Chicago! Can they be stopped... or is this the BEGINNING OF THE END?",scifi
blood of dracula," In a girl's boarding school, science teacher, Miss Branding, tests her theory that there is power within the human potential that is beyond that of the atom. Using hypnosis and a special amulet, a new and troubled student, Nancy Perkins, becomes the subject of her experiments which result in a series of full-moon murders. Written by alfiehitchie ",horror
blue murder at st. trinian's," To further the aims of the St Trinian's Marriage Bureau run by Flash Harry, the school contrives to win a competition with a European ""Goodwill"" trip as prize, to the horror of the Ministry of Education. Joe Mangan, father of a sixth former and hiding out at the school after a Hatton Garden diamond robbery, is persuaded to travel with the girls as their new headmistress, leaving the real one trussed up in the belfry. At least her arrival had allowed the remains of the Army unit...",comedy
bombers b-52,"Sgt. Chuch Brennan always disliked playboy and hotshot, Col. Jim Herlihy. Now Chuck has even more reason to, Jim is dating his daughter, Lois.",drama
borets i kloun," It's a story about two of the most famous russian personages. They become friends, and then go along on the path of glory in parallel. Written by Cesare Emilio Castelli ",drama
boy on a dolphin,"Phaedra is a poor sponge diver on the lovely Greek isle of Hydra. While diving, she discovers an ancient brass and gold stature of a boy riding a dolphin, which is said to have the magical power to grant wishes. Her shiftless boyfriend wants to sell it to an unscrupulous art collector, but Phaedra wants to give it to anthropologist Jim Calder, who would return it to the Greek government.",adventure
brothers in law,"Newly qualified barrister Roger Thursby joins his flatmate as a trainee at a London law firm. Thrown in at the deep end by the absent-minded senior partner, his first few appearances in court border on the disastrous as he encounters a succession of cantankerous judges.  - Written byJeremy Perkins {J-26} ",comedy
