title,plot,genre
back stage,"Roscoe and Buster are working at a vaudeville house. When the crew attacks the strongman for bullying his assistant, the man goes out on strike so the crew puts on a show. When the strongman starts shooting from the balcony, Buster rigs a swing, picks him up, and takes him to the stage where is again subdued.  - Written byEd Stephan <[email protected]> ",comedy
back to god's country," After her father is killed by an outlaw, Dolores marries Peter. While they're at sea in the Arctic, Dolores meets the ship's captain, who is the man who killed her father. The captain causes an 'accident' to happen to Peter, so Dolores is all alone and defenseless as they drop anchor in a remote harbor. Written by David Eickemeyer <[email protected]> ",adventure
blind husbands, An Austrian military officer and roue' attempts to seduce the wife of a surgeon. The two men confront each other in a test of abilities that ends surprisingly. Written by Jim Beaver <[email protected]> ,drama
broken blossoms,"Cheng Huan is a missionary whose goal is to bring the teachings of peace by Buddha to the civilized Anglo-Saxons. Upon landing in England, he is quickly disillusioned by the intolerance and apathy of the country. He becomes a storekeeper of a small shop. Out his window, he sees the young Lucy Burrows. She is regularly beaten by her prizefighter father, underfed and wears ragged clothes. Even in this deplorable condition, Cheng can see that she is a priceless beauty and he falls in love with her...",drama
bumping into broadway," She's a chorus girl in unpaid tryouts for a Broadway show, behind in her rent, about to be evicted. He's in the room next door, from Peoria, struggling to write his first comedy; he's also behind in his rent. He gives her his last dollar so she can square with ""Bearcat,"" the landlady, then he has to avoid Bearcat and her bouncer. Later, he tries to get his comedy read by the production manager at the same theater where his neighbor's just been fired. She's...",comedy
daddy long legs,"Wealthy Jervis Pendleton acts as benefactor for orphan Judy Abbott, anonymously sponsoring her in her boarding school. But as she grows up, he finds himself falling in love with her, and she with him, though she does not know that the man she has fallen for is her benefactor.",comedy
different from the others,Conrad Veidt plays a famous musician who is blackmailed for being gay. Eventually he stands trial and is convicted. At the end the Film pleads for the abolition of § 175(The Paragraph which punishes homosexuality).,drama
from hand to mouth," As a penniless man worries about how he will manage to eat, he is joined by a young waif and her dog, who are in the same predicament. Meanwhile, across town a dishonest lawyer is working with a gang of criminals, trying to swindle an innocent young heiress out of her inheritance. As the heiress is on her way home from the lawyer's office, she notices the young man and the waif in the midst of their latest problem with the authorities, and she rescues them. Later on, the young man will...",comedy
herr arnes pengar,"Three Scottish officers, including Sir Archi, murder Sir Arne and his household for a coffin filled with gold. The only survivor is Elsalill, who moves to relatives in Marstrand. There she meets a charming young officer - Sir Archi, and she soon understands that he was one of the murderers. She is in a classic dilemma between her love for Sir Archi and justice.",drama
just neighbors,"Suburban neighbors (Lloyd and Pollard) join together to build a garden shed, but through carelessness, wind up ruining the garden, as well as the laundry, which is drying in the yard. Further mayhem ensues when chickens are set loose.  - Written byHerman Seifer <[email protected]> ",comedy
la bestia nera," Pickpockets 'Stoop' Connors and Mary Stevens often work together, but they are now having a falling out over a job that Connors had planned for the evening. Meanwhile, socialite Adele Hoyt breaks off her engagement with Kent Mortimer, who has lost the fortune that interested her in him. Then, as Adele is going out for the evening, her pearl necklace falls to the ground. Mary, standing nearby, quickly grabs it and runs off. As she is being pursued by police and others, Mary slips...",drama
the delicious little devil,"A poor hat-check girl loses her job and is forced to get a job as a dancer at a roadhouse. There she falls in love with the son of a rich businessman. The boy's father, believing her to be after the family's money, determines to embarrass her and show his son what she really is.  - Written by[email protected] ",comedy
the glorious lady,"During the annual English celebration in which peasants and aristocrats mingle, the Duke of Loame, a contestant in the ""point-to-point"" horse race, is thrown from his horse and saved by Ivis Benson, a tenant farmer's daughter, who was leading the race. Both are injured and they fall in love during the duke's visits while Ivis recovers, to the dismay of his mother and Lady Eileen, his mother's choice for his bride. After the duke and Ivis marry, the Dowager Duchess and Lady Eileen have Lady...",drama
the grim game,"Jailed unjustly for a murder he did not commit, a young man uses his amazing powers of escape to free himself and pursue the actual killers, who hold his fiancée captive.",adventure
the hoodlum,"A spoiled young rich girl is forced by misfortune to fight for survival in the slums and alleys, where she becomes involved with all manner of unpleasantness.  - Written byJim Beaver <[email protected]> ",comedy
the oyster princess,"A pampered American oyster tycoon decides to buy a husband for his daughter, but things don’t go quite as planned. Along the way there are mishaps, misunderstandings and a foxtrot sequence that must be seen to be believed.",comedy
the spiders - the golden sea," In San Francisco, the sportsman Kay Hoog tells to the members of a club that he has found a message in a bottle with a map from a Harvard's missing professor telling about a treasure of an Inca lost civilization still alive. He decides to go to Peru to seek the gold. However, members of the secret criminal organization ""The Spiders"" leaded by Lio Sha break in Kay's mansion during the night and steal the map. Kay Hoog travels to Peru, where he retrieves his map and a...",adventure
