title,plot,genre
psycho,"Marion Crane works at a Real Estate Office in Arizona. She has a sister named Lila and a boyfriend named Sam. She wants to marry Sam, but the two do not have enough money, since Sam is still paying off his ex-wife's alimony, and she has a small job at Lowery's office. One Friday, December the eleventh, Mr. Cassidy, a rich oil tycoon, comes to the office to give Lowery $40,000 to buy a house for his daughter's wedding present. Lowery asks Marion to deposit the cash and she said she would....",horror
the magnificent seven,"A bandit terrorizes a small Mexican farming village each year. Several of the village elders send three of the farmers into the United States to search for gunmen to defend them. They end up with 7, each of whom comes for a different reason. They must prepare the town to repulse an army of over 100 bandits who will arrive wanting food. An Americanization of the film, ""Shichinin no samurai.""",action
spartacus,Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.,action
the apartment,The Apartment came out shortly after the success of ‘Some Like it Hot’ from director Billy Wilder and thus making it the most successful films of the year. Full of trivialities this comedy is a harsh critic of coporate world and the American way of life. Bud Baxter is a struggling clerk in a huge New York insurance company. He's discovered a quick way to climb the corporate ladder - by lending out his apartment to the executives as a place to take their mistresses. He often has to deal with...,comedy
la dolce vita,"An episodic romantic film, built up with many stories instead of one main plot, that ponders the voids and decadence of high society. A classic film and upon it’s first night out a scandal. The 1960 film by Federico Fellini is named the film that split up his earlier neo-realist films from the art films he did later in his career.",comedy
the time machine,"Responding to an invitation issued five days earlier, five gentlemen meet at the London residence of their mutual friend, scientist George, who, having arrived late and disheveled, recounts the last five days, beginning with the group's 31 December 1899 meeting: George explains that he has been working for two years to prove the possibility of movement within the fourth dimension, time, by creating a time machine to carry man into the future or past.",adventure
ocean's eleven,Ocean's Eleven is the 'Rat-Pack' comedy about robber Danny Ocean and his gang's attempt to rob the five biggest casinos in Las Vegas.,comedy
the little shop of horrors,"Seymour is a young man who works in a flower store. He manages to create a carnivorous plant that feeds on human flesh. Nobody knows about it, so Seymour and the plant become good ""friends."" The plant needs food to grow up, so it convinces him to start killing people.",comedy
north to alaska,"Sam and George strike gold in Alaska. George sends Sam to Seattle to bring George's fiancé back to Alaska. Sam finds she is already married, and returns instead with Angel. Sam, after trying to get George and Angel together, finally romances Angel, who, in the meantime, is busy fighting off the advances of George's younger brother, Billy.",comedy
exodus,The theme is the founding of the state of Israel. The action begins on a ship filled with Jewish immigrants bound for Israel who are being off loaded on Cyprus. An Intelligence officer succeeds in getting them back on board their ship only to have the harbor blocked by the British with whom they must negotiate. The second part deals with declaring independence and the resulting warring.,action
swiss family robinson,"A family in route to New Guinea is shipwrecked on a deserted tropical island. They are forced to remain on the island because of the damage to the ship and the pirates that are roaming the islands. They create a home on the island (centering around a huge treehouse) and explore the island and it's wildlife. Plenty of adventure ensues as the family deals with issues of survival, pirates, and the brothers must learn how to live on the island with an uncertain future.",adventure
peeping tom,"Mark Lewis is a cameraman in a film studio. In his off-hours, he takes nude 'art' photographs which are sold under-the-counter by newsagents. Mark's father was a famous scientist who devoted his life to the study of the psychology of fear, using his own son as his 'guinea pig'. His father would wake him by shining a bright light in his eyes and photograph his terrified reactions with a cine camera. Mark, now an adult, has grown into an insane killer with an obsession to record on celluloid the...",horror
les yeux sans visage,"A brilliant scientist, Professor Genessier, is guilt-stricken after having disfigured his daughter’s face in a car accident. He has almost perfected the technique of grafting skin tissue and intends to use this science to rebuild his daughter’s damaged face. But he needs a supply of donors to experiment on.",horror
the alamo,The legendary true story of a small band of soldiers who sacrificed their lives in hopeless combat against a massive army in order to prevent a tyrant from smashing the new Republic of Texas.,adventure
