title,plot,genre
cabaret,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles (Liza Minnelli) and an impish emcee (Joel Grey) sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",drama
deliverance,"The Cahulawassee River is soon to be destroyed, along with the beautiful country that surrounds it. Eager to see it before it's gone, adventurer and outdoor fanatic Lewis (Burt Reynolds) organizes a trip for him and his friends Ed (Jon Voight), Drew (Ronny Cox) and Bobby (Ned Beatty) to river-raft their way from top to bottom in search of great adventure. Little do they know, they're in for much more than they originally bargained for when two mountain men take Ed and Bobby hostage. In a brave...",adventure
carry on abroad," A group of holidaymakers head for the Spanish resort of Elsbels for a 4-day visit. When they get there, they find the Hotel still hasn't been finished being built, and the weather is awful. And there is something strange about the staff. They all look very similar. To top it all off, the weather seems to be having an adverse affect on the Hotel's foundations... Written by Simon N. McIntosh-Smith <[email protected]> ",comedy
last tango in paris,"Marlon Brando delivers a fascinating performance as a man torn apart by his wife's suicide who attempts to bury his grief in a sudden, purely carnal relationship with an alluring stranger (Maria Schneider).",drama
solyaris,"Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.",drama
pink flamingos,"Notorious Baltimore criminal and underground figure Divine goes up against Connie & Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",comedy
the last house on the left,"Mari and Phyllis go to the ""big city"" to see their favorite band BloodLust. Along the way they meet up with newly escaped convict Krug and his gang.",horror
the poseidon adventure,"A passenger ship, on her way to the scrap yard is pushed to her limits by the new owners to save on the dismantling fees. A tidal wave hits her, flipping her over so that all the internal rooms are upside down. A priest takes a mixed band of survivors on a journey through the bowels of the ship in an attempt to survive.",action
meng long guo jiang,"Tang Lung arrives in Rome to help his cousins in the restaurant business. They are being pressured to sell their property to the syndicate, who will stop at nothing to get what they want. When Tang arrives he poses a new threat to the syndicate, and they are unable to defeat him. The syndicate boss hires the best Japanese and European martial artists to fight Tang, but he easily finishes them off.",action
what's up doc?,"Two researchers have come to San Francisco to compete for a research grant in Music. One seems a bit distracted, and that was before he meets her. A strange woman seems to have devoted her life to confusing and embarassing him. At the same time a woman has her jewels stolen and a government whistle blower arrives with his stolen top secret papers. All, of course have the same style and color overnight bag.",comedy
avanti,A successful businessman goes to Italy to arrange for the return of his tycoon-father's body only to discover dad died with his mistress of long standing.,comedy
jeremiah johnson,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-to-one combat on the early frontier.,adventure
the big bird cage,"Terry gets caught up with the two revolutionaries, Blossom and Django, and finds herself in a concentration camp for women. In the camp is a towering wooden machine (""The Big Bird Cage"") in which the women risk their lives processing sugar as the evil warden looks on while subjected to sadistic cruelty from the guards and fellow prisoners, and all attempts at escape are delt with... permanently.",action
cries and whispers,"When a woman dying of cancer in turn-of-the century Sweden is visited by her two sisters, long repressed feelings between the siblings rise to the surface.",drama
the getaway,"A recently released ex-con and his loyal wife go on the run after a heist goes awry. Doc McCoy gets bailed out of prison by his wife, Carol, on the condition that the two pull off a bank heist for a corrupt politician. But Doc learns that things aren't on the level as he and Carol try to make off with lots of cash.",action
silent running,"In a future where all flora is extinct on Earth, an astronaut is given orders to destroy the last of Earth's plant life being kept in a greenhouse on board a spacecraft.",drama
