title,plot,genre
the adventures of robin hood,Robin Hood (Errol Flynn) fights nobly for justice against the evil Sir Guy of Gisbourne (Basil Rathbone) while striving to win the hand of the beautiful Maid Marian (Olivia de Havilland).,action
bringing up baby,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",comedy
you can't take it with you,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby. His wealthy banker father, Anthony P. Kirby, and his snobbish mother, strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things do not turn out the way Alice had hoped.",comedy
rebecca of sunnybrook farm, Rebecca's Uncle Harry leaves her with Aunt Miranda who forbids her to associate with show people. But neighbor Anthony Kent is a talent scout who secretly set it up for her to broadcast. Written by Ed Stephan <[email protected]> ,family
a brivele der mamen," One of the last Yiddish films made in Poland before the Nazi invasion, this film tells the story of a mother's persistent struggles to support her three children in pre-war World War II Polish Ukraine. After her family is pulled apart by severe poverty and the turmoil of war, she and her children make their way to New York and turn to the Hebrew Immigrant Aid Society for help. Written by National Center for Jewish Film ",drama
a christmas carol,"On Christmas Eve, an old miser named Ebenezer Scrooge is visited by the spirit of his former partner, Jacob Marley. The deceased partner was in his lifetime as mean and miserly as Scrooge is now and he warns him to change his ways or face the consequences in the afterlife. Scrooge dismisses the apparition but the first of the three ghosts, the Ghost of Christmas Past, visits as promised. Scrooge sees those events in his past life, both happy and sad, that forged his character. The second...",drama
a yank at oxford,"Lee Sheridan, a young American comes to study at Oxford University, but is instantly disliked by the other students, because of his brash and big-headed attitude. After several scrapes with the college professors, and the wife of the local book seller, he becomes a hero when he joins the rowing club, and coxes the boat crew to beat Cambridge, in the annual boat race.",drama
aleksandr nevskiy,"It is the 13th century, and Russia is overrun by foreign invaders. A Russian knyaz', or prince, Alexander Nevsky, rallies the people to form a ragtag army to drive back an invasion by the Teutonic knights. This is a true story based on the actual battle at a lake near Novgorod.",action
alexander's ragtime band,This send-up of ragtime song and dance begins in 1915 San Francisco when society boy Roger Grant decides to pursue popular rather than serious music.,drama
algiers,"Pepe Le Moko is a notorious thief, who escaped from France. Since his escape, Moko became a resident and leader of the immense Casbah of Algiers. French officials arrive insisting on Pepe's capture are met with unfazed local detectives, led by Inspector Slimane, who are biding their time. Meanwhile, Pepe meets the beautiful Gaby , which arouses the jealousy of Ines",drama
billy the kid returns,"After Pat Garrett kills Billy the Kid, Billy's look-alike Roy Rogers arrives and is mistaken for him. Although a murderer, Billy was on the side of the homesteaders against the large ranchers. As Billy's death is unknown, Roy gets Garrett to let him pose as Billy to continue the fight, but without the killing.",comedy
block-heads,"It's 1938, but Stan doesn't know the war is over; he's still patrolling the trenches in France, and shoots down a French aviator. Oliver sees his old chum's picture in the paper and goes to visit Stan who has now been returned to the States and invites him back to his home.",comedy
breaking the ice,"Breaking The Ice begins while Tommy Martin (Bobby Breen) and his mother, Martha Martin (Dolores Costello) say goodbye to Henry and Reuben Johnson ( John 'Dusty' King and Delmar Watson ). After having stopped by the Mennonite farm, where Tommy and Martha stay with the William and Annie Decker ( Robert Barrat and Dorothy Peterson ), the Johnsons are headed back to their hometown of Goshen. The balance of the film is concerned with both trying to get the necessary train fare and with Tommy...",drama
bulldog drummond in africa," On the eve of his wedding Captain Hugh Drummond is off to Morocco when Scotland Yard's Colonel J.A. Nielson is kidnapped by international criminal Richard Lane. With his fiancée Phyllis Clavering, friend 'Algy' Longworth and his trusty valet 'Tenny' Tennyson, Bulldog flies his own plane 1200 miles only to find the local British Consul ordering him home without delay. Drummond isn't an easy man to get rid of however and they soon mount their rescue plan. ...",adventure
bulldog drummond's peril," In this episode captain Drummond tries to find the killer of various people. All assassinations were provoked by a diamond of great value, but Drummond will face the danger. Written by Volker Boehm ",action
child bride," Jennie is a twelve-year-old girl living with her parents in extremely rural mountain country. Her schoolteacher, Miss Carol, though a mountain girl herself, has gone off to be educated and returned in hopes of stopping the tradition of child marriage which permeates the culture. Jennie's father Ira is a good man who tries to protect Miss Carol from the men who threaten her if she doesn't call off her crusade. One of these men, Jake Bolby, has his eye on little Jennie and plots to...",drama
children of the wild,"Tom Turner, a naturalist, comes to the ""Topa Topa"" district (named for the mountain), and falls in love with widow Margaret Weston...",adventure
crackerjack,"Jack Drake,a man with a hundred faces and in reality a modern-day Robin Hood known only as Crackerjack, thrills all England with his exploits of stealing from the rich and giving to the poor. As a guest at a society party ""Crackerjack"" steals some valuable pearls, and the next day learns there has also been a hold-up at the party and a man killed. and Scotland Yard considers Crackerjack to be the leader of the killer-gang, and he realizes that someone is using his name to cover...",comedy
dad and dave come to town,"Dad and Dave Come to Town is a 1938 Australian comedy film directed by Ken G. Hall, the third in the 'Dad and Dave' comedy series starring Bert Bailey. It was the feature film debut of Peter Finch",comedy
drums,"Set in the India of the British Raj. All the Indians are portrayed as untrustworthy, plotting to overthrow their British masters. The only 'loyal' Indian is Prince Azim who tries to warn the British of the impending revolt by tapping out messages on the Drum of the title",adventure
everybody sing,The story is about a bunch of eccentrics in a family that are intent on putting on a show and bursting into song numbers at the drop of a hat.,comedy
everything is fine,"Hailed as one of the greatest Egyptian comedies of all time, Everything Is Fine stars Egyptian theatre legend Naguib El Rihany as Salama, a humble office clerk whose routine bank-deposit errand quickly evolves into the adventure of a lifetime. After finding the bank closed and the streets seemingly swarming with thieves, Salama decides to place the company money in a safe at the luxurious Nefretiti Palace Hotel. But things go hilariously awry when the hotel manager mistakes him for an...",comedy
flash gordon's trip to mars," Flash, Dale, and Dr. Zarkov return from their former space adventures only to find that their enemy, Ming the Merciless of planet Mongo, has a new weapon: a deadly ray that crosses space to wreak havoc on earth. Earth's only hope is for our heroes to take off again and stop the ray at its source on Mars, where they (and a stowaway) must battle Ming's ally, Queen Azura, who turns her enemies into lumpish clay people. Can they survive 15 chapters of deadly perils? Find out next week......",action
fools for scandal," Rene is broke and Kay is a rich actress visiting Paris. They meet, share a cab and dinner. He is smitten by her, but she leaves for London and he follows. At her house, when he cooks the dessert, the chef quits and he takes the job, unbeknownst to Kay. By the next day, the scandal is all over London about him living in her house and that upsets Philip, who wants Kay for his wife. Kay tells Rene to leave, but Rene plans to get rid of Philip. Written by Tony Fontana...",comedy
four daughters,"Musician Adam Lemp and his four equally musical daughters, Emma, Ann, Kay, and Thea, live happily together. Each daughter has an upstanding young man for whom she cares. However, the arrival of a cynical, slovenly young composer named Mickey Borden turns the household upside-down, and romantic and tragic complications ensue.",drama
four's a crowd," Robert will do anything to get the big account that has eluded him. His public relations business makes public angels of rich scoundrels. Jean needs someone to save the paper and she wants Robert. When he finds out that Pat is dating Lorri, John Dillingwell's granddaughter, he gets involved. Robert begins to make John the most hated man and Lorri blames Pat, the publisher. He then goes to John for a job to erase all the bad publicity that he has gotten from the paper. This works until Pat...",comedy
frontier scout," After fighting in the Civil War, Wild Bill Hickok and Whiney head west to investigate missing cattle herds. There they meet their war buddy Norris who is now in the cattle business. When he is unable to explain the missing herds, Bill goes into action. Written by Maurice VanAuken <[email protected]> ",action
gold diggers in paris," When the representative of the Paris International Dance Exposition arrives in New York to invite the Academy Ballet of America to compete for monetary prizes, the taxi driver mistakenly brings him to the Club Ballé, a nightclub on the brink of declaring bankruptcy. The owners, Terry Moore and Duke Dennis, jump at the chance to go, despite being aware of the mistake. They hire ballet teacher, Luis Leoni, and his only pupil, Kay Morrow, to join the group, hoping to teach their two dozen...",comedy
heartbeat,"Meeting a movie team on location near his house, a young man saw a lots of encouragment for his dreaming carreer as a movie star in what was only sarcasm from the members of the team. (This is the caracteristic of a schountz: someone who see himself as a born movie comedian and is blind on the critics to his dream) After he has signed a fake contract which he blindly take as genuine even if it is ridiculous, he starts to Paris without money to make his carreer.  ...",comedy
held for ransom," The kidnappers of Herbert Scott have been paid the demanded ransom but have not returned Scott. The police chief suspects Larry Scott, the spendthrift nephew, but an opposing view is held by Morrison, federal operator in charge of the case. He assigns Betty Mason, his best woman operative, to the case. Written by Les Adams <[email protected]> ",action
holiday,"Johnny Cose (Cary Grant), a freethinking financier, has finally found the girl of his dreams — Julia Seton (Doris Nolan), the spoiled daughter of a socially prominent millionaire — and she's agreed to marry him. But when Johnny plans a holiday for the two to enjoy life while they are still young, his fiancée has other plans & that is for Johnny to work in her father's bank!",comedy
hôtel du nord,"On the banks of Canal Saint-Martin in Paris, 1938. As the residents of the family-run Hôtel du Nord celebrate a first-communion lunch, a young couple named Renée and Pierre arrive, planning a double suicide. Pierre wounds Renée. Unable to kill himself, he escapes into the night and gives himself up. Local pimp Edmond finds and keeps Pierre's gun. To Edmond's delight, the benevolent hotel managers the Lecouvreurs take Renée in as a maid although his partner, the prostitute Raymonde, is not...",drama
i accuse," After serving in the trenches of World War I, Jean Diaz recoils with such horror that he renounces love and personal pleasure to immerse himself in scientific research, seeking a machine to prevent war. He thinks he has succeeded, but the government subverts his discovery, and Europe slides with seeming inevitability toward World War II. In desperation, Diaz summons the ghosts of the war dead from the graves and fields of France to give silent, accusing protest. Written by ...",drama
if i were king," In 1463, Paris is besieged by the Duke of Burgundy, arch-rival of the king, who is content to sit tight while the poor starve. But there are traitors in Paris, and King Louis goes undercover to find one, thereby meeting Francois Villon, poet, philosopher and rogue. By chance Villon kills the king's traitor and is ordered to replace him...as Grand Constable of France! But there's a catch... Written by Rod Crawford <[email protected]> ",adventure
in old chicago," Story of the great fire of 1871. Fictional story of two sons of Mrs. O'Leary (the owner of the cow which started the fire), one a rogue (Power) the other a lawyer (Ameche). One of the most expensive films of its time ($1.8 million). Written by Ed Stephan <[email protected]> ",action
international crime," Lamont Cranston (Rod La Rocque), amateur criminologist and detective, with a daily radio program, sponsored by the Daily Classic newspaper, has developed a friendly feud that sometimes passes the friendly stage with Police Commissioner Weston (Thomas E. Jackson). He complains to his managing editor, Edward Heath (Oscar O'Shea), over the problems that have developed in his department since Phoebe Lane (Astrid Allwyn) has been hired as his assistant. He is advised to forget it since she is...",adventure
jezebel,"Spoiled, strong-willed New Orleans belle Julie Marsden (Bette Davis) is engaged to banker Preston 'Pres' Dillard (Henry Fonda). In retaliation for Pres refusing to drop his work and accompany her while she shops for a dress, she orders a brazen red one for the most important ball of the year, one where white dresses for unmarried women are expected. All of Julie's friends are shocked, but no one can convince her to give up her whim.At the Olympus ball, every woman on the floor is dressed in...",drama
joy of living,"Broadway star Margaret Garrett has spent her whole life working to support her sponging relatives. When she meets carefree Dan Webster, she learns how to have fun for the first time.",comedy
kidnapped, In the late eighteenth century David Balfour's evil uncle arranges for him to be kidnapped and sent to sea where he meets exiled Breck. The two make their way back to Scotland and justice. Written by Ed Stephan <[email protected]> ,adventure
la bête humaine,"Séverine and her husband Roubaud kill their former employer in a train. Engineer Jacques watches them, but doesn't tell the police, because he's in love with Severine. But in an epileptic attack he kills her...",drama
listen darling," To stop Pinkie's mother Dottie from marrying a man they know she does not love, Pinkie and her friend Buzz kidnap her in the family trailer to live a life on the open road without worries about how to make ends meet. They then get the idea to find a husband for her whom both she and Pinkie would like. Written by Leon Wolters <[email protected]> ",comedy
little miss broadway, An orphan is provisionally adopted by the manager of a hotel populated by show business people. The hotel's owner doesn't like the entertainers and wants the girl returned to the orphanage. Written by Ed Stephan <[email protected]> ,drama
love finds andy hardy,A 1938 romantic comedy film which tells the story of a teenage boy who becomes entangled with three different girls all at the same time.,comedy
maid's night out, A millionaire's son works as a milkman for a month to win a bet with his father. While delivering milk he falls in love with a young debutante whom he mistakes for a maid. Written by Ken Carson <kcarso[email protected]> ,romance
mamele," Mamele embraces the entire gamut of interwar Jewish life in Lodz--tenements and unemployed Jews, nightclubs and gangsters, religious Jews celebrating sukkot--but the film belongs to Molly Picon who romps undaunted through her dutiful daughter role saving siblings, keeping the family intact, singing and acting her way through the stages of a woman's life from childhood to old age. Written by National Center for Jewish Film ",comedy
mannequin,"A hardworking factory girl (Joan Crawford) marries her childhood sweetheart (Alan Curtis) in a desperate attempt to leave her Hester Street tenement home behind her. Despite advances made by a wealthy shipping magnate (Spencer Tracy), Crawford refuses to leave her deadbeat husband — until he proposes a get-rich-quick scheme so reprehensible that she finds her love for him put to the test.",drama
merrily we live,"Dizzy society matron Emily Kilbourne has a habit of hiring ex-cons and hobos as servants. Her latest find is a handsome ""tramp"" who shows up at her doorstep and soon ends up in a chauffeur's uniform. He also catches the eye of her pretty Geraldine.",comedy
"mr. wong, detective","When a dying man asks for Mr. Wong's help (played by Boris Karloff), this begins an investigation of his murder and that of two others. Spies and a formula for a poison gas are involved.",adventure
my bill,"Francis is the mother of four kids, three of whom are ungrateful to their widowed mom and move in with their wealthy aunt. Only Moore remains faithful to his mother. He befriends a wealthy neighbor, and when she passes away, they discover she has left her entire fortune to Moore.",drama
nancy drew detective," Nancy Drew and Ted Nickerson solve a kidnapping case of a wealthy elderly lady. Ted has to disguise himself as a nurse while Nancy beomse a ""widow"" in order to locate the lady they are rescuing. Written by SM <[email protected]> ",comedy
next time i marry,"Heiress Nancy Crocker Fleming will only receive her inheritance if she marries a ""plain American."" Her late father was afraid a foreign gigolo would steal her heart and money. So Nancy pays Tony Anthony, working on a WPA road project, to marry, then divorce her. When Nancy inadvertently drives off with Tony's dog, Tony seemingly kidnaps her to retrieve the pooch, which leads to a cross-country race between the two to reach Reno and the divorce court since neither one wants to be the second to...",comedy
of human hearts,"This is a story about family relationships, set in the time before and during the American Civil War. Ethan Wilkins is a poor and honest man who ministers to the human soul, while his son Jason yearns to be a doctor, helping people in the earthly realm. It is a rich story about striving for excellence, the tension of father-son rebellion, and the love of a mother that can never die.",drama
peck's bad boy with the circus,"Trouble-prone Billy Peck and his gang descend on a traveling circus that has just hit town, and before long their antics are causing the circus owner all kinds of problems.",comedy
port of missing girls," Nightclub singer Della Mason (Judith Allen)witnesses a murder and is forced by the killer to flee with him from the scene of the crime. Escaping from the gangster, she secretly boards the ship of Captain Josiah Storm (Harry Carey), a woman-hater, and the ship sails from San Francisco headed for China. Della is discovered by Jim Benton (Milburn Stone, the ship's first mate and he pleads her case to the captain. He leaves her in under the protection of Minnie (Jane Jones)at...",adventure
prison nurse," A state prison is threatened by approaching floods, an epidemic of typhoid fever breaks out among the inmates, the prison's only doctor falls sick, there are only three nurses to administer vaccines and take care of stricken patients--and a group of prisoners is planning to use the chaos as a cover for a mass escape. Written by [email protected] ",drama
