title,plot,genre
split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him—as well as everyone around him—as the walls between his compartments shatter apart.",thriller
spider-man: homecoming,"Spider-Man: Homecoming finds Peter Parker thrilled by his experience with the Avengers. He soon returns home to live with his Aunt May. Under the watchful eye of mentor Tony Stark, Parker starts to embrace his newfound identity as Spider-Man. He also tries to return to his normal daily routine, distracted by thoughts of proving himself to be more than just a friendly neighborhood superhero. Peter must soon put his powers to the test when the evil Vulture emerges to threaten everything that he...",action
wonder woman,"Before she was Wonder Woman (Gal Gadot), she was Diana, princess of the Amazons, trained to be an unconquerable warrior. Raised on a sheltered island paradise, Diana meets an American pilot (Chris Pine) who tells her about the massive conflict that's raging in the outside world. Convinced that she can stop the threat, Diana leaves her home for the first time. Fighting alongside men in a war to end all wars, she finally discovers her full powers and true destiny.",action
get out,"In Universal Pictures’ Get Out, a speculative thriller from Blumhouse (producers of The Visit, Insidious series and The Gift) and the mind of Jordan Peele, when a young African-American man visits his white girlfriend’s family estate, he becomes ensnared in a more sinister real reason for the invitation.Now that Chris (Daniel Kaluuya, Sicario) and his girlfriend, Rose (Allison Williams, Girls), have reached the meet-the-parents milestone of dating, she invites him for a weekend getaway...",horror
star wars: the last jedi,"Rey took her first steps into a larger world in Star Wars: The Force Awakens. Now she will continue her epic journey with Finn, Poe, and Luke Skywalker in the next chapter of the continuing Star Wars saga, Star Wars: The Last Jedi. Star Wars 8 is the anticipated sequel continues the storylines introduced in Star Wars: The Force Awakens. Coming back are cast members Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Lupita Nyong'o, Domhnall Gleeson, Anthony...",action
it,"In Stephen King's IT, when children begin to disappear in the town of Derry, Maine, neighborhood kids band together to square off against Pennywise, an evil clown whose history of murder and violence dates back for centuries.",horror
baywatch,"Baywatch follows devoted lifeguard Mitch Buchannon (Dwayne Johnson) as he butts heads with a brash new recruit (Zac Efron). Together, they uncover a local criminal plot that threatens the future of the Bay.",action
blade runner 2049,"In Blade Runner 2049, Officer K (Ryan Gosling), a new blade runner for the Los Angeles Police Department, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. His discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former blade runner who's been missing for 30 years.",scifi
pirates of the caribbean: dead men tell no tales,"Thrust into an all-new adventure, a down-on-his-luck Captain Jack Sparrow finds the winds of ill-fortune blowing even more strongly when deadly ghost pirates led by his old nemesis, the terrifying Captain Salazar (Bardem), escape from the Devil's Triangle, determined to kill every pirate at sea...including him. Captain Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, a powerful artifact that bestows upon its possessor total control over the seas.",action
jumanji: welcome to the jungle,"Welcome to the Jungle, baby! Four high school kids discover an old video game console and are drawn into the game's jungle setting, literally becoming the adult avatars they chose. What they discover is that you don't just play Jumanji - you must survive it. To beat the game and return to the real world, they'll have to go on the most dangerous adventure of their lives, discover what Alan Parrish left 20 years ago, and change the way they think about themselves - or they'll be stuck in the game...",adventure
baby driver,"A talented, young getaway driver (Ansel Elgort) relies on the beat of his personal soundtrack to be the best in the game. When he meets the girl of his dreams (Lily James), Baby sees a chance to ditch his criminal life and make a clean getaway. But after being coerced into working for a crime boss (Kevin Spacey), he must face the music when a doomed heist threatens his life, love and freedom.",action
the shape of water,"The Shape of Water is an other-worldly story, set against the backdrop of Cold War era America circa 1963. A mysterious and magical journey from Guillermo del Toro. The film stars Sally Hawkins, Michael Shannon, Richard Jenkins, Doug Jones, Michael Stuhlbarg and Octavia Spencer.",drama
kong: skull island,"In the spirit of its worldwide blockbuster Godzilla, Legendary Pictures presents a bold new take on the mythos of another iconic beast with KONG: SKULL ISLAND, which stars Tom Hiddleston (The Avengers and Thor series).  Directed by Jordan Vogt-Roberts (The Kings of Summer) and written by John Gatins (Flight) and Max Borenstein (Godzilla), KONG: SKULL ISLAND will fully immerse audiences in the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep...",adventure
john wick: chapter 2,"Keanu Reeves returns in the sequel to the 2014 hit as legendary hitman John Wick who is forced to back out of retirement by a former associate plotting to seize control of a shadowy international assassins’ guild. Bound by a blood oath to help him, John travels to Rome where he squares off against some of the world’s deadliest killers.",action
