title,plot,genre
gemini man,"Gemini Man is an innovative action-thriller starring Will Smith as Henry Brogan, an elite assassin, who is suddenly targeted and pursued by a mysterious young operative that seemingly can predict his every move. The film is directed by Academy Award®-winning filmmaker Ang Lee and produced by renowned producers Jerry Bruckheimer and David Ellison. Also starring are Mary Elizabeth Winstead, Clive Owen and Benedict Wong. Gemini Man opens in theaters October 4, 2019.",action
the curse of la llorona,"Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm.",horror
someone great,"An aspiring music journalist lands her dream job and is about to move to San Francisco when her boyfriend of nine years decides to call it quits. To nurse her broken heart, she and her two best friends spend one outrageous last adventure in New York City.",comedy
high life,"A group of criminals agree to go on a suicide mission into space in the hope of finding alternate energy sources, and to take part in experiments in human reproduction.",adventure
godzilla: king of the monsters,"The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.",thriller
the silence,"When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her hearing at 13, and her family seek refuge in a remote haven. But they discover a sinister cult who are eager to exploit Ally’s heightened senses. The Silence is directed by John R. Leonetti (Annabelle) and stars Stanley Tucci, Kiernan Shipka, Miranda Otto, John Corbett, Kate Trotter and Kyle Breitkopf.",horror
star wars: the rise of skywalker,"Continuing the saga of what happens after Star Wars: The Force Awakens, Star Wars: Episode 8 and of course the original trilogy that spawned the storyline.",action
pet sematary,"Updated version of Stephen King's ""Pet Sematary."" The following is how the 1983 book is described:""The road in front of Dr. Louis Creed's rural Maine home frequently claims the lives of neighborhood pets. Louis has recently moved from Chicago to Ludlow with his wife Rachel, their children and pet cat. Near their house, local children have created a cemetery for the dogs and cats killed by the steady stream of transports on the busy highway. Deeper in the woods lies another graveyard, an...",horror
hobbs & shaw,"A spinoff of The Fate of the Furious, focusing on Johnson's US Diplomatic Security Agent Luke Hobbs forming an unlikely alliance with Statham's Deckard Shaw.",action
us,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",thriller
the highwaymen,Texas Ranger Frank Hamer and ex-partner Maney Gault are drawn out of retirement in a last-ditch effort to hunt down Bonnie and Clyde. Based on true events.,drama
long shot,"When Fred Flarsky reunites with his first crush, one of the most influential women in the world, Charlotte Field, he charms her. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly.",romance
aladdin,"A thrilling and vibrant live-action adaptation of Disney’s animated classic, “Aladdin” is the exciting tale of the charming street rat Aladdin, the courageous and self-determined Princess Jasmine and the Genie who may be the key to their future. Directed by Guy Ritchie, who brings his singular flair for fast-paced, visceral action to the fictitious port city of Agrabah, “Aladdin” is written by John August and Ritchie based on Disney’s “Aladdin.” The film stars Will Smith as the...",adventure
the perfect date,"Brooks Rattigan (Noah Centineo) has the academic chops to get into his dream Ivy League school, but what he’s missing is an outstanding extracurricular — and the money. When he seizes on an opportunity to make some extra cash by posing as the boyfriend of a self-assured, combat boot-loving girl named Celia Lieberman (Laura Marano), he finds he has a knack for being the perfect stand-in. Together with his programmer friend Murph (Odiseas Georgiadis), Brooks launches an app selling himself as...",comedy
