title,plot,genre
metropolis,"It is the future, and humans are divided into two groups: the thinkers, who make plans (but don't know how anything works), and the workers, who achieve goals (but don't have the vision). Completely separate, neither group is complete, but together they make a whole. One man from the ""thinkers"" dares visit the underground where the workers toil, and is astonished by what he sees...",drama
sunrise: a song of two humans,The first film from director Friedrich Wilhelm Murnau to be finished in the States. The film has the tangible elements of German expressionism. Murnau received a big budget from Fox and the ability to make all the filmmaking decisions. The film has been called the greatest silent film of all time.,drama
wings,"Two young men fall in love for the same same girl. After the USA enters WWI, both join the Air Corps and become ace. They remain friends, but the relation to the girl threatens their friendship",drama
7th heaven," In Paris, in the early years of the twentieth century, lives Chico, a sewer worker with lofty aspirations. One night, Chico saves a young prostitute named Diane from the murderous rage of her tyrannical sister. Despite her lifestyle, Diane is honest and innocent, and when the police arrive to arrest her, Chico spontaneously claims that she is his wife. Forced to maintain this facade or else both face prison sentences, Chico reluctantly allows Diane to live with him -- and in the process, love...",drama
annie laurie,"The story of the famous battle between the Scots clans of Macdonald and Campbell, and the young woman who comes between them, Annie Laurie.",drama
casey at the bat,"Casey is a slovenly junk man in a turn of the twentieth century hick town who has a remarkable ability to play baseball. An unscrupulous New York scout signs him up, so Casey and his equally dishonest manager go to the big leagues. Eventually, the scout and manager conspire to get him drunk and bet against him for a crucial game with the pennant at stake.",comedy
chicago,"Based on a true crime story, the movie is about a wild jazz-loving and boozing wife Roxie Hart who kills her boyfriend in cold blood after he leaves her, and how she finagles her way out being convicted. Remade once as a movie, and as a Broadway musical.",comedy
children of divorce,"A young flapper tricks her childhood sweetheart into marrying her. He really loves another woman, but didn't marry her for fear the marriage would end in divorce, like his parents'. Complications ensue.",drama
his first flame," Fire chief Amos McCarthy, a confirmed misogynist, counsels his nephew Harry Howells to avoid matrimony at all costs. Still, the lovestruck Harry is determined to marry his sweetheart Ethel. All that changes, though, when it turns out Ethel is a faithless gold-digger. Disillusioned, Harry spends the night in his uncle's fire house to try and forget his troubles... until the clamor of a fire alarm presents the bumbling Harry with a chance to be a hero. Written by Dan Navarro...",comedy
hotel imperial," During World War I, an Austrian officer is trapped behind the Russian lines. He tries to sneak through to his own lines, but is forced to take refuge in a small hotel, where he is hidden by the establishment's chambermaid. The two fall in love, but a Russian general makes the hotel his headquarters and sets his sights on the maid. In addition, the Austrian must find out the identity of a spy who is feeding the Russians military information that could lead to the destruction of the...",drama
