title,plot,genre
 A Film Johnnie ,"Charlie goes to the movie and falls in love with a girl on the screen. He goes to Keystone Studios to find her. He disrupts the shooting of a film, and a fire breaks out. Charlie is blamed, gets squirted with a firehose, and is shoved by the female star.  - Written byEd Stephan <[email protected]> ",Comedy
 Brewster's Millions ,The first movie adaptation of the famous novel where a young man has to spend a fortune on 60 days to inherit an even larger sum of money. Considered to be a lost film.,Comedy
 Dough and Dynamite ,Charlie and another waiter must become bakers when the regular bakers go out on strike. The strikers put dynamite in a piece of bread which is delivered to the cake counter. It winds up in the oven and explodes.  - Written byEd Stephan <[email protected]> ,Comedy
 Fantomas Against Fantomas ,"After his failed attempts to capture the ruthless crook and serial murderer Fantômas, Inspecteur Juve becomes the victim of a virulent press campaign which accuses him of being Fantômas himself. Whilst Juve languishes in a prison cell, his friend, journalist Fandor, attempts to clear his name by tracking the real Fantômas. Meanwhile, the police are investigating the disappearance of a debt collector. An American detective Tom Bob finds the body concealed in a newly built wall and offers to...",Drama
 In the Land of the Head Hunters ,"In the Land of the Head Hunters is a 1914 silent film fictionalizing the world of the Kwakwaka'wakw (Kwakiutl) peoples of the Queen Charlotte Strait region of the Central Coast of British Columbia, Canada, written and directed by Edward S. Curtis and acted entirely by Kwakwaka'wakw natives. It was the first feature-length film whose cast was composed entirely of Native North Americans; the second, eight years later, was Robert Flaherty's Nanook of the North.",Drama
 Tango Tangles ,"Out of costume, Charlie is a clean-shaven dandy who, somewhat drunk, visits a dance hall. There the wardrobe girl has three rival admirers: the band leader, one of the musicians, and now Charlie.",Comedy
 The Property Man ," Charlie has trouble with actors' luggage and conflicts over who gets the star's dressing room. There are further difficulties with frequent scene changes, wrong entries and a fireman's hose. At one point he juggles an athlete's supposed weights. The humor is still rough: he kicks an older assistant in the face and allows him to be run over by a truck. Written by Ed Stephan <[email protected]> ",Comedy
 The Rounders ," Two drunks live in the same hotel. One beats his wife, the other is beaten by his. They go off and get drunk together. They try to sleep in a restaurant using tables as beds and are thrown out. They lie down in a row boat which fills with water, drowning them (a fate apparently better than going home to their wives). Written by Ed Stephan <[email protected]> ",Comedy
 The Squaw Man ,"Blamed for th theft of an orphans fund, Captain James Wynnegate flees to the West where he makes a new life with the Indian woman Nat-U-Rich",Action
 The Typhoon ,"The Typhoon was not Japanese actor Sessue Hayakawa's first film, as has frequently been reported, but it was the film that vaulted him into stardom. In a momentary fit of jealous rage, a Japanese diplomat murders his mistress. By rights, he should be arrested for his crime, but in the greater scheme of things it is far more important that the diplomat complete his present mission. Thus, a subordinate voluntarily confesses to the murder, sacrificing his life and honor for the good of his...",Drama
 Tillie's Punctured Romance ,"Chaplin plays a womanizing city man who meets Tillie (Dressler) in the country after a fight with his girlfriend (Normand). When he sees that Tillie's father has a very large bankroll for his workers, he persuades her to elope with him. In the city, he meets the woman he was seeing already, and tries to work around the complication to steal Tillie's money.",Comedy
