title,plot,genre
star wars: episode iv - a new hope,"Luke Skywalker stays with his foster aunt and uncle on a farm on Tatooine. He is desperate to get off this planet and get to the Academy like his friends, but his uncle needs him for the next harvest. Meanwhile, an evil emperor has taken over the galaxy, and has constructed a formidable ""Death Star"" capable of destroying whole planets. Princess Leia, a leader in the resistance movement, acquires plans of the Death Star, places them in R2D2, a droid, and sends him off to find Obi-Wan Kenobi....",action
the spy who loved me,The British discover that someone has perfected a way of tracking submerged submarines and is offering the technology to the highest bidder. An international crisis breaks when a Royal Navy Polaris submarine equipped with sixteen nuclear warheads disappears while on patrol. The British send agent James Bond to secure the tracking device and locate the missing vessel before its missiles are launched at the West.,action
suspiria,"A young American dancer travels to Europe to join a famous ballet school. As she arrives, the camera turns to another young woman, who appears to be fleeing from the school. She returns to her apartment where she is gruesomely murdered by a hideous creature. Meanwhile, the young American is trying to settle in at the ballet school, but hears strange noises and is troubled by bizarre occurrences. She eventually discovers that the school is merely a front for a much more sinister organization.",horror
eraserhead,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",fantasy
close encounters of the third kind,"Planes reported missing in 1945 suddenly appear in the Mojave desert. A commercial flight is buzzed by a 'bright' object that the pilot 'wouldn't know how to describe'. Roy Neary, while working one night, has a Close Encounter... The US Government determine where the visitors plan to land and create an elaborate cover-up to keep people away. However, a group of people, including Neary, share a vision which draws them to the place and a meeting with new, and old, friends.",adventure
smokey and the bandit,"Bandit and Cledus are two truck-driving southerners who accept a dare from big-shots Big and Little Enos to pick up a truckload of beer from Texas and return it to them within a specified amount of time. Picking it up is simple enough, but as they are leaving Texas, Bandit unwittingly picks up Carrie, a hitchhiking bride-to-be who just left her groom, Junior, at the altar. Junior, however, is the son of Sheriff Buford T. Justice. And when Buford and Junior discover what has happened, they go on...",action
saturday night fever,"Tony is an uneducated Brooklyn teenager. The highlight of his week is going to the local disco, where he is the king of the dancefloor. Tony meets Stephanie at the disco and they agree to dance together in a competition. Stephanie resists Tony's attempts to romance her, as she aspires to greater things; she is moving across the river to Manhattan. Gradually, Tony also becomes disillusioned with the life he is leading and he and Stephanie decide to help one another to start afresh.",drama
a bridge too far,"It is near the end of WWII. The Germans have lost most of France, and the Allied forces decide to give them the final hit. They plan to drop thousands of paratroopers in Holland and keep a few key positions there, until reenforcements arrive. The most important spot is the bridge of Arnhem; once it's captured, it can block everything west of Germany",drama
sinbad and the eye of the tiger,"Princess Farah refuses to marry Sinbad until Prince Kassim, her brother, is able to give his consent. However, the Prince's wicked stepmother, Queen Zenobia, has changed Kassim into a baboon in order to have her own son crowned as caliph. Sinbad, his crew, the Princess and the transformed Prince travel to a distant land, fighting every obstacle Zenobia places in their path, to seek the advice of a legendary wise man who can possibly tell how to end the spell.",action
pete's dragon,"In New England in the early 20th century, Pete is a nine-year-old orphan escaping from his brutal adoptive parents, the Gogans, with his only friend, a cartoon dragon named Elliott. Pete and Elliott successfully escape to Passamaquoddy, Maine, and live with Nora, a lighthouse keeper, and her father, Lampie. Elliott is sought for medicinal purposes by the corrupt Doctor Terminus.",adventure
the kentucky fried movie,"A series of loosely connected skits that spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, and the fear that somebody is watching you on the other side of the TV.",comedy
slap shot,"Former hockey star Reggie Dunlop goes from living the high life to coaching a minor-league hockey team on the skids. When Dunlop realizes that playing dirty excites the crowds, he turns his team into a goon squad of thugs whose popularity only grows the longer they stew in the penalty box.",comedy
the hills have eyes,"When their camper breaks down in the desert on their way to California, a desperate family struggles to survive the attacks of a bizarre cannibalistic family, hungry for fresh meat and determined to terrorize the innocent vacationers. As members of the Carter clan fall prey to these inbred marauders, only a son and daughter remain to rescue their kidnapped infant and seek vengeance against the savages who have destroyed their family.",horror
the deep,A pair of young vacationers are involved in a dangerous conflict with treasure hunters when they discover a way into a deadly Caribbean wreck. Featuring extended underwater sequences and a look into the affairs of treasure hunting. Based on a novel by Peter 'Jaws' Benchley.,adventure
the gauntlet,Phoenix cop Ben Shockley is well on his way to becoming a derelict when he is assigned to transport a witness named Gus Mally from Vegas. Mally turns out to be a belligerent prostitute with mob ties and incriminating information regarding a high-placed figure.,action
sorcerer,Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger.,action
exorcist ii: the heretic,"Bizarre nightmares plague Regan MacNeil four years after her possession and exorcism. Has the demon returned? And if so, can the combined faith and knowledge of a Vatican investigator and a hypnotic research specialist free her from its grasp?",horror
orca,"After witnessing the killing of his mate and offspring at Captain Nolan's hands, a vengeful killer whale goes on a rampage in the fisherman's Newfoundland harbor. Under pressure from the villagers, Nolan, Rachel and Umilak sail after the great beast, who will meet them on it's own turf.",adventure
rabid,"After undergoing radical surgery for injuries from a motorcycle accident, a young woman (former adult film star Marilyn Chambers) develops a strange phallic growth on her body and a thirst for human blood -- the only nourishment that will now sustain her.",horror
capricorn one,"In order to protect the reputation of the American space program, a team of scientists stages a phony Mars landing. Willingly participating in the deception are a trio of well-meaning astronauts, who become liabilities when their space capsule is reported lost on re-entry. Now, with the help of a crusading reporter,they must battle a sinister conspiracy that will stop at nothing to keep the truth",action
the sentinel,"A commitment-shy New York fashion model moves into an old brownstone apartment, meets her weird neighbours and discovers she’s sitting on the gateway to Hell.",horror
"new york, new york","An egotistical saxophone player and a young singer meet on V-J Day and embark upon a strained and rocky romance, even as their careers begin a long uphill climb.",drama
looking for mr. goodbar,"A dedicated schoolteacher spends her nights cruising bars, looking for abusive men with whom she can engage in progressively violent sexual encounters.",drama
cross of iron,A squad of German soldiers fighting on the Eastern Front during WWII led by a battle-hardened officer fight to survive Soviet attacks and dogmatic commanders in a chaotic and lethal environment in this sympathetic portrayal of another side of the war not commonly portrayed in Hollywood film.,action
3 women,"Pinky is an awkward young teen who starts work at a spa in the CA. Desert. She becomes overly attached to fellow spa attendant, Millie when she becomes Millie's roommate. Mille is a lonely outcast who desperately tries to win attention with constant upbeat chatter. They hang out at a bar owned by a strange pregnant artist and her has-been cowboy husband. After each of 2 emotional crises, the three woman steal and trade each other's personalities until they settle into a new family unit that...",drama
cet obscur objet du désir,"Set in Spain and France against the backdrop of a terrorist insurgency, the film tells the story of an aging Frenchman who falls in love with a young woman who repeatedly frustrates his romantic and sexual desires.",comedy
last cannibal world," A plane crashes in the jungle. One of the survivors gets lost and while trying to find a way out of the jungle he gets captured by cannibals. He is humiliated, stripped naked, and thrown in a hole with a bird for a while. Eventually, he escapes with the help of a cannibal girl and tries to find his plane so he can go home. Written by Josh Pasnak <[email protected]> ",adventure
