title,plot,genre
 The Gold Rush ,A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,Adventure
 Ben-Hur: A Tale of the Christ ,"Ben-Hur is a wealthy Jew and boyhood friend of the powerful Roman Tribune, Messala. When an accident leads to Ben-Hur's arrest, Messala, who has become corrupt and arrogant, makes sure Ben-Hur and his family are jailed and separated.",Adventure
 The Phantom of the Opera ,"At the Opera of Paris, a mysterious phantom threatens a famous lyric singer, Carlotta and thus forces her to give up her role (Marguerite in Faust) for unknown Christine Daae. Christine meets this phantom (a masked man) in the catacombs, where he lives. What's his goal? What's his secret?",Horror
 Body and Soul ," A minister is malevolent and sinister behind his righteous facade. He consorts with, and later extorts from, the owner of a gambling house, and betrays an honest girl, eventually driving them both to ruin. Written by Martin H. Booda <[email protected]> ",Drama
 Boobs in the Wood ," Chester Winfield tries to make it as a lumberjack, but he's foiled by his lack of strength and the jealous foreman, Big Bill Reardon, after Chester catches the eye of Hazel Wood, Big Bill's favorite and the camp's waitress. Bill tries to eliminate Chester, so he and Hazel head down the mountain for other work. She waits tables and gets him a job as a dishwasher. He spills kerosene in the soup and then must serve it to an angry customer. Hazel tells a couple of tall tales about...",Comedy
 Clash of the Wolves ," A fire in the mountains drive a wolf pack into the nearby desert where they terrorize the local residents. The leader of the wolf pack is Lobo, actually a halfbreed (Rin Tin Tin). When the pack is discovered hunting a herd of cows, a posse gives chase. Lobo leaves his pack to lead the posse away. He is injured and found by a local prospector, Dave Weston (Charles Farrell). The prospector nurses Lobo back to health and the two become close friends. Meanwhile, Weston has made a Borax find in the...",Adventure
 Der Turm des Schweigens ," Eva lives in the sinister Tower with her father, a mad inventor, and her grandfather. The aviator Wilfred Durian and his lovely wife live nearby in the town. But Durian's famous flight across the Australian desert was not all it seems... and when his 'dead' partner Arved Holl is rescued by Eva and comes to claim his former fiancée's hand, the whole house of cards is about to come tumbling down. Meanwhile, Eva's own family history is not quite as she had always...",Drama
 Don Q Son of Zorro ,"Returning to the legend that inspired his first swashbuckling adventure, Fairbanks appeared in DON Q, SON OF ZORRO. Don Cesar De Vega (Fairbanks) crosses swords with a vicious member of the Queen's Guard (Donald Crisp, who also directed), and steals the affection of a young heiress (Mary Astor). When the officer frames the young upstart for murder, Don Cesar fakes his own death and retreats to the crumbling ruins of the family castle he plots his vengeance.",Adventure
 Go West ," A young man who doesn't find a job in his small hometown, tries his luck in New York, but is overwelmed by the life of the city, so decides to try his luck somewhere else after a only a few minutes in New York. He falls off a train near a ranch, where he tries his luck as a cowbowy, being in his own way very sucessful. But he shows what he can do when the farm has to bring a 100 head of cattle to the slaughterhouses of Los Angeles to avoid going bankrupt, against the will of his neighbour...",Comedy
 Greed ,Greed is the classic 1924 silent film by Erich von Stroheim about a woman who wins the lottery thus becoming obsessed with money and ruining her marriage and the people around her. The film was originally 10 hours long and dramatically and realistically depicted word for word the Frank Norris novel McTeague. Only about 2 hours exist today as it is considered the 'Holy Grail' of lost films.,Drama
 Lady of the Night ,"Lady of the Night ~ the story of two baby girls, born near in proximity, but worlds apart in life, - Molly Helmer, the daughter of a thief, and Florence Banning the daughter of the judge who would send Molly's father to prison. The girls' lives come together as young women at eighteen as Florence leaves the security of the exclusive Girls Select School, and Molly, now orphaned, begins her life free from reform school. Norma Shearer plays both young women, but the apparent differences in their...",Drama
 Lady Windermere's Fan ," Mrs Erlynne, the mother of Lady Windermere - her daughter does not know about her - wants to be introduced in society, so that she can marry Lord Augustus Lorton. Lord Windermere, who helped her with a cheque, invites her to his wifes birthday-party, but Lady Windermere thinks, she has reason to be jealous, so she decides to leave her husband and go to Lord Darlington, who is pining for her. Mrs Erlynne finds this out and tries to prevent her of this mistake, but her daughter leaves her fan in...",Comedy
 Little Annie Rooney ,"A tough slum girl faces a crisis of the heart when the boy she loves is accused of shooting her cop father. Her brother stalks the accused slayer and finally shoots him down in the street. Mary rushes to the hospital and offers her blood for a life-saving transfusion, even though she thinks she'll die.",Drama
 Master of the House ," Victor Frandsen is a domestic tyrant. His wife Ida has to work as a slave for him and the rest of the family. She rises early to prepare everything for the day, she toils all day long, and she is often up also in the night, doing some sewing to earn extra money for the household. In daytime she is supported by an old woman called Mads, who was Victors' nanny when he was a child. Mads is filled with loathing for Victor's behavior towards his wife, and calls him a brute. She...",Drama
 Seven Chances ,"This dazzling comedy showcases Keaton's genius for super-sized slapstick as it tells the story of an eligible young bachelor who must marry by 7:00 p.m. in order to receive a $7 million inheritance. After bungling a proposal to his longtime sweetheart (Ruth Dwyer), Jimmie (Keaton) embarks on a desperate quest for a bride. He experiences a hilarious series of rejections, until a newspaper announcement of Jimmie's predicament provides him with more fiancées than he can handle, setting in...",Comedy
 Stachka ,"The film depicts a strike in 1903 by the workers of a factory in pre-revolutionary Russia, and their subsequent suppression. The film is most famous for a sequence near the end in which the violent putting down of the strike is cross-cut with footage of cattle being slaughtered, although there are several other points in the movie where animals are used as metaphors for the conditions of various individuals. Another theme in the film is collectivism in opposition to individualism which was...",Drama
