title,plot,genre
ben-hur,Judah Ben-Hur lives as a rich Jewish prince and merchant in Jerusalem at the beginning of the 1st century. Together with the new governor his old friend Messala arrives as commanding officer of the Roman legions. At first they are happy to meet after a long time but their different politic views separate them. During the welcome parade a brick falls down from Judah's house and barely misses the governor. Although Messala knows that they are not guilty he sends Judah to the galleys and throws...,action
north by northwest,"A hapless New York advertising executive is mistaken for a government agent by a group of foreign spies, and is pursued across the country while he looks for a way to survive.",action
some like it hot,"Two struggling musicians witness the St. Valentine's Day Massacre and try to find a way out of the city before they are found and killed by the mob. The only job that will pay their way is an all girl band so the two dress up as women. In addition to hiding, each has his own problems; One falls for another band member but can't tell her his gender, and the other has a rich suitor who will not take ""No,"" for an answer.",comedy
flames over india," In northwestern India soon after the turn of the 20th Century, Moslem rebels seek to kill a six-year-old Hindu prince to end his family line. Captain Scott of the British Army is ordered to get the prince out of the region safely. Adventure ensues as Scott sneaks the child away, through Moslem-held territory, by train. Also on board are the boy's American governess, an arms merchant, a cynical reporter, and two upper class Britons. Written by George S. Davis...",adventure
terror is a man,"The castaway William Fitzgerald (Richard Derr) is rescued in an island by Dr. Charles Girard (Francis Lederer), his lonely wife Frances Girard (Greta Thyssen) and his assistant Walter Perrera (Oscar Keesee Jr.). A couple of days later, Fitzgerald has an affair with Frances and realizes that the unethical and insane Dr. Girard is developing sick experiments and transforming a panther into a man-like creature. Meanwhile, the monster escapes from the laboratory, killing Walter and the servant...",horror
journey to the center of the earth,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,adventure
the horse soldiers,A Union Cavalry outfit is sent behind confederate lines in strength to destroy a rail supply center. Along with them is sent a doctor who causes instant antipathy between him and the commander. The secret plan for the mission is overheard by a southern belle who must be taken along to assure her silence.,adventure
the big circus," After splitting with his longtime business partner, Hank Whirling is about to take his big top circus on tour. He manages to get a loan and some investment money but has to take on one of their employees, Randy Sherman, to keep an eye on the finances. Sherman immediately hires a new press agent, Helen Harrison, over Hank's objections. After a series of accidents, they soon realize that they have a saboteur in the company. With financial problems increasing, Whirling looks to take the the...",drama
solomon and sheba,"Shortly before his death in ancient Israel King David has a vision from God telling him that his younger son Solomon should succeed him as king. His other son Adonijah is unhappy and vows to attain the throne. Meanwhile the Egyptian Pharoah agrees to cede a Red Sea port to the Queen of Sheba is she can find a way to destroy Solomon, whose wisdom and benevolent rule is seen as a threat to more tyrannical monarchs in the region. Written by garykmcd",drama
plan 9 from outer space,"In California, an old man (Bela Lugosi) grieves the loss of his wife (Vampira) and on the next day he also dies. However, the space soldier Eros and her mate Tanna use an electric device to resurrect them both and the strong Inspector Clay (Tor Johnson) that was murdered by the couple. Their intention is not to conquest Earth but to stop mankind from developing the powerful bomb ""Solobonite"" that would threaten the universe. When the population of Hollywood and Washington DC sees flying saucers...",action
the killer shrews,"Trapped on a remote island by a hurricane, a group discover a doctor has been experimenting on creating half sized humans. Unfortunately, his experiments have also created giant shrews, who when they have run out of small animals to eat, turn on the humans....",horror
imitation of life,"The story is a look at early 20th century American race relations. Today, Imitation of Life has been re-evaluated by critics and is now held up as a masterpiece of Douglas Sirk's directing style.",drama
on the beach,The residents of Australia after a global nuclear war must come to terms with the fact that all life will be destroyed in a matter of months.,drama
hiroshima mon amour,"A young French actress is making an anti-war film in the rebuilt Japanese city of Hiroshima. Here, she has an affair with a Japanese architect, even though both of them are happily married. She will soon have to fly back home to Paris, but she spends one last night with her lover. At a café, she recounts the story of her first tragic love with a German soldier during the war....",drama
"suddenly, last summer",The only son of wealthy widow Violet Venable dies while on vacation with his cousin Catherine. What the girl saw was so horrible that she went insane; now Mrs. Venable wants Catherine lobotomized to cover up the truth.,drama
the alligator people,"A newlywed couple sit in a train. The husband receives a frantic telegram. He gets off at a station to make a phone call, the train pulls away without him on it, and that's the last his wife sees of him. Years later after a long search she finally tracks him down on his family's southern estate where she discovers that a failed medical treatment has turned him into an alligator mutant.",horror
orfeu negro,"In Rio, Orfeo is a trolley conductor and musician, engaged to Mira. During Carnival week, he sees Eurydice, who's fled her village in fear of a stalker; it's love at first sight. Her cousin Sarafina, with whom she stays in Rio, is a friend of Orfeo and Mira, so the star-crossed lovers meet again. Later, during the revels, wearing Sarafina's costume, Eurydice dances a provocative samba with Orfeo. Not only is Mira enraged when her rival is unmasked, but she is being stalked by Death: Eurydice is...",comedy
darby o'gill and the little people,"Take a wee bit of ancient folklore, mix in some spectacular special effects and a magical cast (including Sean Connery) -- and you've got one of the most enchanting fantasies of all time! A frisky old storyteller named Darby O'Gill is desperately seeking the proverbial pot of gold. There's just one tiny thing standing in his way: a 21-inch leprechaun named King Brian. In order to get the gold, Darby must match his wits against the shrewd little trickster -- which proves no small task, indeed!...",adventure
operation petticoat,"A World War II submarine commander finds himself stuck with a decrepit sub, a con-man executive officer, and a group of army nurses.",comedy
gidget," Due to an accident while swimming in the sea, Francis meets the surfer Moondoggy. She's fascinated of his sport and starts to hang out with his clique. Although they make fun of her at first, they teach her to surf. Soon she's accepted and given the nickname ""Gidget"". But it's hard work to become more than a friend to Moondoggy. Written by Tom Zoerner <[email protected]> ",comedy
4d man,"Two brothers, scientists Scott and Tony Nelson, develop an amplifier which enables a person to enter a 4th dimensional state, allowing him to pass through any object. Scott experiments on himself and discovers that each time he passes through something he ages rapidly. He begins killing people, sucking out their life energies and regaining his youth as a result.",scifi
a bucket of blood,"After accidentally killing a cat and covering it with clay, a wimpy busboy/would-be sculptor exhibits it at a coffeehouse as one of his sculptures and becomes a success.",comedy
a hole in the head,"The story of the problems of a footloose widower and his 12-year-old son, a near-bankrupt Miami Beach hotel, a bongo-playing show girl and a matchmaking sister-in-law.",comedy
a summer place,A self-made businessman rekindles a romance with a former flame while their two teenage children begin a romance of their own with drastic consequences for both couples.,drama
a touch of larceny,"After falling in love with an American woman, Virginia Killain, who is engaged to another man, British Naval Commander Max Easton, hatches a plan that will get him enough money to support Virginia in the lifestyle she is accustomed to. Easton's plan is to disappear for a time making it seem that he has defected to the Soviets taking important Naval secrets from his job at the Admiralty and to return and sue the newspapers for slander. Not everything goes as planned for Commander Easton.",comedy
alias jesse james,"Inept insurance salesman Milford Farnsworth sells a man a $100,000 policy. When his boss learns the man was Jesse James he sends Milford after him with money to buy back the policy. After a masked Jesse robs Milford of the money, Milford's boss heads out with more money. Jesse learns about it and plans to rob him, have Milford dressed as him get killed in the robbery, and then collect the $100,000.",comedy
apur sansar,"Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding. This changes his life, for when the bridegroom turns out to be mad, Apu's friend asks him to become the husband! After initial revulsion at the idea, Apu agrees. Apu takes his exquisite bridge, Aparna, back to Calcutta. But Aparna dies in childbirth, Apu leaves Calcutta, crazy with grief, and his son Kajal is left abandoned with his wife's parents....",drama
