title,plot,genre
 Thunderball ,"When a British Vulcan bomber is stolen with two atomic bombs on board, James Bond is one step ahead of his fellow agents when they are assigned to track down the aircraft. S.P.E.C.T.R.E. then announce that they have the plane and will detonate the bombs unless 100 million worth of uncut diamonds are delivered. He tracks the plane down to the Bahamas but still has to deal with the deadly Emilio Largo.",Action
Doctor Zhivago,"A Russian epic, the movie traces the life of surgeon-poet Yury Zhivago before and during the Russian Revolution. Married to an upper-class girl who is devoted to him, yet in love with an unfortunate woman who becomes his muse, Zhivago is torn between fidelity and passion. Sympathetic with the revolution but shaken by the wars and purges, he struggles to retain his individualism as a humanist amid the spirit of collectivism.",Drama
 Terrore nello spazio ,"In the near future the two spaceships Argos and Galliot are sent to investigate the mysterious planet Aura. As the Galliot lands on the planet her crew suddenly go berserk and attack each other. The strange event passes, but the crew soon discovers the crashed Argos - and learns that her crew died fighting each other! Investigating further, the explorers come to realize the existence of a race of bodiless aliens that seek to escape from their dying world.",Horror
 Repulsion ,"Carol, a Belgian manicurist living with her sister, Helen, in a London flat, is simultaneously attracted and repulsed by sex. Carol's awkward feelings towards men are worsened by her sister's affair with a married man. When the pair go away on holiday, leaving Carol alone in the apartment, her moments of catalepsy and hallucination increase and deepen into madness.",Horror
 Dear Brigitte ,"Professor Leaf, an absent-minded poet with a prejudice against the sciences, is forced to face the fact that his son is a math prodigy with little artistic talent of his own.",Comedy
 The Great Race ,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.",Action
" Faster, Pussycat! Kill! Kill! ",A B-Movie from Russ Meyer starring three slightly amusing big breasted GoGo girs that travel across the California desert and don’t look back to anyone or anything. A film from the soft porno king of big breasted bawds.,Action
 In Harm's Way ,A naval officer reprimanded after Pearl Harbor is later promoted to rear admiral and gets a second chance to prove himself against the Japanese.,Drama
 The Flight of the Phoenix ,A cargo plane goes down in a sandstorm in the Sahara with less than a dozen men on board. One of the passengers is an airplane designer who comes up with the idea of ripping off the undamaged wing and using it as the basis for an airplane they will build to escape before their food and water run out.,Adventure
 What's New Pussycat ,A playboy who refuses to give up his hedonistic lifestyle to settle down and marry his true love seeks help from a demented psychoanalyst who is having romantic problems of his own.,Comedy
" Alphaville, une étrange aventure de Lemmy Caution ","A cockeyed fusion of science fiction, pulp characters, and surrealist poetry, Godard’s irreverent journey to the mysterious Alphaville remains one of the least conventional films of all time. Eddie Constantine stars as intergalactic hero Lemmy Caution, on a mission to kill the inventor of fascist computer Alpha 60.",Drama
Help!,"Help!’ follows in the great tradition of classic comedy chase movies.In this instance, John, Paul, George and Ringo, find themselves being pursued across the world by not one but two groups of fanatics with separate agendas.Ringo possesses a ring with a large red stone set in the middle, sent to him by a fan. Unknown to him this artifact is the sacred sacrificial ring of Goddess Kaili: the deity of an Asian religious cult led by Swami Clang (Leo McKern).The younger sister of High...",Adventure
 Space Probe Taurus ,"In the year 2000 the spaceship Hope One sets off to find new galaxies for colonization. However, an encounter with an alien being and a swarm of meteorites sends the ship streaking off course into a sea of monsters on an uncharted world. Written by Jeremy Lunt",Horror
 Pierrot le fou ,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",Comedy
 Carry On Cowboy ," Stodge City is in the grip of the Rumpo Kid and his gang. Mistaken identity again takes a hand as a ""sanitary engineer"" (plumber) by the name of Marshal P. Knutt is mistaken for a law marshal! Being the conscientious sort, Marshal tries to help the town get rid of Rumpo, and a showdown is inevitable. Marshal has two aids - revenge-seeking Annie Oakley and his sanitary expertise... Written by Simon N. McIntosh-Smith <[email protected]k> ",Comedy
 The Collector ,"Freddie is an inept bank clerk with no future. His only hobby is collecting butterflies, which gives him a feeling of power and control that is otherwise totally missing from his life. He comes into a large sum of money, and buys himself a country house. Still unable to make himself at ease socially, he starts to plan on acquiring a girl friend - in the same manner as he collects butterflies. He prepares the cellar of the house to be a collecting jar, and stalks his victim over several days.",Drama
 Major Dundee ,"During the last winter of the Civil War, cavalry officer Amos Dundee leads a contentious troop of Army regulars, Confederate prisoners and scouts on an expedition into Mexico to destroy a band of Apaches who have been raiding U.S. bases in Texas.",Adventure
 That Darn Cat! ,"A young woman suspects foul play when her cat comes home wearing a wrist watch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.",Comedy
 The Cincinnati Kid ,Two men play poker against each other; the winner is who ever is loyal to themselves. A masterfully staged film from director Norman Jewison.,Drama
 The Spy Who Came in from the Cold ,"British agent Alec Leamas refuses to come in from the cold war during the 1960s, choosing to face another mission, which may prove to be his final one.",Drama
 24 Hours to Kill ,"When a jet airliner with engine trouble lands in Beirut for a twenty-four hour stopover, purser 'Jonesey' fears his life is in danger from a gold-smuggling gang whom he double-crossed on a previous trip. So begins a day of chilling suspense, as he and other crew members find themselves embroiled in a desperate race to get out of the country alive!",Drama
 A Patch of Blue ,"A blind, uneducated white girl is befriended by a black man, who becomes determined to help her escape her impoverished and abusive home life.",Drama
 A Pistol For Ringo ," Finito in prigione per avere ucciso, per legittima difesa, tre uomini mentre giocava a campana, Ringo viene liberato per infiltrarsi tra i banditi capeggiati da Sancho che, dopo una rapina in banca, si sono asserragliati nella fattoria del maggiore Clyde. Ringo, detto Faccia d'Angelo, chiede il trenta per cento del bottino per la sua impresa, poi, arrivato alla fattoria, svela tutto a Sancho ottenendo il quaranta per cento del bottino per portare in salvo lui e i suoi compari... Written...",Action
 A Thousand Clowns ,"Twelve-year-old Nick lives with his Uncle Murray, a Mr.Micawber-like Dickensian character who keeps hoping something won't turn up. What turns up is a social worker, who falls in love with Murray and a bit in love with Nick. As the child welfare people try to force Murray to become a conventional man (as the price they demand for allowing him to keep Nick), the nephew, who until now has gloried in his Uncle's iconoclastic approach to life, tries to play mediator. But when he succeeds, he is...",Comedy
 A Very Special Favor ,"The long-lost father (Charles Boyer) of a frigid, uptight Freudian psychologist (Leslie Caron) contracts a wealthy American playboy who owes him a favor to woo his daughter.",Comedy
 Akahige ,"Set in feudal times, novice physician, Yuzo Kayama, is sent to a poor infirmary expecting just to visit, but is infuriated to learn he must stay. He tries to provoke his termination, but is foiled by head doctor ""Red Beard"" (Toshiro Mifune), a man whose methods are as caring as they are unpredictable.",Drama
 Baby the Rain Must Fall ,"Henry Thomas is out on parole in a small Texan town and, in the evenings, he is the lead singer in a band. He is being pressured by his foster mother to give up his singing and go back to school. His wife, Georgette, and young daughter unexpectedly come to town to live with him. However Henry's hot temper leads him into knife fights, and jeopardizes his parole. Written by Will Gilbert",Drama
 Bad Girls Go to Hell ," After hubby Ted goes to work, Ellen putters around the apartment in her nightgown cleaning up. When she takes the trash out, the janitor forces her into his apartment and rapes her. When he tries to rape her again, she dispatches him and then hits the road, a fugitive from injustice. She goes to the Big City and encounters a string of situations where she gets used and abused. When she finally finds a nice woman to rent from, the woman's son turns out to be a detective, which threatens...",Drama
 Beach Blanket Bingo ,"In the fourth of the highly successful Frankie and Annette beach party movies, a motorcycle gang led by Eric Von Zipper kidnaps singing star Sugar Kane managed by Bullets, who hires sky-diving surfers Steve and Bonnie from Big Drop for a publicity stunt. With the usual gang of kids and a mermaid named Lorelei.",Comedy
 Billie ,A 16-year-old tomboy and high school athlete becomes embroiled with the lives around her boyfriend whose conservative father is running for mayor.,Comedy
 Blood Beast from Outer Space ,The inhabitants of Ganymede need to find mates from another world or they will become extinct. They soon discover a suitable breeding stock amongst the females of planet Earth.,Horror
 Bloody Pit of Horror ,"Travis Anderson lives in a castle with. It just so happens that a book publisher and his crew sneak in to take some photos, thinking the castle empty. When they are discovered they are asked to leave immediately. He relents and lets them all stay the night. It isn't long before the evil spirit of a former resident known as 'The Crimson Executioner' is released by accident.",Horror
" Boeing, Boeing ","Living in Paris, journalist Bernard has devised a scheme to keep three fiancées: Lufthansa, Air France and British United. Everything works fine as long as they only come home every third day. But when there's a change in their working schedule, they will be able to be home every second day instead. Bernard's carefully structured life is breaking apart",Comedy
 Brainstorm ,"Brainstorm, released in 1965, is a late film noir whose male protagonist at first prevents the suicide of his employer's wife, falls in love with her, and is later driven to crime and insanity.",Thriller
 Branded ," In this Western series, Jason McCord, the only survivor of the Battle of Bitter Creek, is court-martialed and kicked out of the Army because of his alleged cowardice. Rather than demean the good name of the Army commander who was actually to blame for the massacre, McCord travels the Old West trying to restore his good name and reputation. Written by Marty McKee <[email protected]> ",Action
 Casanova '70 ," Andrea Rossi-Colombotti, a U.N. official and modern-day Casanova, cannot get aroused unless there's danger in sex, but women and society are too compliant, so he's often impotent. A psychiatrist warns him it will get worse, and he should be celibate. Andrea tries and fails at that, abandons his fiancée, finds the occasional life-threatening liaison, and pursues a woman tethered to a dull but murderous husband. Will Andrea find pleasure and fulfillment, or is he doomed to pursue...",Drama
 Catch Us If You Can ,"Dinah (Barbara Ferris) is a famous model and actress who is getting tired of life in the limelight and wants to take a break. While shooting a commercial spot for meat, she meets Steve (Dave Clark), a stuntman. Dinah and Steve hit it off and decide to head to an island to get away from it all (bringing along four of Steve's friends, Mike Smith, Lenny Davidson, Denis West Payton, and Rick Huxley, who -- surprise! -- play music with him). Before long, Dinah is reported missing and everyone is...",Comedy
 Chimes at Midnight ,Chimes at Midnight is an independently produced European film from director Orson Welles. The film is based on the play Henry IV by William Shakespeare.,Comedy
" Clarence, the Cross-Eyed Lion ","When a native village is apparently terrorized by a Lion, the local sergeant enlists the help of a veterinarian working at a nearby animal study center. It is soon discovered that the Lion has a unique problem, it has double vision due to the fact that it is cross eyed and therefore cannot hunt. The Lion is taken back to the study center and is soon adopted by the vet's daughter. Meanwhile, a dangerous criminal is planning to capture young Gorillas and sell them on the black market...",Adventure
