title,plot,genre
captain america: civil war,"Marvel’s “Captain America: Civil War” finds Steve Rogers leading the newly formed team of Avengers in their continued efforts to safeguard humanity. But after another incident involving the Avengers results in collateral damage, political pressure mounts to install a system of accountability, headed by a governing body to oversee and direct the team. The new status quo fractures the Avengers, resulting in two camps—one led by Steve Rogers and his desire for the Avengers to remain free...",action
doctor strange,"From Marvel Studios comes Doctor Strange, the story of world-famous neurosurgeon Dr. Stephen Strange whose life changes forever after a horrific car accident robs him of the use of his hands. When traditional medicine fails him, he is forced to look for healing, and hope, in an unlikely place-a mysterious enclave known as Kamar-Taj. He quickly learns that this is not just a center for healing but also the front line of a battle against unseen dark forces bent on destroying our reality. Before...",adventure
the shallows,"In the taut thriller The Shallows, Nancy (Blake Lively) is surfing alone on a secluded beach when she is attacked by a great white shark and stranded just a short distance from shore. Though she is only 200 yards from her survival, getting there proves the ultimate contest of wills. It’s Jaws for a new generation.",thriller
me before you,"Louisa “Lou” Clark (Clarke) lives in a quaint town in the English countryside. With no clear direction in her life, the quirky and creative 26-year-old goes from one job to the next in order to help her tight-knit family make ends meet. Her normally cheery outlook is put to the test, however, when she faces her newest career challenge. Taking a job at the local “castle,” she becomes caregiver and companion to Will Traynor (Claflin), a wealthy young banker who became wheelchair bound in...",drama
fantastic beasts and where to find them,"“Fantastic Beasts and Where to Find Them” opens in 1926 as Newt Scamander has just completed a global excursion to find and document an extraordinary array of magical creatures. Arriving in New York for a brief stopover, he might have come and gone without incident…were it not for a No-Maj (American for Muggle) named Jacob, a misplaced magical case, and the escape of some of Newt’s fantastic beasts, which could spell trouble for both the wizarding and No-Maj worlds.“Fantastic Beasts...",fantasy
hacksaw ridge,World War II American Army Medic Desmond T Doss who served during the Battle of Okinawa refuses to kill people and becomes the first Conscientious Objector in American history to win the Congressional Medal of Honor.,drama
batman v superman: dawn of justice,"Fearing the actions of a god-like superhero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman vs Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",action
rogue one: a star wars story,"From Lucasfilm comes the first of the Star Wars standalone films, “Rogue One: A Star Wars Story,” an all-new epic adventure. In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire’s ultimate weapon of destruction. This key event in the Star Wars timeline brings together ordinary people who choose to do extraordinary things, and in doing so, become part of something greater than themselves.",action
arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",scifi
risen,Tells the epic New Testament story of the first forty days after the Resurrection of Jesus Christ through the eyes of an agnostic Roman Centurion charged by Pontius Pilot to investigate rumors of a risen Jewish Messiah and locate the missing deceased body of Jesus of Nazareth in order to subdue an imminent uprising in Jerusalem.,drama
the witch,"In this exquisitely made and terrifying new horror film, the age-old concepts of witchcraft, black magic and possession are innovatively brought together to tell the intimate and riveting story of one family's frightful unraveling in the New England wilderness circa 1630. New England, 1630. Upon threat of banishment by the church, an English farmer leaves his colonial plantation, relocating his wife and five children to a remote plot of land on the edge of an ominous forest - within which lurks...",horror
the girl on the train,"Emily Blunt, Rebecca Ferguson, Justin Theroux, Haley Bennett, Edgar Ramirez and Allison Janney star in DreamWorks Pictures’ THE GIRL ON THE TRAIN, from director Tate Taylor (The Help, Get on Up) and producer Marc Platt (Bridge of Spies, Into the Woods).  In the thriller, Rachel (Blunt), who is devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something...",thriller
gods of egypt,"Magic, monsters, gods and madness reign throughout the palaces and pyramids of the Nile River Valley in this action-adventure inspired by the classic mythology of Egypt. With the survival of mankind hanging in the balance, an unexpected hero takes a thrilling journey to save the world and rescue his true love. Set (Gerard Butler), the merciless god of darkness, has usurped Egypt’s throne, plunging the once peaceful and prosperous empire into chaos and conflict. With only a handful of heroic...",adventure
ben-hur,The film returns to the heart of Lew Wallace’s epic novel focusing on the nature of faith. The story follows a falsely accused nobleman who survives years of slavery to take vengeance on his best friend who betrayed him. Both must come to choose between retribution or forgiveness.,drama
inferno,"Inferno continues the Harvard symbologist’s adventures on screen: when Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Sienna Brooks, a doctor he hopes will help him recover his memories and prevent a madman from releasing a global plague connected to Dante’s “Inferno.”",thriller
hidden figures,"As the United States raced against Russia to put a man in space, NASA found untapped talent in a group of African-American female mathematicians that served as the brains behind one of the greatest operations in U.S. history. Based on the unbelievably true life stories of three of these women, known as ""human computers"", we follow these women as they quickly rose the ranks of NASA alongside many of history's greatest minds specifically tasked with calculating the momentous launch of astronaut...",drama
miss peregrine's home for peculiar children,"From director Tim Burton and based upon the best-selling novel, comes an unforgettable, thrilling and haunting tale. Sixteen-year-old Jacob follows clues that take him to a mysterious island where he discovers the crumbling ruins of Miss Peregrine’s Home for Peculiar Children. As Jacob explores the abandoned bedrooms and hallways, he discovers that its former occupants were far more than peculiar; they possessed incredible powers. And they may still be alive.",fantasy
passengers,"On a routine journey through space to a new home, two passengers, sleeping in suspended animation, are awakened 90 years too early when their ship malfunctions. As Jim (Chris Pratt) and Aurora (Jennifer Lawrence) face living the rest of their lives on board, with every luxury they could ever ask for, they begin to fall for each other, unable to deny their intense attraction... until they discover the ship is in grave danger. With the lives of 5000 sleeping passengers at stake, only Jim and...",romance
underworld: blood wars,The epic struggle between the Lycan werewolf clan and the Vampire clan that has vowed to eradicate them continues in this stylish and moody fifth installment.,action
the conjuring 2,"Director James Wan brings this supernatural thriller to the screen with another real case from the files of renowned demonologists Ed and Lorraine Warren.. Reprising their roles, Oscar nominee Vera Farmiga and Patrick Wilson star as Lorraine and Ed Warren, who, in one of their most terrifying paranormal investigations, travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.",horror
moonlight,"Moonlight tells the story of Chiron, a young man who comes of age during the War on Drugs era in Miami. Set in three different time periods as Chiron battles a deteriorating home life and deals with his dawning sexuality.",drama
