title,plot,genre
above suspicion,"Frances and Richard Myles (Joan Crawford and Fred MacMurray) are newlyweds honeymooning in Europe on the eve of World War II. Unexpectedly, they find themselves commissioned by the British secret service to secure the plans for a new secret weapon masterminded by the Nazis (involving magnetic mines). The trail leads them to Innsbruck where they arouse the suspicions of a Gestapo chief.",drama
vredens dag,"In a 17th-century Danish village, an old woman is accused of witchcraft. In the shadow of her flight, capture, confession, and burning at the stake, the young wife of the town's aging pastor falls in love with the pastor's son. Her confession of this illicit affair to her husband brings on her husband's death. At the funeral the pastor's mother denounces the young widow as a witch. Will the widow's lover come to her defense, or has the day of wrath returned?",drama
the outlaw,"Newly appointed Sheriff Pat Garrett meets with an old friend, Don Holliday, who is on the trail of his stolen horse that Billy the Kid has. When Doc and Billy become friends it affects the friendship with Pat and Doc and he asks them to leave his town.",comedy
action in the north atlantic, Lieutenant Joe Rossi is 1st Officer on a Liberty Ship in a great convoy bound from Halifax to Murmansk. After German subs crushed the convoy his ship loses the convoy and is heading alone to Murmansk. In spite of attacks by German planes and subs he get the ship safely to Murmansk... Written by Stephan Eichenberg <[email protected]> ,drama
adventure in iraq,"Five Allied soldiers in an airplane flying to Egypt crash-land in Iraq. They are taken in by a local sheik, but soon begin to suspect that he may not be quite as friendly as he appears to be.",adventure
air force,"On December 6, 1941 nine B-17 bomber set off on a flight from San Francisco to Hawaii. One of the bombers, the Mary Ann, is commanded by 'Irish' Quincannon. The bombardier, Tommy McMartin, has a sister living in Hawaii and the co-pilot, Bill Williams, is sweet on her. The men are all highly professional with the exception of aerial gunner Joe Winocki, a bitter man who has every intention of leaving the army air corps. They arrive at Hickam Field on the morning of December 7,...",action
alaska highway," Pop Ormsby wins the contract from the Army Engineer Corps for the construction of the Alaska Highway connecting Alaska to Canada. The elder of his two sons, Woody Ormseby, decides he had rather fight with bullets than bulldozers but is assigned by the Army to work on the project. Woody and his younger brother Steve are both rivals for the affection of Ann Caswell, the daughter of Road Engineer Blair Caswell. Written by Les Adams <[email protected]> ",drama
appointment in berlin,"The ""war of nerves"" which gripped the European continent in 1938, is the background for this war thriller starring George Sanders.",drama
background to danger," Ankara in neutral Turkey : World War Two. A town of intrigue and of provocateurs. The Germans are planning to leak maps apparently proving that the Russians are about to invade the country. American Joe Barton is in the know and in the middle, along with Zaloshoff and his sister who may or may not be Russians. What is clear though is that odious Colonel Robinson is a full-blown Nazi. Written by Jeremy Perkins <[email protected]> ",drama
batman," In his first screen appearance, the Caped Crusader of Gotham City (belying the lethargic facade of his alter ego Bruce Wayne) battles Dr. Daka, Japanese mastermind of a wartime espionage-sabotage group. Daka has a radium-powered death ray that pulverizes walls, a classic alligator pit to dispose of enemies, and can turn men into electronic zombies who do his bidding and transmit video signals to Daka's lab! Batman has no Batmobile, but there are bats in the Bat Cave... Written by Rod...",action
behind the rising sun," Cornell-educated Taro Seki returns to Japan just as the war party gains control. He hopes to work for American engineer O'Hara, and falls for his secretary Tama, but he is drafted. War service in China finally hardens Taro to atrocities, and he returns to Japan a changed man. His father, now a cabinet minister, feels remorse at what war has done to his son and country, but too late to save Taro's foreign friends. Written by Rod Crawford <[email protected]> ",drama
captive wild woman,An insane scientist doing experimentation in glandular research becomes obsessed with transforming a female gorilla into a human...even though it costs human life.,horror
chatterbox,"While shooting a western on location, a Hollywood ""cowboy"" star--whose offscreen image is exactly the opposite of his onscreen one--is saved from disaster by a gregarious local girl. She winds up becoming not only his leading lady in the movie but, because of a set of nutty offscreen circumstances, his fiancé in real life.",comedy
city without men,"A young woman's husband has been imprisoned for a crime he didn't commit. In order to be near him to try to help him get his sentence overturned, she moves into a boardinghouse near the prison whose residents are the wives of inmates.",drama
claudia,"Child bride Claudia Naughton has made life difficult for her husband David because she can't stand living so far away from her mother. She's also afraid her husband doesn't find her desirable enough. To remedy both situations, she sells their farm to an opera singer so they'll have to move back to the city near her mother, and she tries to make her husband jealous by flirting with a neighbor. Eventually, Claudia has to learn to grow when she discovers that she's about to become a mother and...",comedy
