title,plot,genre
frankenstein,Henry Frankenstein is a doctor who is trying to discover a way to make the dead walk. He succeeds and creates a monster that has to deal with living again.,horror
à nous la liberté,"One of the all-time comedy classics, René Clair’s À nous la liberté tells the story of Louis, an escaped convict who becomes a wealthy industrialist. Unfortunately, his past returns (in the form of old jail pal Emile) to upset his carefully laid plans. Featuring lighthearted wit, tremendous visual innovation, and masterful manipulation of sound, À nous la liberté is both a potent indictment of mechanized modern society and an uproarious comic delight.",comedy
a connecticut yankee,"A Connecticut Yankee is a 1931 American film adaptation of Mark Twain's 1889 novel A Connecticut Yankee in King Arthur's Court. It was directed by David Butler to a script by William M. Conselman, Owen Davis, and Jack Moffitt. It was produced by Fox Film Corporation (later 20th Century Fox), who had earlier produced the 1921 silent adaptation of the novel, A Connecticut Yankee in King Arthur's Court. A Connecticut Yankee is the first sound film adaptation of Twain's novel.",fantasy
all women are bad,"At a big party, Roger Fallon, now a woman-hater, right to the core - this all due to a failed marriage and disastrous love affairs - talks to Herbert Drake. Herbert who is happily married, bets Fallon that the next woman who walks into the room, whoever she is, won't let Fallon kiss her for 48 hours. Fallon takes the bet. Suddenly, a very beautiful and sexy woman walks in. It's Herbert's wife, Jeanne Drake...",comedy
are these our children,"An early pre-code '30s tale of juvenile delinquency, about a high-school student neglecting his studies, partying hard, falling in with the wrong crowd and finally finding himself on trial for murder committed during a robbery.",drama
arizona," While at West Point Denton rebuffs Evelyn Palmer who shows up later as the wife of his commanding officer in Arizona. When he takes a shine to her sister Bonita, Evelyn accuses him to making illicit advances toward her while the Colonel's away. The Colonel asks for Denton's resignation. Written by Ed Stephan <[email protected]> ",drama
arrowsmith,"Based on Sinclair Lewis's novel ""Arrowsmith"". A medical researcher is sent to a plague outbreak, where he has to decide priorities for the use of a vaccine.",drama
bad girl,"A man and woman, skeptical about romance, nonetheless fall in love and are wed, but their lack of confidence in the opposite sex haunts their marriage.",drama
behind office doors,Mary Linden is the secretary who is the unheralded power behind successful executive James Duneen. He takes her for granted until rival Wales tries to take her away from him.,drama
big business girl," College graduate Claire McIntyre plans to conquer the business world, while her dropout boyfriend Johnny takes his swing band to Paris. Eventually, Claire catches the eye (in more ways than one) of ad executive Robert Clayton. Between her ability and her legs, she soon rises in the hierarchy. But the unexpected return of Johnny brings on an era of romantic misunderstandings. Will Clayton on one side and an obliging blonde on the other succeed in parting Claire and Johnny? Written by Rod...",comedy
blonde crazy," At a midwestern hotel, conniving bellhop Bert Harris has a finger in every pie. He promotes a job for glamorous Ann Roberts, but she does not immediately succumb to his charms. However, Bert soon enlists Ann as partner in his new profession of con man. Most of the victims they fleece are lawbreakers themselves. But Bert is tempted to try actual stealing, and Ann fears it will bring bad luck... Written by Rod Crawford <[email protected]> ",comedy
bombs over monte carlo," The captain of a battleship of a small Balkan country is fed up with following strange orders from the country's queen, who wants to make a cruise to the Med inspite of the fact that the country is broke and the crew didn't get its salary. So he decides to disobey orders and commands his ship to Monte Carlo, but the queen decides to go there too. He loses his money there at the casino, but the queen falls in love with him. Written by Stephan Eichenberg...",comedy
border law,"When Shag Smith kills Jim's brother Bob, Jim and Thunder quit the rangers so they can cross the border and join Smith's gang. Jim's plan is to get the gang to cross back over the border where the rangers will be waiting.",comedy
born to love,"A pregnant American nurse (Constance Bennett) living in London during WWI, believing her soldier-fiance (Joel McCrea) has been killed in France, marries a wealthy aristocrat (Paul Cavanagh) so her child will have a father. Director Paul L. Stein's 1931 drama also stars Louise Closser Hale, Anthony Bushell and Eily Malyon.",drama
consolation marriage,A sportswriter (Pat O'Brien) jilted by his globe-trotting girlfriend (Myrna Loy) marries a woman (Irene Dunne) jilted by her boyfriend.,drama
cracked nuts,"To impress his fiancee's aunt, a young man tries to become king in a small kingdom, but the people there have already crowned one, who has won this honor by gambling. So he plans a coup d'etat. He tries to achieve this with a bomb, but then something goes wrong...",comedy
dafnis kai hloi," In Lesvos, shepherd Lamonas someday finds an abandoned baby boy suckling a goat and adopts it, and names him Daphnis. Around the same time, another shepherd, Dryantas, finds too an abandoned baby girl and adopts it, naming her Chloe. Daphnis and Chloe grow together and, passing the threshold of puberty feel the buzz of first love. They do not know yet what is happening to them, until a beautiful woman who desires Daphnis, initiates him into the secrets of love. Daphnis in turn initiates Chloe,...",drama
daybreak," Willi, a brash young lieutenant in the Austrian Imperial Guard, bent on an evening of pleasure, visits a house of ill repute and gambling parlor. He meets Laura, a sweet innocent girl and spends the night with her, leaving her money in the morning. Devastated with the realization Willi found her a mere convenience, Laura becomes the mistress of Herr Schnabel, an unpleasant but wealthy gentleman. Never quite getting over Laura, Willi is goaded by her into gambling with Schnabel and losing more...",drama
delicious,"A varied group of immigrants head for the USA aboard S.S. Mauronia, including Russians Sascha, Mischa, Toscha, and Olga. Sascha has fallen for Scots lassie Heather; Olga is courted by Chris Jansen, valet of first class passenger Larry Beaumont. Heather catches Larry's eye, to the discomfiture of Larry's other flame Diana. On arrival, Heather has immigration trouble, and a variety of complications ensue...  - Written byRod Crawford...",romance
drácula,"In the early days of sound, it was common for Hollywood studios to produce Hollywood foreign-language versions of their films (usually in French, Spanish and German) using the same sets, costumes and etc. Unfortunately, most of these foreign language versions no longer exist. The Spanish version of Dracula is an exception. In recent years this version has become more highly praised by some than the English language version. The Spanish crew had the advantage of watching the dailies from the...",horror
east lynne,"Only one copy of East Lynne is known to exist, and it's under lock and key at the UCLA Film & Television Archive. A recommendation and an appointment are needed to view it. There are no plans to release this film on DVD, mainly because restoring it will be very expensive and Fox (who owns the rights) is reluctant to fork over the money.",drama
five and ten,"John owns the largest chain of five and ten cent stores in the country. He moves his family to New York from Kansas City and their life, though grand, is falling apart due to his constant working. Wife and mother Jenny is lonely. Son Avery hates his job. Daughter Jennifer is snubbed by classmate Muriel and her friends. At a charity bazaar, Jennifer meets Berry and sparks are evident. However, he is engaged to Muriel and Muriel will make sure that she, and only she, marries Berry. After the...",drama
"flunky, work hard!","A short concerning an impoverished insurance salesman and his scrappy son, whose fisticuffs with the other boys of their village put his father’s livelihood in jeopardy.",comedy
girls demand excitement,"Peter Brooks is a hard-working, hard-up college student whose dislike of women attending college weakens under the amorous advances of spoiled socialite coed Joan Madison.",comedy
god's gift to women, Contemporary Casanova Toto loves beautiful women and pursues them shamelessly. Then he falls in love with respectable Mary and realizes that to win her he must stop his philandering. But Mary has little confidence in Toto's resolve and concocts a plan of her own. Written by Chris Stone <[email protected]> ,comedy
guilty hands," Richard Grant is a lawyer who believes that murder under certain circumstances is justifiable. Richard's daughter, Barbara, takes her dad to a dinner party hosted by Richard's old friend, wealthy playboy, Gordon Rich. Gordon tells Richard that he and Barbara plan to marry. Richard threatens Gordon's life if he marries Barbara. Richard is unaware that Barbara has no plans to marry Gordon, and she's in love with Tommy Osgood. Richard enraged of the thought of Barbara marrying...",drama
hell on earth,Hell on Earth (German: Niemandsland) is a 1931 German film directed by Victor Trivas.The film is also known as No Man's Land in France.,drama
indiscreet," On New Year's Eve, Geraldine ('Jerry') Trent decides to break up with her boyfriend Jim Woodward, having finally grown tired of his dishonesty and his infidelities. Soon afterward, Geraldine meets and falls in love with novelist Anthony Blake. Blake knows that she has had a man in her past, but he is content as long as he never finds out who it was. All seems well until her sister Joan returns from a trip, and happily introduces Woodward as the new man in her life. Written by ...",drama
