title,plot,genre
Ferris Bueller's Day Off,"Ferris is a street-wise kid who knows all the tricks. Today he decides to take the day off school. When Ferris takes the day off, so must his best friends, Cameron and Sloane. Cameron is reluctantly persuaded to borrow his father's Ferrari (which is never used). And together they hatch a plan to get Sloane out of class. Suspicious principal Ed Rooney knows all about Ferris, but can never catch him. Ferris' sister Jeanie is also frustrated that Ferris always gets away with his tricks and she...",Comedy
Top Gun,"Maverick is a reckless ace fighter pilot, living with the ghosts of his famous aviator father and his own penchant for hijinks. Along with his best friend and navigator, Goose, Maverick attends the Navy's elite air combat academy where the two work together to compete for the title of Top Gun against the best of the best Naval aviators.Breaking rules and convention is his specialty and, true to form, Maverick falls in love with a civilian instructor at the academy. When his best friend,...",Action
Stand By Me,"Based on Stephen King's Short story ""The Body"", ""Stand By Me"" tells the tale of Gordie Lachance, a writer who looks back on his preteen days when he and three close friends went on their own adventure to find the body of a kid their age who had gone missing and presumed dead. The stakes are upped when the bad kids in town are closely tailing - and it becomes a race to see who'll be able to recover the body first.",Adventure
Aliens,"Ripley (Sigourney Weaver), the sole survivor from the original ALIEN, is awakened after 57 years of drifting through space, her stories disbelieved by Company executives who tell her that the alien?s planet is now inhabited and colonized. When contact is suddenly lost with the colonists, Ripley returns to the planet with a squad of marines, an android (Lance Henriksen), and a Company executive (Paul Reiser) with a mission of his own. Once on the planet, no survivors can be found except for...",Action
Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,Action
Platoon,"A gritty and emotional look at the lives of a platoon of American soldiers as they patrol, fight and die in the jungles of Vietnam as seen through the perspective of a young recruit. Two veteran sergeants clash when one of them precipitates a massacre of villagers.",Action
Highlander,"An immortal Scottish Highlander, Duncan McCloud (Christopher Lambert) clashes with other immortals across time to fulfil the prophecy, ""In the end, there can be only one"". Also stars Sean Connery.",Action
Pretty in Pink,"Young Andie is one of the not-so-popular girls in high school. She usually hangs out with her friends Iona or Duckie. Duckie has always had a crush on her, but now she has met a new guy from school, Blane. He's one of the rich and popular guys but can the two worlds meet?",Comedy
Labyrinth,"Frustrated with baby-sitting on yet another weekend night, Sarah - a teenager with an active imagination - summons the Goblins from her favourite book, ""Labyrinth"", to take the baby step-brother away. When little Toby actually disappears, Sarah must follow him into the world of the fairy tale to rescue him from the Goblin King!",Adventure
The Karate Kid Part II,Picks up where the first movie (Karate Kid) leaves off. Mr. Miyagi and Daniel take a trip to Okinawa to visit Mr Miyagi's dieing father. After arriving Mr Miyagi finds he still has feelings for an old love. This stirs up trouble with an old rival that he originally left Okinawa to avoid. In the mean time Daniel encounters a new love and also makes some enemies.,Action
 House ,"William Katt stars in this 1980s horror/comedy as Roger Cobb, a writer who has just split from his wife and is looking to complete a novel about his experiences in Vietnam. In order to work in peace, Roger moves into his aunt's old house, which she left to him after committing suicide, apparently after a bout with mental illness. However, Roger quickly learns that his aunt's suicide was probably the result of the strange forces at work inside her house, forces which begin giving Roger terrible...",Comedy
Big Trouble in Little China,"When trucker Jack Burton agreed to take his friend Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for an immortal sorcerer named Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form. Now, Jack must save Wang's fiancee from Lo Pan and his henchmen, and win back his stolen truck....",Action
The Fly,"In David Cronenberg's remake of the 1958 classic, Jeff Goldblum plays Seth Brundle, a young scientist on the verge of creating ""TelePods,"" a machine that teleports a person from one TelePod to another. He is also falling in love with Veronica Quaife (Geena Davis), a reporter helping him with, what they think is, the ""story of the year."" But the only problem is, the TelePods won't transport matter, and when they do, what happens isn't a pretty sight. After Seth irons all the bugs out of the...",Horror
 Nine 1/2 Weeks ,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",Drama
 Der Name der Rose ,The Franciscan friar William of Baskerville and his young apprentice investigate a series of mysterious deaths in a medieval abbey.,Drama
Little Shop of Horrors,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",Comedy
