title,plot,genre
the lord of the rings: the return of the king,"Sauron's forces have laid siege to Minas Tirith, the capital of Gondor, in their efforts to eliminate the race of men. The once-great kingdom, watched over by a fading steward, has never been in more desperate need of its king. But can Aragorn (Mortensen) answer the call of his heritage and become what he was born to be? In no small measure, the fate of Middle-earth rests on his broad shoulders. With the final battle joined and the legions of darkness gathering, Gandalf (McKellen) urgently...",action
hulk,"A top secret military project hires prestigous university students to assist create a cell altering machine called the 'gammasphere'. Lead of the group is arrogant Bruce Banner, mainly complimented by compassionate Betty Ross. When the gammasphere goes wrong, Bruce Banner is afflicted with the ability to turn into a mammoth creature soon dubbed 'The Hulk', a manifestation of his own inner demons that he mutates into when it is emotionally triggered. A ruined, Jeckal and Hyde man he may be, but...",action
love actually,"Set in contemporary London in the weeks before Christmas, ""Love Actually"" tells one story which weaves together a spectacular number of love stories-sometimes romantic, sometimes sad, sometimes stupid-all funny in their own way. Everywhere you look, love is causing chaos. From the new bachelor Prime Minister who falls in love 30 seconds after entering Downing Street to a loser sandwich delivery guy who doesn't have a hope with the girls in the UK, so heads for Wisconsin; from a jilted writer...",comedy
kill bill vol. 1,"A recently retired master assassin, The Bride (played by Thurman) is gunned down on her wedding day by Bill (David Carradine of the 1970s American TV series Kung Fu), her onetime boss and lover. She wakes up from a coma four years later and resolves to wreak vengeance by hunting down the killers in Bill's posse?a multinational Charlie's Angels-style trio called the Deadly Viper Assassination Squad, played by Daryl Hannah, Lucy Liu and Vivica Fox. Eventually, one can safely assume, The Bride...",action
pirates of the caribbean: the curse of the black pearl,"For the roguish yet charming Captain Jack Sparrow (Depp), the crystalline waters of the Caribbean, like the high seas the world over, present a vast playground where adventure and mystery abound. But Jack's idyllic life capsizes after his nemesis, the wily Captain Barbossa (Rush), steals his ship, the Black Pearl, and later attacks the town of Port Royal, kidnapping the Governor's (Pryce) beautiful daughter, Elizabeth Swann (Knightly). Elizabeth's childhood friend, Will Turner (Bloom), joins...",action
lost in translation,After a washed up TV star goes to Tokyo for a whiskey commercial. While in the city for the commercial the star meets a young photographer and together they end up spending the weekend on a soul-searching mission.,drama
the dreamers,"Left alone in Paris whilst their parents are on holiday, Isabelle (Green) and her brother Theo (Garrel) invite Matthew (Pitt), a young American student, to stay at their apartment. Here they make their own rules as they experiment with their emotions and sexuality while playing a series of increasingly demanding mind games. Set against the turbulent political backdrop of France in the spring of 1968 when the voice of youth was reverberating around Europe, ""The Dreamers"" is a story of...",drama
oldboy,"A man is inexplicably kidnapped and imprisoned for 15 years and his wife is brutally murdered. On his release, he is given a wallet full of money and a mobile phone. A stranger calls and asks him to try and figure out why he was imprisoned. A girl appears and promises to help him solve the enigma and seek vengeance for his cruel fate. As the search progresses, the man finally comes face to face with his kidnapper, who proposes a game: if the man discovers the reason for his imprisonment, his...",drama
the matrix reloaded,"In the second chapter of the Matrix trilogy, freedom fighters Neo (Reeves), Trinity (Moss) and Morpheus (Fishburne) continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation. In their quest to save the human race from extinction, they gain greater insight into the construct of The Matrix and Neo?s pivotal role in the fate of mankind.",action
freddy vs. jason,"It has been almost 10 years since one of the scariest horror characters of all time, Freddy Krueger, invaded the dreams of a generation to exact his deadly form of revenge and murder. Now, Freddy has entered into the dreams of another master of evil, the unstoppable Jason Voorhees -- plunging cinema's two greatest titans of terror into a battle to end all battles.",horror
the room,"""The Room"" is an American black comedy about love, passion, betrayal and lies. It has five major characters. Johnny is a successful banker with great respect for and dedication to the people in his life, especially his future wife Lisa. Johnny can also be a little too trusting at times which haunts him later on. Lisa is a beautiful blonde fiancé of Johnny. She has always gotten her way and will manipulate to get what she wants. She is a taker, with a double personality, and her deadly schemes...",drama
underworld,"""Underworld"" reimagines Vampires as a secretive clan of modern, aristocratic sophisticates whose mortal enemies are the Lycans (werewolves), a shrewd gang of street thugs who prowl the city's underbelly. The balance of power is upset when a beautiful young Vampire and a nascent Lycan - deadly rivals for centuries - fall in love. Len Wiseman directs Kate Beckinsdale and Scott Speedman in a fast-paced, modern-day tale of deadly action, ruthless intrigue and forbidden love, all set against the...",action
big fish,"In the heartwarming film ""Big Fish,"" director Tim Burton (""Batman,"" 'Edward Scissorhands"") brings his inimitable imagination on a journey that delves deep into a fabled relationship between a father and his son. Edward Bloom (Finney) has always been a teller of tall-tales about his oversized life as a young man (McGregor), when his wanderlust led him on an unlikely journey from a small-town in Alabama, around the world, and back again. His mythic exploits dart from the delightful to the...",adventure
the texas chainsaw massacre,"Based loosely on true events that inspired both the original The Texas Chainsaw Massacre and the Oscar-winning The Silence of the Lambs, the new film will center around a handful of friends who become isolated in the company of a deadly clan of cannibals. The original film not only struck a deep chord with the youth culture of the time but revitalized the horror genre, influencing virtually all of the successful horror franchises that followed it, from New Line's own Nightmare on Elm Street...",horror
x2: x-men united,"Mutants continue their struggle against a society that fears and mistrusts them. Their cause becomes even more desperate following an incredible attack by as an yet undetermined assailant possessing extraordinary abilities. The shocking attack renews the political and public outcry for a Mutant Registration Act and an anti-mutant movement now led by William Stryker (Brian Cox), a wealthy former Army commander who is rumoured to have experimented on mutants.Stryker's mutant ""work"" is somehow...",action
holes,"Based on the award-winning children's book of the same name, Holes tells the story of Stanley Yelnats, a teen sent to a detention camp in Texas for a crime he didn't commit. The warden, a cruel woman who uses snake venom to paint her nails, forces the boys to dig holes as punishment and to build character. Her motives seem unusually sadistic, until the boys discover her secret �",adventure
school of rock,"After being fired from his band, a guitarist and singer, Dewey Finn ends up getting a job as a fourth grade substitute teacher at a private school. With his free living ways, attitude and quirky antics he starts to influence the kids and at the same time he prepares them for a battle of the bands.",comedy
old school,"Three former college buddies (Luke Wilson, Will Ferrell, Vince Vaughn), now in their 30s, are unhappy with their lives and try to find fulfillment in reliving their college glory days by starting their own off-campus fraternity.",comedy
peter pan,"A haunting tale of adventure and dreams, Peter Pan has thrilled audiences around the world since it premiered on a London stage 100 years ago. But J. M. Barrie's classic story of the boy who wouldn't grow up - and the girl whose family insists that she must - has never been fully realized onscreen. Until now. Universal Pictures, Columbia Pictures and Revolution Studios are proud to present the first live-action feature film version of Peter Pan since the silent era. And for the first time, a...",adventure
daredevil,"Fate deals young orphan Matt Murdock a strange hand when he is doused with radioactive waste. The accident leaves Matt blind but also gives him a heightened ""radar sense"" that allows him to ""see"" far better than any man. Years later Murdock has grown into a man and becomes a respected criminal attorney. But after he's done his ""day job"" Matt takes on a secret identity as ""The Man Without Fear,"" Daredevil, the masked avenger that patrols the neighborhood of Hell's Kitchen and New York City to...",action
the last samurai,"Set in Japan during the 1870s, The Last Samurai tells the story of Capt. Nathan Algren (Tom Cruise), an American military officer hired by the Emperor of Japan to train the country's first army in the art of modern warfare.? As the?government attempts to eradicate the ancient Samurai warrior class?in preparation for more Westernized and trade-friendly policies, Algren finds himself unexpectedly?affected by his encounters with the Samurai, which places him at the center of a struggle between two...",action
cheaper by the dozen,"When Tom Baker (Martin) gets a job offer to coach football at Northwestern University in Chicago, he and his wife, Mary, move to the big city, which is a big change for them and their 12 children, who range from preschool-age twins Kyle and Nigel all the way up to 22-year-old Anne who has already left home. With the recent publication of her long-in-the-works book, Mary feels demands outside the home taking away as much time as Tom's new job does, so the two are forced to try to find new ways...",comedy
house of 1000 corpses,"There are four college-age kids driving cross-country, researching a book on weird roadside attractions...This stuff has kind of disapeared now, but it was very prevalent in the 70's- like 'World's Biggest Ball of String,' 'Bigfoot Museum,' things like that. So they stumble upon this place called 'Captain Sapulding's Museum of Monsters and Madmen.' It's basically a serial killer museum in the middle of nowhere, and Captain Sapulding is played by Sid [Spider Baby] Haig- he's the crazy-looking...",horror
spy kids 3d: game over,In this installment the Cortez family is thrust into a virtual reality game by the Toymaker as he tries to take over the children of the world. The Cortez family must stop the evil Toymaker by defeating the impossible games that are thrown at them.,action
2 fast 2 furious,"After letting Dominic get away in the first movie, Brian Spilner (Paul Walker) is stripped of his badge. To redeem himself, the cop is sent to Miami to infiltrate a gang of street racers.",action
wrong turn,"Chris (Harrington) has a job interview in Raleigh in three hours and he's making good time in his refurbished classic Mustang convertible... until an accident miles down the highway turns Chris' three-hour trip into a six-hour wait. Determined to make his critical appointment, Chris makes a hard U-turn and heads back up the West Virginia highway. Running low on fuel, he finds a dirt road that seemingly intersects the highway after about 20 miles. It's clearly a road less traveled, but to Chris...",horror
bad boys ii,"Will Smith and Martin Lawrence are back - and oh so bad - on the streets of Miami in ""Bad Boys II,"" reuniting them with director Michael Bay and producer Jerry Bruckheimer. Narcotics detectives Mike Lowrey (Smith) and Marcus Burnett (Lawrence) have been assigned to a high-tech task force investigating the flow of designer ecstasy into Miami. Their inquiries inadvertently lead them to a major conspiracy involving a vicious kingpin (Molla), whose ambitions to take over the city's drug trade have...",action
terminator 3: rise of the machines,"A decade has passed since John Connor (Stahl) helped prevent Judgment Day and save mankind from mass destruction. Now 25, Connor lives ""off the grid"" - no home, no credit cards, no cell phone and no job. No record of his existence. No way he can be traced by Skynet - the highly developed network of machines that once tried to kill him and wage war on humanity. Until... out of the shadows of the future steps the T-X (Loken), Skynet's most sophisticated cyborg killing machine yet. Sent back...",action
the matrix revolutions,"In The Matrix Revolutions, the final chapter in the Matrix trilogy, the rebels' long quest for freedom culminates in a final explosive battle. As the Machine Army wages devastation on Zion, its citizens mount an aggressive defense -- but can they stave off the relentless swarm of Sentinels long enough for Neo to harness the full extent of his powers and end the war?",action
dogville,"The beautiful fugitive, Grace (Kidman), arrives in the isolated township of Dogville on the run from a team of gangsters. With some encouragement from Tom (Bettany), the self-appointed town spokesman, the little community agrees to hide her and in return, Grace agrees to work for them. However, when a search sets in, the people of Dogville demand a better deal in exchange for the risk of harbouring poor Grace and she learns the hard way that in this town, goodness is relative. But Grace has a...",drama
cold mountain,"Based on the well known novel by Charles Frazier the story follows Inman, played by Jude Law, a wounded confederate soldier who is on a perilous journey home to his mountain community, hoping to reunite with his prewar sweetheart, Ada, played by Nicole Kidman.",drama
the league of extraordinary gentlemen,"Set in Victorian England, the story centers around a team of extraordinary figures enlisted by a mysterious caller to stop a villain intent on turning the nations of the world against one another. The coterie of heroes are led by Allan Quartermain (Sean Connery) and comprise some of the greatest figures from adventure literature: Captain Nemo (Naseeruddin Shah), Dracula vampiress Mina Harker (Peta Wilson), invisible man Rodney Skinner, (Tony Curran), American secret service agent Sawyer (Shane...",action
american wedding,"The crew reunites in East Great Falls once again for the ultimate occasion, Jim and Michelle are getting married. Everyone is back for the happy day including Stifler who is there to plan the best bachelor party ever! Finch and the rest of the guys are back for all the fun and hilarity and Jim's dad is there to provide the boys with his brand of advice.",comedy
the italian job,"A band of thieves, led by Charlie Croker (Wahlberg), pulls off the ultimate heist by rigging the stoplights of the city of Los Angeles so that they can drive right out of the city with a carful of gold (in a safe that they're stealing back after Croker's double-crossing ex-partner, played by Edward Norton, stole it from Croker first), with nothing but greenlights, while everyone else gets redlights, thus keeping the roads plugged with the largest traffic jam in L.A. history, and the police from...",action
