title,plot,genre
captain america: the first avenger,"Born during the Great Depression, Steve Rogers grew up a frail youth in a poor family. Horrified by the newsreel footage of the Nazis in Europe, Rogers was inspired to enlist in the army. However, because of his frailty and sickness, he was rejected. Overhearing the boy’s earnest plea, General Chester Phillips offered Rogers the opportunity to take part in a special experiment… Operation: Rebirth. After weeks of tests, Rogers was at last administered the ‘Super-Soldier Serum’ and...",action
harry potter and the deathly hallows - part 2,"""Harry Potter and the Deathly Hallows - Part 2,"" is the final adventure in the Harry Potter film series. The much-anticipated motion picture event is the second of two full-length parts. In the epic finale, the battle between the good and evil forces of the wizarding world escalates into an all-out war. The stakes have never been higher and no one is safe. But it is Harry Potter who may be called upon to make the ultimate sacrifice as he draws closer to the climactic showdown with Lord...",adventure
hanna,"Raised by her father (Eric Bana of Star Trek), an ex-CIA man, in the wilds of Finland, Hanna’s upbringing and training have been one and the same, all geared to making her the perfect assassin. The turning point in her adolescence is a sharp one; sent into the world by her father on a mission, Hanna journeys stealthily across Europe while eluding agents dispatched after her by a ruthless intelligence operative with secrets of her own (Academy Award winner Cate Blanchett). As she nears her...",action
the help,"Based on one of the most talked about books in years and a #1 New York Times best-selling phenomenon, “The Help” stars Emma Stone (“Easy A”) as Skeeter, Academy Award®–nominated Viola Davis (“Doubt”) as Aibileen and Octavia Spencer as Minny—three very different, extraordinary women in Mississippi during the 1960s, who build an unlikely friendship around a secret writing project that breaks societal rules and puts them all at risk. From their improbable alliance a remarkable...",drama
x-men: first class,"""X-Men: First Class,"" following the classic Marvel mythology, charts the epic beginning of the X-Men saga. Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were archenemies, they were closest of friends, working together, with other Mutants (some familiar, some new), to stop the greatest threat the world has ever known. In the process, a rift between them opened, which began the...",action
crazy stupid love,"At fortysomething, straight-laced Cal Weaver (Steve Carell) is living the dream—good job, nice house, great kids and marriage to his high school sweetheart. But when Cal learns that his wife, Emily (Julianne Moore), has cheated on him and wants a divorce, his ""perfect"" life quickly unravels. Worse, in today's single world, Cal, who hasn't dated in decades, stands out as the epitome of un-smooth. Now spending his free evenings sulking alone at a local bar, the hapless Cal is taken on as...",comedy
green lantern,"In a universe as vast as it is mysterious, a small but powerful force has existed for centuries. Protectors of peace and justice, they are called the Green Lantern Corps. A brotherhood of warriors sworn to keep intergalactic order, each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of their newest recruit, the first human ever selected: Hal...",action
mission: impossible ghost protocol,"When a bomb destroys the Kremlin, the IMF is blamed and its members labeled as terrorists intent on inciting a global nuclear war. Ethan Hunt and his team must unravel the conspiracy.",action
just go with it,"In ""Just Go With It"", a plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",comedy
bridesmaids,"This spring, producer Judd Apatow and director Paul Feig invite you to experience ""Bridesmaids."" Annie, a maid of honor whose life unravels as she leads her best friend, Lillian, and a group of colorful bridesmaids on a wild ride down the road to matrimony. Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance...",comedy
sucker punch,"Close your eyes. Open your mind. You will be unprepared. ""Sucker Punch"" is an epic action fantasy that takes us into the vivid imagination of a young girl whose dream world provides the ultimate escape from her darker reality. Unrestrained by the boundaries of time and place, she is free to go where her mind takes her, and her incredible adventures blur the lines between what's real and what is imaginary. She has been locked away against her will, but Babydoll (Emily Browning) has not lost her...",action
sherlock holmes: a game of shadows,"Sherlock Holmes (Robert Downey Jr.) has always been the smartest man in the room...until now. There is a new criminal mastermind at large—Professor Moriarty (Jared Harris)—and not only is he Holmes’ intellectual equal, but his capacity for evil, coupled with a complete lack of conscience, may actually give him an advantage over the renowned detective. When the Crown Prince of Austria is found dead, the evidence, as construed by Inspector Lestrade (Eddie Marsan), points to suicide. But...",action
in time,"Welcome to a world where time has become the ultimate currency. You stop aging at 25, but there's a catch: you're genetically-engineered to live only one more year, unless you can buy your way out of it. The rich earn decades at a time (remaining at age 25), becoming essentially immortal, while the rest beg, borrow or steal enough hours to make it through the day. When a man from the wrong side of the tracks is falsely accused of murder, he is forced to go on the run with a beautiful hostage....",action
warrior,"Two brothers face the fight of a lifetime – and the wreckage of their broken family – within the brutal, high-stakes world of Mixed Martial Arts (MMA) fighting in Lionsgate's action/drama, ""Warrior.""An ex-Marine haunted by a tragic past, Tommy Riordan returns to his hometown of Pittsburgh and enlists his father, a recovered alcoholic and his former coach, to train him for an MMA tournament awarding the biggest purse in the history of the sport. As Tommy blazes a violent path towards the...",drama
midnight in paris,"Midnight in Paris is a romantic comedy that follows a family travelling to the city for business. The party includes a young engaged couple that has their lives transformed throughout the journey. The film celebrates a young man’s great love for Paris, and simultaneously explores the illusion people have that a life different from their own is better.",comedy
bad teacher,"Some teachers just don’t give an F. For example, there's Elizabeth (Cameron Diaz). She’s foul-mouthed, ruthless, and inappropriate. She drinks, she gets high, and she can’t wait to marry her meal ticket and get out of her bogus day job. When she’s dumped by her fiancé, she sets her plan in motion to win over a rich, handsome substitute (Justin Timberlake) – competing for his affections with an overly energetic colleague, Amy (Lucy Punch). When Elizabeth also finds herself fighting...",comedy
pirates of the caribbean: on stranger tides,"Produced by Jerry Bruckheimer and directed by Rob Marshall, “Pirates of the Caribbean: On Stranger Tides” captures the fun, adventure and humor that ignited the hit franchise—this time in Disney Digital 3D™. Johnny Depp returns to his iconic role of Captain Jack Sparrow in an action-packed adventure. Crossing paths with the enigmatic Angelica (Penelope Cruz), he’s not sure if it’s love—or if she’s a ruthless con artist who’s using him to find the fabled Fountain of Youth. When...",action
conan the barbarian,"The most legendary Barbarian of all time is back this Summer. Having thrived and evolved for eight consecutive decades in the public imagination- in prose and graphics, on the big screen and small, in games and properties of all kinds- Conan’s exploits in the Hyborian Age now come alive like never before in a colossal 3D action-adventure film.A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters,...",action
i am number four,"Three are dead. He is Number Four. D.J. Caruso (“Eagle Eye,” “Disturbia”) helms a suspense-thriller about an extraordinary young man, John Smith (Alex Pettyfer), who is a fugitive on the run from ruthless enemies sent to destroy him. Changing his identity, moving from town to town with his guardian Henri (Timothy Olyphant), John is always the new kid with no ties to his past. In the small Ohio town he now calls home, John encounters unexpected, life-changing events—his first love...",drama
the adjustment bureau,"On the brink of winning a seat in the U.S. Senate, ambitious politician David Norris meets beautiful contemporary ballet dancer Elise Sellas--a woman like none he's ever known. But just as he realizes he's falling for her, mysterious men conspire to keep the two apart. David learns he is up against the agents of Fate itself--the men of The Adjustment Bureau--who will do everything in their considerable power to prevent David and Elise from being together. In the face of overwhelming odds, he...",romance
shame,"Brandon is a 30-something man living in New York who is unable to manage his sex life. After his wayward younger sister moves into his apartment, Brandon's world spirals out of control. From director Steve McQueen (Hunger), Shame is a compelling and timely examination of the nature of need, how we live our lives and the experiences that shape us.",drama
fast five,"Vin Diesel and Paul Walker lead a reunion of returning all-stars from every chapter of the explosive franchise built on speed in Fast Five. In this installment, former cop Brian O'Conner (Paul Walker) partners with ex-con Dom Toretto (Vin Diesel) on the opposite side of the law. Dwayne Johnson joins returning favorites Jordana Brewster, Ludacris, Tyrese Gibson, Sung Kang, Gal Gadot, Matt Schulze, Tego Calderon and Don Omar for this ultimate high-stakes race.Since Brian and Mia Toretto...",action
war horse,"Set against a sweeping canvas of rural England and Europe during the First World War, ""War Horse"" begins with the remarkable friendship between a horse named Joey and a young man called Albert, who tames and trains him. When they are forcefully parted, the film follows the extraordinary journey of the horse as he moves through the war, changing and inspiring the lives of all those he meets-British cavalry, German soldiers, and a French farmer and his granddaughter-before the story reaches its...",drama
"tinker, tailor, soldier, spy",An intelligence officer is recalled from retirement when there are signs that one of the top-ranking officers of the British Secret Intelligence Service is a Soviet mole.,drama
immortals,"Eons after the Gods won their mythic struggle against the Titans, a new evil threatens the land. Mad with power, King Hyperion (Mickey Rourke) has declared war against humanity. Amassing a bloodthirsty army of soldiers disfigured by his own hand, Hyperion has scorched Greece in search of the legendary Epirus Bow, a weapon of unimaginable power forged in the heavens by Ares.Only he who possesses this bow can unleash the Titans, who have been imprisoned deep within the walls of Mount Tartaros...",action
one day,"Twenty years…two people. Directed by Lone Scherfig (director of “An Education,” Academy Award-nominated for Best Picture), the motion picture “One Day” is adapted for the screen by David Nicholls from his beloved bestselling novel One Day. After one day together – July 15th, 1988, their college graduation – Emma Morley (Academy Award nominee Anne Hathaway) and Dexter Mayhew (Jim Sturgess of “Across the Universe”) begin a friendship that will last a lifetime. She is a...",drama
hugo,"Twelve-year-old Hugo lives in the walls of a busy Paris train station, where his survival depends on secrets and anonymity. But when his world suddenly interlocks with an eccentric girl and the owner of a small toy booth in the train station, Hugo's undercover life, and his most precious secret, are put in jeopardy.",adventure
melancholia,"In this beautiful movie about the end of the world, Justine (Kirsten Dunst) and Michael (Alexander Skarsgård) are celebrating their marriage at a sumptuous party in the home of her sister Claire (Charlotte Gainsbourg), and brother-in-law John (Kiefer Sutherland). Despite Claire’s best efforts, the wedding is a fiasco, with family tensions mounting and relationships fraying. Meanwhile, a planet called Melancholia is heading directly towards Earth… MELANCHOLIA is a psychological disaster...",drama
contagion,"""Contagion"" follows the rapid progress of a lethal airborne virus that kills within days. As the fast-moving epidemic grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself. At the same time, ordinary people struggle to survive in a society coming apart.",drama
friends with benefits,"Dylan (Justin Timberlake) and Jamie (Mila Kunis) think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications.",comedy
q,"In a social context deteriorated by a countrywide economic crisis, the life of several people will be turned upside down after they meet Cecile, a character who symbolizes desire.",drama
