title,plot,genre
Django Unchained,"With the help of his mentor, a slave-turned-bounty hunter sets out to rescue his wife from a brutal Mississippi plantation owner.",Adventure
The Dark Knight Rises,"The epic conclusion to filmmaker Christopher Nolan's Batman trilogy. After eight years of struggling with his new status as a wanted vigilante, Batman must contend with newcomers Catwoman and the brutal and villainous Bane.",Action
Les Miserables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",Drama
Jack Reacher,"When a gunman takes five lives with six shots, all evidence points to the suspect in custody. On interrogation, the suspect offers up a single note: ""Get Jack Reacher!"" So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",Action
The Hunger Games,"Sixteen year old Katniss Everdeen volunteers in her younger sister's place to enter the games, and is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy when she's pitted against highly-trained Tributes who have prepared for these Games their entire lives. If she's ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love.",Adventure
Hunter Killer,"An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general.",Action
Savages,"Laguna Beach entrepreneurs Ben (Johnson), a peaceful and charitable marijuana producer, and his closest friend Chon (Kitsch), a former Navy SEAL and ex-mercenary, run a lucrative, homegrown industry-raising some of the best weed ever developed. They also share a one-of-a-kind love with the extraordinary beauty Ophelia (Lively). Life is idyllic in their Southern California town... until the Mexican Baja Cartel decides to move in and demands that the trio partners with them. When the merciless...",Adventure
Prometheus,"In the distant future, two superpowers control Earth and fight each other for all the solar system's natural resources. When one side dispatches a team to a distant planet to terraform it for human colonization, the team discovers an indigenous race of bio-mechanoid killers.",Adventure
Pitch Perfect,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",Comedy
The Amazing Spider-Man,"Peter Parker finds a clue that might help him understand why his parents disappeared when he was young. His path puts him on a collision course with Dr. Curt Connors, his father's former partner.",Action
The Hobbit: An Unexpected Journey,"The adventure follows the journey of title character Bilbo Baggins, who is swept into an epic quest to reclaim the lost Dwarf Kingdom of Erebor from the fearsome dragon Smaug. Approached out of the blue by the wizard Gandalf the Grey, Bilbo finds himself joining a company of thirteen dwarves led by the legendary warrior, Thorin Oakenshield. Their journey will take them into the Wild; through treacherous lands. Bilbo Baggins not only discovers depths of guile and courage that surprise even him,...",Adventure
21 Jump Street,"Schmidt and Jenko are more than ready to leave their adolescent problems behind. Joining the police force and the secret Jump Street unit, they use their youthful appearances to go undercover in a local high school.As they trade in their guns and badges for backpacks, Schmidt and Jenko risk their lives to investigate a violent and dangerous drug ring. But they find that high school is nothing like they left it just a few years earlier - and neither expects that they will have to confront the...",Action
Skyfall,"In Skyfall, Bond’s loyalty to M is tested as her past comes back to haunt her. As MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Action
Men in Black 3,"Agent J travels in time to MIB's early years in the 1960s, to stop an alien from assassinating his friend Agent K and changing history.",Action
American Reunion,"In the comedy American Reunion, all the American Pie characters we met a little more than a decade ago return to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn't and that time and distance can't break the bonds of friendship.",Comedy
Cloud Atlas,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",Adventure
That's My Boy,"While still in his teens, Donny (Adam Sandler) fathered a son, Todd (Andy Samberg), and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down.",Comedy
 12/12/12 ,"When baby Sebastian is born on 12/12/12 everyone around him starts to die. Soon, his mother realizes that her son is the spawn of Hell.",Horror
Looper,"In the year 2042, a man working for a group of killers called ""Loopers"" (they work for the mob and kill people who are sent blindfolded back in time from the year 2072 by their bosses) recognizes a victim as himself. He hesitates resulting in the escape of his older self.",Action
Snow White and the Huntsman,"In the epic action-adventure Snow White and the Huntsman, Snow White is the only person in the land fairer than the evil queen out to destroy her. But what the wicked ruler never imagined is that the young woman threatening her reign has been training in the art of war with a huntsman dispatched to kill her.",Adventure
The Twilight Saga: Breaking Dawn - Part 2,The astonishing conclusion to the series illuminates the secrets and mysteries of this spellbinding romantic epic that has entranced millions.,Adventure
Silver Linings Playbook,"Life doesn’t always go according to plan…Pat Solitano (Bradley Cooper) has lost everything -- his house, his job, and his wife. He now finds himself living back with his mother (Jacki Weaver) and father (Robert DeNiro) after spending eight months in a state institution on a plea bargain. Pat is determined to rebuild his life, remain positive and reunite with his wife, despite the challenging circumstances of their separation. All Pat’s parents want is for him to get back on his feet - and...",Comedy
The Impossible,"Based on a true story, The Impossible is the unforgettable account of a family caught, with tens of thousands of strangers, in the mayhem of one of the worst natural catastrophes of our time. But the true-life terror is tempered by the unexpected displays of compassion, courage and simple kindness that Maria and her family encounter during the darkest hours of their lives. Both epic and intimate, devastating and uplifting, The Impossible is a journey to the core of the human heart.",Drama
