title,plot,genre
rebel without a cause,"Jim Stark, a rebellious young man with a troubled past, moves to a new town with his parents in hope for a fresh start. It doesn't take Jim long to settle in and make new friends... or new enemies.",drama
kismet,"Like a tale spun by Schehrazade, Kismet follows the remarkable and repeated changes of fortune that engulf a poor poet. It all happens in one incredible day when Kismet (Fate) takes a hand.",adventure
we're no angels,Three Devil's Island escapees hide out in the home of a kindly merchant and repay his kindness by helping him and his family out of several crises.,comedy
the seven year itch,"Like many other Manhattan husbands, Richard Sherman sends his wife and son to the country for the summer, while he stays behind to toil. Though reveling in temporary bachelor freedom of lifestyle, he's resolved not to carouse and philander like some others. But his overactive, over-vivid imagination goes into overdrive when a delightfully unconventional, voluptuous blonde moves in upstairs.",comedy
guys and dolls,"In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game.",comedy
marty,"Marty is a 34-year-old butcher whose Italian family is constantly after him to get married. He meets plain-looking schoolteacher Clara. They are both lonely, unglamorous people who have resigned themselves to their unloved lives. But they manage, in time, to grope their way to love.",comedy
the trouble with harry,"Trouble erupts in a small, quiet New England town when a man's body is found in the woods. The problem is that almost everyone in town thinks that they had something to do with his death.",comedy
revenge of the creature,"The Creature from the Black Lagoon is back! This time he's captured by scientists and transported to an aquarium in south Florida. Naturally, he's attracted to the lovely female scientist and manages to escape and kidnap her, heading to Jacksonville, presumably to catch a Jaguars game.",horror
the ladykillers,"Meet ""The Unholy Five""...The Most Befuddled Set of Assorted Thugs That Ever Fouled Up a Million Dollar Bank Robbery!! A gang of five diverse oddball criminal types rent a two room apartment in an isolated house on a London cul-de-sac from an octogenarian widow with three pet parrots. The group's mastermind, Professor Marcus, tells her a cover story that they are members of an amateur string quintet and would like to use the rooms to hone their musical skills. In reality, they are plotting to...",comedy
pather panchali,"Sometime in the early years of the century, a boy, Apu, is born to a poor Brahmin family in a village in Bengal. The father, a poet and priest, cannot earn enough to keep his family going. Apu's sister, Durga, is forever stealing guavas from the neighbour's orchards. All these add to the daily struggles of the mother's life, notwithstanding her constant bickering with old aunt who lives with the family.",drama
sissi,"The young Bavarian princess Elisabeth, who all call Sissi, goes with her mother and older sister Néné to Austria where Néné will be wed to an emperor named Franz Joseph, Yet unexpectedly Franz runs into Sissi while out fishing and they fall in love.",comedy
tarantula,A spider escapes from an isolated desert laboratory experimenting in giantism and grows to tremendous size as it wreaks havoc on the local inhabitants.,horror
a generation," During the Nazi occupation of Poland, a generation of youth comes of age. Stach and his friends start with spontaneous acts of defiance, which can prove deadly, but have no organized purpose. Then, while at work as an apprentice, Stach learns elementary Marxian economics from a shop steward. When he sees the valiant and beautiful Dorota, a leader of the Youth Underground, he volunteers. He recruits his friends, and they become a cell in the resistance, tasting courage, discipline, and tragedy....",drama
abbott and costello meet the keystone kops,"Harry and Willie are scammed into buying the Thomas Edison studio lot by a man named Gorman. They decide to follow Gorman's trail to Hollywood where, unbeknownst to them, he has taken the identity of a foreign film director. The lads wind up as stunt doubles in film the which Gorman is now shooting, while the conman tries to have the bungling pair done away with before they realize who he really is.",comedy
abbott and costello meet the mummy,In Egypt Peter and Freddie find the archaeologist Dr. Zoomer murdered before they can return to America. A medallion leads them to a crypt where a revived mummy provides the terror.,action
alias john preston," Wealthy John Preston arrives in small town Deanbridge. He invests in local businesses and gets involved in community affairs. Eventually, he meets a local belle, Sally, and wins her from her current boyfriend. She agrees to marry him. Then, he begins to have strange dreams about Sylvia, a beautiful woman from his past, who comes to Deanbridge to blackmail him. In his dream, Preston strangles the scheming woman, but is then confronted by a strange Frenchman. He tells his dream to Dr. Walton,...",horror
all that heaven allows,Friends and family want a rich widow (Jane Wyman) to end her romance with a tree surgeon (Rock Hudson) about 15 years her junior.,drama
