title,plot,genre
 A Streetcar Named Desire ,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Drama
 Quo Vadis ,"Set against the back drop of Rome in crisis, General Marcus Vinicius returns to the city from the battle fields and falls in love with a Christian woman, Lygia. Caught in the grip of insanity, Nero's atrocities become more extreme and he burns Rome, laying the blame on the Christians. Vinicius races to save Lygia from the wrath of Nero as the empire of Rome collapses around them.",Drama
The African Queen,"At the start of the first World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.",Adventure
 The Day the Earth Stood Still ,An alien and a robot land on earth after World War II and tell mankind to be peaceful or face destruction. A classic science fiction film from Robert Wise with an exceptional message.,Drama
 David and Bathsheba ,"David and Bathsheba is a 1951 historical epic film about King David made by 20th Century Fox. It was directed by Henry King, produced by Darryl F. Zanuck, from a screenplay by Philip Dunne. The music score was by Alfred Newman and the cinematography by Leon Shamroy. King David was the second king of Israel and this film is based on the second Old Testament book of Samuel from the Bible. Gregory Peck stars as King David and the film follows King David's life as he adjusts to ruling as a King,...",Drama
 Ace in the Hole ,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to revitalize his career, but the situation quickly escalates into an out-of-control media circus.",Drama
 Pandora and the Flying Dutchman ," Albert Lewin's interpretation of the legend of the Flying Dutchman. In a little Spanish seaport named Esperanza, during the 30s, appears Hendrick van der Zee, the mysterious captain of a yacht (he is the only one aboard). Pandora is a beautiful woman (who men kill and die for). She's never really fallen in love with any man, but she feels very attracted to Hendrick... We are soon taught that Hendrick is the Flying Dutchman, this sailor of the 17th century that has been cursed by God...",Drama
 M ,"Remake of the 1931 original. In the city, someone is murdering children. The Police search is so intense, it is disturbing the 'normal' criminals, and the local hoods decide to help find the murderer as quickly as possible.",Drama
 Abbott and Costello Meet the Invisible Man ,"Boxer Tommy Nelson is accused of killing his manager. While detectives Bud and Lou investigate they come across an invisibility formula with which Tommy injects himself rather than face the police. This sparks an idea for trapping gangster Morgan by having Lou fight champ Rocky Hanlon, with Tommy's invisible help",Comedy
 Across the Wide Missouri ,"In the 1830's beaver trapper Flint Mitchell and other white men hunt and trap in the then unnamed territories of Montana and Idaho. Flint marries a Blackfoot woman as a way to gain entrance into her people's rich lands, but finds she means more to him than a ticket to good beaver habitat.",Adventure
 Along the Great Divide ,"New Federal marshal Len Merrick saves Tim Keith from lynching at the hands of the Roden clan, and hopes to get him to Santa Loma for trial. Vindictive Ned Roden, whose son Ed was killed, still wants personal revenge, and Tim would like to escape before Ned catches up with him again. Can the marshal make it across the desert with Tim and his daughter? Even if he makes it, will justice be served?",Adventure
 Angels in the Outfield ,"Paul Douglas, stars with Janet Leigh, as the hot-tempered Pittsburgh Pirates manager whose hard-luck team goes on a wining streak thanks to some heavenly intervention.",Comedy
 Bedtime for Bonzo ,College prof Peter Boyd tries to salvage his professional and personal reputation by using a lab chimp to prove that environment trumps heredity in behavioral development.,Comedy
 Blackmailed ,"A blackmailer is murdered, and those who witnessed the scene agree to keep quiet; the complication is that the scene is also witnessed by a young artist, a victim of blackmail as well. (BFI Website)",Drama
 Boniface somnambule ,"Victor Boniface's life is not exactly a rest cure. Just imagine : Victor is both a store detective and a ... shoplifter (only when he walks in his sleep, mind you)! And falling in love while sleepwalking is no bed of roses either, as the good-natured man simply forgets everything after waking up. Fortunately love wins the game in the end. Does that mean that life will become as easy as pie ? Certainly not : the little Bonifaces will be sleepwalkers just like their daddy! ...",Comedy
 Bride of the Gorilla ,"Excitement and suspense abound in this rousing jungle thriller starring legendary Lon Chaney, Jr. (The Wolf Man), Raymond Burr (TV's ""Perry Mason""), and tabloid sex goddess Barbara Payton as a seductive blonde bombshell. She marries a wealthy plantation owner in the South American jungle, where strange, hideous experiments are underway using ancient jungle curses and supernatural forces summoned from beyond!",Horror
 Callaway Went Thataway ,"Two smart marketing people resurrect some old films starring cowboy Smoky Callaway and put them on television. The films are a big hit and the star is in demand. Unfortunately no one can find him. When a lookalike sends in a photo, the marketing team hires him to impersonate Callaway. Things get sticky when the real Callaway eventually shows up.",Comedy
 Captain Horatio Hornblower ,"A naval adventure, based on the novels by C.S. Forester, about the heroic, 19th-century British seafarer. The story sails with his ship, the Lydia, through battles with Spain and then France won with wit rather than might.",Action
 Caroline chérie ,"14th July 1782. While the wedding of her older unprepossessing sister Louise to a wealthy aristocrat is being celebrated, sixteen-year old beauty Caroline falls in love with an attractive young libertine. But Gaston won't hear of marriage and out of spite she weds Georges Berthier, a politician. Two years later she meets Gaston again and once again it is love at first sight. But her husband being declared an outlaw Caroline must go into hiding.Gaston gives her a helping hand but...",Comedy
 Cattle Drive , The spoilt young son of a wealthy railroad owner manages to get himself lost in the middle of nowhere. He is found by a cowboy on a cattle drive and the lad must start learning the hard lessons of working in a team if he wants to make it to San Diego. Written by Jeremy Perkins <[email protected]> ,Action
 Cloudburst ,A Canadian World War II veteran working for the British Foreign Office scours England for the killer who murdered his wife.  - Written by[email protected] ,Thriller
 Come Fill The Cup ," Alcoholic newspaperman Lew Marsh hits bottom, loses his job and is rehabilitated by Charley Dolan. After six years on the wagon he gets his job back and devotes himself to other recovering alcoholics. His boss enlists his help to sober up his nephew, Boyd Copeland, who has married Lew's old sweetheart. Boyd, who is involved with a cabaret singer and the mob, presents quite a challenge. Written by Herman Seifer <[email protected]> ",Drama
 Cops and Robbers ,"Esposito is a thief who cons tourists in Rome. A lengthy persecution by police Bottoni, who manages to catch it starts. In an oversight Esposito manages to flee again. Bottoni superiors inform him that if no catches him will lose his job.",Comedy
 Decision Before Dawn ," WWII is entering its last phase: Germany is in ruins, but does not yield. The US army lacks crucial knowledge about the German units operating on the opposite side of the Rhine, and decides to send two German prisoners to gather information. The scheme is risky: the Gestapo retains a terribly efficient network to identify and capture spies and deserters. Moreover, it is not clear that ""Tiger"", who does not mind any dirty work as long as the price is right, and war-weary...",Drama
 Devil Dogs of the Air ,"Major Daniel Kirby takes command of a squadron of Marine fliers just before they are about to go into combat. While the men are well meaning, he finds them undisciplined and prone to always finding excuses to do what is easy rather than what is necessary. The root of the problem is the second in command, Capt. Carl 'Griff' Griffin. Griff is the best flier in the group but Kirby finds him a poor commander who is not prepared to the difficult decision that all commanders have to make - to put men...",Drama
 Distant Drums ," Army Lieutenant Tufts accompanies scout Quincy Wyatt into the Everglades to rout the Seminole Indians who are threatening the early settlers in Florida. When the command is forced to run, Wyatt and Seminole Chief Oscala square off in an exciting climax. Written by Buxx Banner <[email protected]> ",Action
 Double Crossbones ,"Falsely accused by the corrupt Governor Elden of Charleston of fencing stolen pirate booty, young Davey Crandall and friend Tom Botts buy passage on the ship of local buccaneer Bloodthirsty Ben. They avoid being killed by faking a case of the pox, which causes the panicked captain and crew to desert the ship. The two find themselves alone, and when a lucky cannon shot hits a mast on a British ship, they find themselves mistaken for pirates. They sail to Tortuga, where they recruit such...",Comedy
 Drums in the Deep South ,"Best friends Clay Clayburn and Will Denning graduate from West Point only to soon find themselves fighting on opposite sides of the Civil War. When the two men meet each other in combat, neither knows it as each is in an artillery position hundreds of yards from the other. However, the love of Clay's life, Kathy Summers, does know and tries desperately to save her two good friends from killing each other.  - Written byAlfred Jingle ",Action
 Fanfaren der Liebe ,"Two musicians, Hans and Peter, are out of work. They make regular visits to the booking agent, but there's no work. After several false starts, they are desperate, and when they hear that an all-woman band, the Alpine Violets, have been let down and are desperate for two female musicians, they know that fate is knocking for them. When they hear that the band is going to a luxury Alpine hotel to record a gramophone record, they can't wait to get on board. They enlist the help of...",Comedy
