title,plot,genre
Iron Man,"Based on the long-running Marvel comic book series, ""Iron Man"" tells the story of Tony Stark, the enigmatic heir to the Stark Enterprises fortune. A driven inventor and executive who seems to have it all, Tony is haunted by his dark side. Though he commands his empire by day, by night he secretly becomes ""Iron Man,"" the living embodiment of decades of defense spending and innovation. Strapping on billions of dollars worth of state-of-the-art armor and weaponry each night to fight crime,...",Action
The Dark Knight,"The follow-up to the action hit ""Batman Begins,"" ""The Dark Knight"" reunites director Christopher Nolan and star Christian Bale, who reprises the role of Batman/Bruce Wayne. In the new film, Batman raises the stakes in his war on crime. With the help of Lieutenant Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the city streets. The partnership proves to be effective, but they soon find themselves prey to a reign of...",Action
The Incredible Hulk,"""The Incredible Hulk,"" to be directed by Louis Leterrier, will return to the roots of the long-running comic series, combining a well-developed character storyline with incredible action and fun. Zak Penn, who previously collaborated with Marvel on X2 and this summer's smash hit X-Men: The Last Stand, is writing the script. The project is being produced by Avi Arad, Kevin Feige and Gale Ann Hurd and will be executive produced by Michael Helfant and Ari Arad.",Action
Hellboy II: The Golden Army,"The sequel to the 2003 movie based on Mike Mignola's Dark Horse comic character.Ron Perlman returns to the title role as Hellboy, a humanoid creature born in the flames of Hell and brought to Earth as an infant. Raised in secret, the adolescent ""HB"" becomes an agent for the secret Bureau for Paranormal Research and Development (BPRD), a covert government agency which serves as the planet's line of defense against otherworldly evil. Selma Blair will also reprise the role of Liz Sherman, a...",Action
Mamma Mia!,"Meryl Streep will play the rebellious single mother of a bride-to-be who never met her father. The daughter invites three likely paternal candidates to her wedding, and the ensuing conflict triggers the performance of 22 Abba hits including ""Dancing Queen,"" ""Take a Chance on Me"" and ""The Winner Takes It All."" Based on the crowd-pleasing musical that has played in 130 cities around the world and has grossed $1.6 billion since its 1999 opening.",Comedy
Wanted,"Based upon Mark Millar's explosive graphic novel series and helmed by the stunning visualist director Timur Bekmambetov--creator of the most successful Russian film franchise in history, the ""Night Watch"" series--""Wanted"" tells the story of one invisible drone's transformation into a dark avenger. In 2008, the world will be introduced to a superhero for a new millennium: Wesley Gibson.",Action
Twilight,"""Twilight"" is an action-packed, modern-day love story between a teenage girl and a vampire. Bella Swan (Kristen Stewart) has always been a little bit different, never caring about fitting in with the trendy girls at her Phoenix high school. When her mother re-marries and sends Bella to live with her father in the rainy little town of Forks, Washington, she doesnt expect much of anything to change. Then she meets the mysterious and dazzlingly beautiful Edward Cullen (Robert Pattinson), a boy...",Drama
Tropic Thunder,"In the action-comedy ""Tropic Thunder,"" Ben Stiller plays pampered action superstar Tugg Speedman, who is cast in the biggest, most expensive war movie ever produced. He sets out to Southeast Asia with a ""Who's Who"" of celebrity co-stars. They include Kirk Lazarus (Robert Downey Jr.), an intense, three-time Oscar-winning actor; Jeff Portnoy (Jack Black), star of the popular gross-out comedy franchise ""The Fatties""; multi-platinum hiphop-star-turned-entrepreneur-turned-actor Alpa Chino (Brandon...",Action
Indiana Jones and the Kingdom of the Crystal Skull,"In 1957, Indiana Jones is thrust back in action, venturing into the jungles of South America in a race against Soviet agents to find the mystical Crystal Skull.",Action
Quantum of Solace,"""Quantum of Solace"" continues the high octane adventures of James Bond (Daniel Craig) in ""Casino Royale.""Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M (Judi Dench) interrogate Mr White (Jesper Christensen) who reveals the organisation which blackmailed Vesper is far more complex and dangerous than anyone had imagined.Forensic intelligence links an Mi6 traitor to a bank account in...",Action
Taken,"“I don’t know you who you are. I don’t know what you want. If you’re looking for a ransom, I can tell you, I don’t have money. But what I do have are a very particular set of skills acquired over a very long career in the shadows, skills that make me a nightmare for people like you. If you let my daughter go now, that will be the end of it. I will not look for you, I will not pursue you. But if you don’t, I will look for you, I will find you. And I will kill you.”With these...",Action
The Curious Case of Benjamin Button,"""I was born under unusual circumstances."" And so begins ""The Curious Case of Benjamin Button,"" adapted from the 1920s story by F. Scott Fitzgerald about a man who is born in his eighties and ages backwards: a man, like any of us, who is unable to stop time. We follow his story, set in New Orleans from the end of World War I in 1918, into the 21st century, following his journey that is as unusual as any man’s life can be. Directed by David Fincher and starring Brad Pitt and Cate Blanchett with...",Drama
Gran Torino,"Disgruntled Korean War vet Walt Kowalski (Eastwood) sets out to reform his neighbor, a young Hmong teenager, who tried to steal Kowalski's prized possesion: his 1972 Gran Torino.",Drama
The Hurt Locker,"""The Hurt Locker,"" winner of the 2008 Venice Film Festival SIGNIS Grand Prize, is a riveting, suspenseful portrait of the courage under fire of the military’s unrecognized heroes: the technicians of a bomb squad who volunteer to challenge the odds and save lives in one of the world’s most dangerous places. Three members of the Army’s elite Explosive Ordnance Disposal (EOD) squad battle insurgents and each other as they search for and disarm a wave of roadside bombs on the streets of...",Drama
 The Sisterhood of the Traveling Pants 2 ,"In ""Sisterhood of the Traveling Pants 2,"" based on Ann Brashares' best-selling series of novels, four young women continue the journey toward adulthood that began with ""The Sisterhood of the Traveling Pants."" Now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other as they always have--with honesty and humor. Discovering their individual strengths, fears, talents...",Comedy
In Bruges,"Bruges (pronounced ""broozh""), the most well-preserved medieval city in the whole of Belgium, is a welcoming destination for travellers from all over the world. But for hit men Ray (Colin Farrell) and Ken (Brendan Gleeson), it could be their final destination; a difficult job has resulted in the pair being ordered right before Christmas by their London boss Harry (two-time Academy Award nominee Ralph Fiennes) to go and cool their heels in the storybook Flemish city for a couple of weeks.",Comedy
Sex and the City: The Movie,"The movie version of the long-running HBO series featuring the further exploits of Carrie Bradshaw, Samantha Jones, Charlotte York and Miranda Hobbes. The series was originally based on autobiographical columns written by Candace Bushnell.",Comedy
Step Brothers,"Will Ferrell and John C. Reilly will play coddled guys who live with their respective single parents. Their folks fall in love and marry, making the guys stepbrothers. From the team that brought you ""Talladega Nights: The Ballad of Ricky Bobby"" and ""Anchorman: The Legend of Ron Burgundy.""",Comedy
The Boy in the Striped Pajamas,"Bruno's life is forever changed after he and his family move to a remote new home, and he strikes up a friendship with the only boy who appears to be around.",Drama
Slumdog Millionaire,"The film is the story of Jamal Malik, an 18 year-old orphan from the slums of Mumbai, who is about to experience the biggest day of his life. With the whole nation watching, he is just one question away from winning a staggering 20 million rupees on India’s “Who Wants To Be A Millionaire?”But when the show breaks for the night, police arrest him on suspicion of cheating; how could a street kid know so much? Desperate to prove his innocence, Jamal tells the story of his life in the slum...",Drama
Seven Pounds,"Academy Award® nominee Will Smith stars in the drama ""Seven Pounds,"" re-teaming with the director and producers of ""The Pursuit of Happyness"" for the emotional story of a man who will change the lives of seven strangers.",Drama
Get Smart,"Maxwell Smart (Steve Carell) is on a mission to thwart the latest plot for world domination by the evil crime syndicate known as KAOS. When the headquarters of U.S. spy agency Control is attacked and the identities of its agents compromised, the Chief (Alan Arkin) has no choice but to promote his ever-eager analyst Maxwell Smart, who has always dreamt of working in the field alongside stalwart superstar Agent 23 (Dwayne Johnson). Smart is partnered instead with the lovely-but-lethal veteran...",Action
Forgetting Sarah Marshall,"From the comedic minds of the guys who brought you Knocked Up and The 40 Year-Old Virgin comes Universal Pictures' newest romantic disaster comedy - Forgetting Sarah Marshall starring Jason Segel, Kristen Bell, Mila Kunis, Russell Brand, Bill Hader, Paul Rudd, Jack McBrayer and Jonah Hill. For anyone who has ever had their heart ripped out and cut into a billion pieces...here comes a hilarious, heartfelt look at relationships. Part romantic comedy, part disaster film, Forgetting Sarah Marshall...",Comedy
"Definitely, Maybe","Ryan Reynolds stars as Will Hayes, a 30-something Manhattan dad in the midst of a divorce when his 10 year-old daughter, Maya (Abigail Breslin), starts to question him about his life before marriage. Maya wants to know absolutely everything about how her parents met and fell in love.",Comedy
 Martyrs ,"France. A night at the beginning of the 1970s. Lucie, a little girl missing for over a year, is discovered wandering by the side of a country road. Near catatonic, she can say nothing about what has happened to her. The cops quickly find the place in which she's been incarcerated - a disused slaughterhouse. Every indication is that she never once left the empty, freezing room in which she was imprisoned. Filthy, starving, dehydrated, the child's body nonetheless bears no traces of sexual abuse...",Horror
Zack and Miri Make a Porno,"Lifelong platonic friends Zack (Rogen) and Miri (Banks) look to solve their respective cashflow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",Comedy
RocknRolla,"Butler stars as One Two, a street-smart mobster who has learned to play both sides of the fence, and Wilkinson is playing the lethal head mobster, Lenny Cole, part of London's old mob regime, which is quickly losing ground to the wealthier foreign mob.When a Russian mobster orchestrates a crooked land deal, millions of dollars are up for grabs, and all of London's criminal underworld wants in on the action. Everyone from a dangerous crime lord to a sexy accountant, a corrupt politician and...",Action
The Happening,Mark Wahlberg will play a man who takes his family on the run when the world turns upside and a cataclysmic natural crisis threatens to end the world.,SciFi
The Chronicles of Narnia: Prince Caspian,"""Prince Caspian"" finds the Pevensie siblings pulled back into the land of Narnia, where a thousand years have passed since they left. The children are once again enlisted to join the colorful creatures of Narnia in combating an evil villain who prevents the rightful Prince from ruling the land. ""Prince Caspian"" was first published in 1951, and is the fourth book in the seven-book series written by Lewis. It was intended as a continuation of ""The Lion, The Witch and The Wardrobe.""",Action
Let the Right One in,"Terrorized by bullies, lonely 12-year-old Oskar befriends a new neighbor, a mysterious young girl whose arrival coincides with a series of gruesome deaths and attacks. Though Oskar realizes that she's a vampire, his friendship with her is stronger than his fear.",Drama
"10,000 B.C.","From director Roland Emmerich comes a sweeping odyssey into a mythical age of prophesies and gods, when spirits rule the land and mighty mammoths shake the earth. In a remote mountain tribe, the young hunter, D'Leh (Steven Strait), has found his heart's passion - the beautiful Evolet (Camilla Belle). When a band of mysterious warlords raid his village and kidnap Evolet, D'Leh is forced to lead a small group of hunters to pursue the warlords to the end of the world to save her.",Action
