title,plot,genre
the ten commandments,"To escape the edict of Egypt's Pharoah, Rameses I, condemning all first-born Hebrew males, the infant Moses is set adrift on the Nile in a reed basket. Saved by the pharaoh's daughter Bithiah, he is adopted by her and brought up in the court of her brother, Pharaoh Seti. Moses gains Seti's favor and the love of the throne princess Nefertiri, as well as the hatred of Seti's son, Rameses. When his Hebrew heritage is revealed, Moses is cast out of Egypt, and makes his way across the desert where...",adventure
high society,"C.K. Dexter-Haven, a successful popular jazz musician, lives in a mansion near his ex-wife's Tracy Lord's family estate. She is on the verge of marrying a man blander and safer than Dex, who tries to win Tracy's heart again. Mike Connor, an undercover tabloid reporter, also falls for Tracy while covering the nuptials for Spy magazine. Tracy must choose between the three men as she discovers that ""safe"" can mean ""deadly dull"" when it comes to husbands and life.",comedy
giant,"Edna Ferber's best-selling family saga was the source of Stevens' sprawling epic, which stars Rock Hudson, Elizabeth Taylor, and James Dean, in his last film appearance. When Texas cattleman Bick Benedict (Hudson) goes to Virginia in the early 1920s to buy a prize stallion, he falls in love with Leslie Lynnton (Taylor), an aristocratic, independent-minded beauty, and they quickly marry. He takes her back to Reata, his 600,000-acre ranch, where sister Luz (Mercedes McCambridge), the family...",drama
forbidden planet,Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.,action
the hunchback of notre dame," Paris, 1482. Today is the festival of the fools, taking place like each year in the square outside Cathedral Notre Dame. Among jugglers and other entertainers, Esmeralda, a sensuous gypsy, performs a bewitching dance in front of delighted spectators. From up in a tower of the cathedral, Frollo, an alchemist, gazes at her lustfully. Later in the night, Frollo orders Quasimodo, the deformed bell ringer and his faithful servant, to kidnap Esmeralda. But when the ugly freak comes close to her is...",drama
around the world in 80 days,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days.",adventure
the man who knew too much,"A widescreen, Technicolor remake of Hitchcock's own 1934 film of the same title starring James Stewart and Doris Day. A couple vacationing in Morocco with their son accidentally stumble upon an assassination plot. When their son is kidnapped to ensure their silence, they have to take matters into their own hands to save him.",thriller
moby dick,"Gregory Peck is magnificent as Captain Ahab, the surly sailor who loses his leg to a gigantic, crafty white whale in this stunning visual tribute to the great literary classic. Orson Welles Co-stars.",adventure
the swan,"Princess Beatrice's days of enjoying the regal life are numbered unless her only daughter, Princess Alexandra, makes a good impression on a distant cousin when he pays a surprise visit to their palace. Prince Albert has searched all over Europe for a bride and he's bored by the whole courtship routine. He is more interested in the estate's dairy than Alexandra's rose garden. And then he starts playing football with the tutor and Alexandra's brothers. Invite the tutor to the ball that night and...",comedy
invasion of the body snatchers,"Dr Miles Bennel returns his small town practice to find several of his patients suffering the paranoid delusion that their friends or relatives are impostors. He is initially sceptical, especially when the alleged dopplegangers are able to answer detailed questions about their victim's life, but he is eventually persuaded that something odd has happened, and determines to find out what. This film can be seen as a paranoid 1950s warning against those Damn Commies, or conversely as a metaphor for...",horror
the bad seed,"Grade-schooler Rhoda Penmark (Patty McCormack) is sweet, smart … and inherently evil! After a school chum dies during a picnic, no one suspects Rhoda, except the janitor (Henry Jones) of her apartment building. But when Rhoda's mother, Christine (Nancy Kelly), finds out that her own mother is a cold-blooded killer, she begins to suspect Rhoda might be the victim of some faulty genetic wiring. Based on Maxwell Anderson's play.",drama
the conqueror,Mongol chief Temujin battles against Tartar armies and for the love of the Tartar princess Bortai. Temujin becomes the emperor Genghis Khan.,adventure
war and peace,Napoleon's tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.,drama
baby doll,"Baby Doll Meighan is a pretty, vacuous Southern 'white trash' gal who at 19 still sleeps in a crib and sucks her thumb. She has been married for two years to ineffectual, bigoted Archie Lee. The couple have not yet consummated their marriage because Archie Lee promised Baby Doll's dying father that he would not touch his daughter until she said she was ""ready for marriage."" He is frustrated by this strain and obliged to peek at his squirmy half-dressed child-bride through a hole in her bedroom...",drama
anastasia,"Russian exiles in Paris plot to collect ten million pounds from the Bank of England by grooming a destitute, suicidal girl to pose as heir to the Russian throne. While Bounin is coaching her he comes to believe she is really Anastasia. In the end the Empress must decide her claim.",drama
1984,"In a futuristic, state-run society controlled by ""Big Brother"" in which love is outlawed, employee of the state Winston Smith falls for Julia, and is tortured and brainwashed for his crime.  - Written byMarty McKee <[email protected]> ",scifi
adam and eve,"The budget and quality of the Mexican 'Adam and Eve' was once summed up by exploitation distributor David F. Friedman: "". . .it couldn't have cost more than margaritas and the deluxe combination dinner for four in any good Los Angeles Mexican restaurant."" Since the film only covers the first three chapters in Genesis, from the birth of Adam and Eve to their fall from grace, no more than two actors were required. Unknown Carlos Baena was Adam, while former Miss Universe Christiane Martel was...",drama
aparajito,The Unvanquished is the second part of the Bangladesh Apu film series about a boy named Apu who gets a scholarship to study at a College in Calcutta. His mother is alone and torn between wanting him to be successful and not wanting him to leave her alone.,drama
attack,"During the closing days of WWII, a National Guard Infantry Company is assigned the task of setting up artillery observation posts in a strategic area. Lieutenant Costa knows that Cooney is in command only because of 'connections' he had made state-side. Costa has serious doubts concerning Cooneys' ability to lead the group. When Cooney sends Costa and his men out, and refuses to re-enforce them, Costa swears revenge.",drama
autumn leaves," Millicent Wetherby is a middle-aged woman whose life is devoid of love and affection. Millicent's solitary existence changes when she encounters Burt Hansen a charismatic younger man. As Burt successfully woos her and wins her hand in marriage, rumors begin to surface that Millicent's newfound beau is in fact a deranged maniac. Things grow even more complicated for Millicent when a woman claiming to be Hansen's first wife shows up. As Burt begins to lose control of himself,...",drama
back from eternity,A South American plane loaded with an assortment of characters crash lands in a remote jungle area in the middle of a storm. The passengers then discover they are in an area inhabited by vicious cannibals and must escape before they are found.,drama
bandido !," American arms dealer Kennedy hopes to make a killing by selling to the ""regulares"" in the 1916 Mexican revolution. American mercenary Wilson favors the rebel faction headed by Escobar, and they plot to hijack Kennedy's arms; but Wilson also has his eye on Kennedy's wife. Raids, counter-raids, and escapes follow in a veritable hail of bullets. Written by Rod Crawford <[email protected]> ",action
bigger than life,"Bigger Than Life is an American film made in 1956 directed by Nicholas Ray and starring James Mason, who also co-wrote and produced the film, about a school teacher and family man whose life spins out of control upon becoming addicted to cortisone.",drama
biruma no tategoto,"In the War's closing days, when a conscience-driven Japanese soldier fails to get his countrymen to surrender to overwhelming force, he adopts the lifestyle of a Buddhist monk.",drama
bundle of joy,"Kitschy musical remake of ""Bachelor Mother"". Debbie Reynolds plays an over-eager clerk in a large department store and Eddie Fisher plays the boss' son. After getting fired from her job, she finds an adorable baby on the steps of the foundling home and the folks inside mistake her for the mother. Fisher, well-meaning, but obtuse, tries to help her out with the baby, and the buds of romance begin to appear. Meanwhile old Merlin, the owner of the store, thinks he just might be a grandfather...",comedy
bus stop,"Innocent rodeo cowboy Bo falls in love with cafe singer Cherie in Phoenix. She tries to run away to Los Angeles but he finds her and forces her to board the bus to his home in Montana. When the bus stops at Grace's Diner the passengers learn that the road ahead is blocked. By now everyone knows of the kidnaping, but Bo is determined to have Cherie.",comedy
carousel,"Gordon MacRae is Billy Bigelow, a smooth-talking carny barker who falls in love with a millworker (Shirley Jones) on the colorful coast of Maine. Filmed on location, with a beautiful seaside setting as a backdrop and a thrilling score for accompaniment, their romance unfolds. But right before the birth of his daughter, Billy is killed while committing a robbery. Now in heaven, years later, he returns to earth for one day to attend his daughter's high school graduation and teach her one very...",drama
crazed fruit," Bored rich kids. Natsuhisa, 20, constantly teases his brother Haruji, 16, about girls. They arrive by train for a summer at the beach; at the station, Haruji spots a young woman and can think of nothing else for the next few days. When they cross paths again - she's Eri - Haru invites her to a party at the house of a friend whose parents are divorced. They start a slow courtship. Then, Natsuhisa discovers Eri's secret; instead of it ending everything, Natsuhisa initiates a triangle...",drama
"daniel boone, trail blazer","Daniel Boone leads settlers into Kentucky, but must battle Shawnee Indians who have been persuaded by a French renegade that Boone and the settlers are there to kill them and steal their land.",adventure
davy crockett and the river pirates," Davy Crockett and his sidekick Georgie compete against boastful Mike Fink (""King of the River"") in a boat race to New Orleans. Later, Davy and Georgie, allied with Fink, battle a group of river pirates trying to pass themselves off as Native Americans. Written by Ken Miller <[email protected]> ",family
death in the garden," Chark, an adventurer comes to small village in the near of a gold digger's camp. He is arrested by the local police, who accuse him of having comitted a bank robbery in a neighoured town. The police also confiscate the gold mine for the state, due to this the gold diggers start an revolution, but it is beaten. Chark, Father Lizzardi, Castin and his daugher and Djin, a whore to whom castin is in love are fleeing into the jungle. where they start to fight for their lifes. Written by ...",adventure
diane,"Asked by Francis I (Pedro Armendáriz) to tutor his son (Roger Moore), Diane de Poitiers (Lana Turner) becomes the future King Henry II's mistress in 1500s France.",drama
early spring,A young salary man and his wife struggle within the confines of their passionless relationship while he has an extramarital affair.,drama
earth vs. the flying saucers,"After aliens fail to effectively manage their time-space communications devices and botch an attempt to contact rocket scientist Dr. Russell Marvin and his charming wife Carol, they start to destroy Earth targets, suck the knowledge out of military brains, and issue ultimatums. Fortunately, Dr. Marvin and his fellow scientists have a few tricks of their own.",fantasy
edge of hell,"In this heart-warming drama, a beggar and his performing dog, Flip, struggle to eke out a living upon the cruel streets. He is hired to perform at a rich kid's birthday party. There, the beggar is offered $500 for his beloved dog. He refuses and again hits the streets. Soon he becomes so impoverished that he can no longer provide food for his four-legged friend; he sells him for $20. The beggar is then beaten and robbed. Later he learns that Flip died. The man soon follows the dog to heaven...",drama
elena and her men,"Set amid the military maneuvers and Quatorze Juillet carnivals of turn-of-the-century France, Jean Renoir’s delirious romantic comedy Elena and her Men (Elena et les hommes) stars a radiant Ingrid Bergman as a beautiful, but impoverished, Polish princess who drives men of all stations to fits of desperate love. When Elena elicits the fascination of a famous general, she finds herself at the center of romantic machinations and political scheming, with the hearts of several men—as well as the...",comedy
et dieu... créa la femme,"Juliette Hardy is sexual dynamite, and has the men of a French coastal town panting. But Antoine, the only man who affects her likewise, wouldn't dream of settling down with a woman his friends consider the town tramp. While Antoine's away, his younger brother Michel, who worships Juliette, proposes to her; out of liking rather than love, she accepts, and their marriage becomes happy. But what will happen when Antoine returns?",drama
fernandel the dressmaker,"A modest taylor the women found irresistible inherit a Maison de couture in financial difficulty. Decided to save it he prepare a great collection. But when his wife discovered his relations with one of the mannequin, how would he prevent the scandale without loosing... both of them?!  - Written byJean-Marie Berthiaume <[email protected]> ",comedy
